va_facility_code,va_facility_name,school_level_va,retention_rate_veteran_ba,retention_rate_veteran_otb,persistance_rate_veteran_ba,persistance_rate_veteran_otb,graduation_rate_veteran,transfer_out_rate_veteran
25062843,CENTRAL TEXAS BEAUTY COLLEGE-ROUND ROCK,NCD,,1.0,,1.0,,
25035007,INDUSTRIAL MANAGEMENT AND TRAINING INSTITUTE,NCD,,0.0,,0.0,,
24901113,SAE INSTITUTE OF TECHNOLOGY,2-year,,0.25,,0.75,,
25006626,AERIE BACKCOUNTRY MEDICINE,NCD,,,,,,
25045043,ARLINGTON CAREER INSTITUTE,NCD,,1.0,,1.0,,
24979425,MISSOURI TECH,2-year,1.0,,1.0,,,
25087612,SAGE TECHNICAL SERVICES-COEUR D'ALENE,NCD,,0.667,,0.667,,
25092212,IDAHO REAL ESTATE SCHOOL,NCD,,0.0,,0.0,,
249D8638,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY-WILKES- BARRE,2-year,,0.895,,0.895,0.524,0.19
25002440,DC TRAINING,NCD,,0.0,,0.333,,
24843410,SOUTHERN TECHNICAL COLLEGE AUBURNDALE,2-year,,0.852,,0.852,0.227,0.636
24925704,BRYAN UNIVERSITY,2-year,,1.0,,1.0,0.25,0.5
25028322,NEW HORIZONS CLC OF MICHIGAN-EAST LANSING,NCD,,,,,,
25003233,ALLIANCE TRACTOR-TRAILER TRAINING CENTER,NCD,,0.5,,0.5,,
25034001,ESD SCHOOL LLC,NCD,,0.5,,0.5,,
25009528,MILAN INSTITUTE-SPARKS,NCD,,,,,,
249H7435,AMERICAN INSTITUTE OF ALTERNATIVE MEDICINE,2-year,,,,,,
24908425,METRO BUSINESS COLLEGE,2-year,,,,,0.0,0.5
24905442,NATIONAL COLLEGE-MADISON,2-year,0.0,0.917,0.0,0.917,0.214,0.357
25003737,UNITED BICYCLE INSTITUTE,NCD,,0.6,,0.8,,
25014820,ASPEN BEAUTY ACADEMY OF LAUREL,NCD,,1.0,,1.0,,
25009833,CROSSCOUNTRY TRUCK DRIVING SCHOOL,NCD,,0.333,,0.5,,
25060236,NEW HORIZONS CONSUMER LRNG CTR LLC-OKC,NCD,,,,,,
24928148,VALLEY COLLEGE-PRINCETON,2-year,,,,,,
25018730,P C AGE-JERSEY CITY,NCD,,1.0,,1.0,,
25051321,UNITED TRACTOR TRAILER SCHOOL INC,NCD,,0.0,,0.25,,
24841010,DADE MEDICAL COLLEGE-MIAMI,2-year,,0.333,,1.0,,
24913414,BROWN MACKIE COLLEGE-SOUTH BEND,2-year,,1.0,,1.0,0.4,0.2
25005411,TECHNOLOGY CENTER INC,NCD,,1.0,,1.0,,
25004244,PAUL MITCHELL THE SCHOOL-SALT LAKE CITY,NCD,,,,,,
24801624,MILLER-MOTTE TECHNICAL COLLEGE-GULFPORT,2-year,,1.0,,1.0,,
25103043,TONI & GUY HAIRDRESSING ACADEMY-CARROLLTON,NCD,,,,,,
25303538,CORTIVA INSTITUTE-PENNSYLVANIA SCHOOL OF MUSCLE THERAPY,NCD,,1.0,,1.0,,
28016744,UTAH COLLEGE OF MASSAGE THERAPY-SALT LAKE CITY,NCD,,0.5,,1.0,,
31000248,BETHANY COLLEGE,4-year,1.0,,1.0,,,
31003023,LUTHER SEMINARY,4-year,,,,,,
28018817,SUMMIT SALON ACADEMY,NCD,,,,,,
26009230,JOE KUBERT SCHOOL OF CARTOON AND GRAPHIC ART INC,NCD,,1.0,,1.0,,
25533417,MEDQUEST COLLEGE,NCD,,1.0,,1.0,,
31001123,MACALESTER COLLEGE,4-year,,,,,,
25129543,AVEDA INSTITUTE CORPUS CHRISTI,NCD,,,,,,
25178405,BLUSH SCHOOL OF MAKEUP,NCD,,1.0,,1.0,,
25181305,MARINELLO SCHOOLS OF BEAUTY-ANAHEIM,NCD,,0.917,,1.0,1.0,
26013518,CAMERON COLLEGE,NCD,,1.0,,1.0,,
28013219,SPA TECH INSTITUTE-WESTBROOK,NCD,,1.0,,1.0,,
28117423,AVEDA INSTITUTE,NCD,,1.0,,1.0,,
31003338,ROSEMONT COLLEGE,4-year,,,,,,
28004818,AVEDA INSTITUTE-LAFAYETTE,NCD,,,,,,
31003520,SOJOURNER DOUGLASS COLLEGE,4-year,0.0,,1.0,,,
31003531,ST JOHN'S COLLEGE,4-year,,,,,,
25494210,FIRST COAST BARBER ACADEMY,NCD,,1.0,,1.0,,
28000916,MARINELLO SCHOOL OF BEAUTY-MANHATTAN,NCD,,1.0,,1.0,,
25129305,WESTERN PACIFIC TRUCK SCHOOL-SACRAMENTO,NCD,,0.333,,0.5,,
31001178,IE BUSINESS SCHOOL,4-year,,,,,,
28003736,CENTRAL STATE BEAUTY AND WELLNESS COLLEGE,NCD,,,,,,
31003163,UNIVERSIDAD CENTRAL DEL CARIBE,4-year,,,,,,
25518414,TRUCK DRIVER INSTITUTE-SELLERSBURG,NCD,,0.556,,0.556,,
25492310,FLORIDA BARBER ACADEMY,NCD,,,,,,
31000849,MOUNT MARY UNIVERSITY,4-year,,,,,,
28021537,WESTERN PACIFIC TRUCK SCHOOL,NCD,,0.333,,0.333,,
28069521,NEW ENGLAND HAIR ACADEMY,NCD,,1.0,,1.0,,
31000336,SAINT GREGORY'S UNIVERSITY,4-year,,,,,,
25378032,STAR CAREER ACADEMY-SYOSSET,NCD,,1.0,,1.0,,
25140605,LU ROSS ACADEMY,NCD,,1.0,,1.0,,
25468410,SOOTHING ARTS HEALING THERAPIES SCHOOL OF MASSAGE,NCD,,1.0,,1.0,0.0,
31000404,UNIVERSITY OF THE OZARKS,4-year,0.0,,1.0,,,
31006616,CLEVELAND UNIVERSITY-KANSAS CITY,4-year,,,,,,
28404632,CHRISTINE VALMY INTERNATIONAL SCHOOL OF ESTHETICS & COSMETOLOGY,NCD,,,,,,
31009432,ALBANY COLLEGE OF PHARMACY,4-year,,,,,,
25137905,NCP COLLEGE OF NURSING-SOUTH SAN FRANCISCO,NCD,,0.5,,1.0,0.0,
25134905,BLAKE AUSTIN COLLEGE,NCD,,1.0,,1.0,,
25295847,CHECK RIDE DRIVER TRAINING SERVICES,NCD,,0.4,,0.4,,
28500732,COMMERCIAL DRIVER TRAINING INC,NCD,,0.5,,0.5,,
31000149,BELOIT COLLEGE,4-year,,,,,,
25132343,REAL ESTATE TRAINING AND TECH LICENSING SCH #726,NCD,,,,,,
25393132,BUFFALO TRACTOR TRAILER INSTITUTE,NCD,,0.0,,0.125,,
25361932,CHARLES STUART SCHOOL,NCD,,1.0,,1.0,,
25800332,ALLEN SCHOOL - BROOKLYN,NCD,,,,,,
25125405,CAREER CARE INSTITUTE,NCD,,1.0,,1.0,,
25402147,NORTHWEST HVAC-R TRAINING CENTER,NCD,,,,,,
25132943,ACADEMY OF REAL ESTATE,NCD,,,,,,
31001833,BENNETT COLLEGE,4-year,0.0,,0.0,,,
35007519,CENTER FOR FURNITURE CRAFTSMANSHIP,NCD,,0.0,,0.0,,
31917132,FIVE TOWNS COLLEGE,4-year,,,,,,
31012863,UNIVERSIDAD TEOLOGICA DEL CARIBE,4-year,,,,,,
31902123,MARTIN LUTHER COLLEGE,4-year,,,,,,
31971138,URSINUS COLLEGE,4-year,,,,,,
31802220,JOHNS HOPKINS UNIVERSITY-BLOOMBERG SCHOOL OF PUBLIC HEALTH,4-year,0.75,1.0,0.75,1.0,,
31828010,UNIVERSIDAD METROPOLITANA ORLANDO,4-year,0.667,1.0,0.833,1.0,,
32372432,ST ELIZABETH COLLEGE NURSING,4-year,,1.0,,1.0,,
31851935,ANTIOCH UNIVERSITY-MIDWEST,4-year,,,,,,
35030446,CENTER FOR EMPLOYMENT TRAINING,NCD,,0.5,,0.5,,
31941138,BRYN MAWR COLLEGE,4-year,,,,,,
31100529,NEW HAMPSHIRE INSTITUTE OF ART,4-year,,,,,,
31927714,OAKLAND CITY UNIVERSITY - PLAINFIELD,4-year,0.667,,0.667,,,
34901449,LAC COURTE OREILLES OJIBWA COMMUNITY COLLEGE,2-year,,1.0,,1.0,1.0,0.0
31200125,CONCORDIA SEMINARY,4-year,,,,,,
31009525,CALVARY BIBLE COLLEGE AND THEOLOGICAL SEMINARY,4-year,1.0,,1.0,,,
31905125,WASHINGTON UNIVERSITY SCHOOL OF MEDICINE,4-year,0.5,0.0,0.5,0.0,,
31010305,BERGIN UNIVERSITY OF CANINE STUDIES,4-year,,0.0,,1.0,,
31800448,UNIVERSITY OF CHARLESTON,4-year,0.556,,0.667,,,
35571435,PITTSBURGH INSTITUTE OF AERONAUTICS-YOUNGSTOWN-WARREN CAMPUS,NCD,,0.969,,0.969,,
31991138,MOORE COLLEGE OF ART AND DESIGN,4-year,,,,,,
32016513,TRINITY COLLEGE OF NURSING AND HEALTH SCIENCES,4-year,,,,,,
31928714,INDIANA WESLEYAN UNIVERSITY EDUCATION CENTER - FORT WAYNE,4-year,,,,,,
31510017,BEREA COLLEGE,4-year,,,,,,
31042243,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-FT BLISS,4-year,0.832,0.683,0.903,0.857,,
31821111,WEBSTER UNIVERSITY-MOODY AFB,4-year,0.708,0.0,0.792,0.0,,
31059310,POLYTECHNIC UNIVERSITY OF PUERTO RICO-MIAMI,4-year,,,,,,
32002927,BRYAN COLLEGE OF HEALTH SCIENCES,4-year,,,,,,
12801005,UCLA CENTER FOR PREHOSPITAL CARE/EMT EDUCATION PGM,4-year,1.0,0.333,1.0,0.333,,
14927433,PAMLICO COMMUNITY COLLEGE,2-year,,,,,0.0,0.667
11200209,GALLAUDET UNIVERSITY,4-year,,,,,,
14807424,HINDS COMMUNITY COLLEGE UTICA,2-year,,0.542,,0.75,0.318,0.227
14000109,CENTRAL TEXAS COLLEGE-WASHINGTON DC,2-year,,0.622,,0.824,0.0,0.613
11007433,CENTRAL MICHIGAN UNIVERSITY-SEYMOUR JOHNSON AFB,4-year,0.9,,0.95,,,
14947417,SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,2-year,,0.444,,0.778,0.0,0.667
11872138,UNIVERSITY OF PITTSBURGH-TITUSVILLE,4-year,,1.0,,1.0,,
11813010,SOUTHERN ILLINOIS UNIVERSITY NAS JACKSONVILLE,4-year,0.742,1.0,0.774,1.0,,
11926047,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,4-year,0.742,1.0,0.774,1.0,,
11052010,SOUTHERN ILLINOIS UNIVERSITY COLLEGE OF APPLIED SCIENCES,4-year,0.742,1.0,0.774,1.0,,
11816110,FLORIDA STATE UNIVERSITY-REPUBLIC OF PANAMA,4-year,0.615,,0.769,,,
11945447,NORTHWEST INDIAN COLLEGE,4-year,1.0,,1.0,,,
21063210,SANFORD-BROWN COLLEGE-ORLANDO,4-year,,,,,,
219L2143,DALLAS NURSING INSTITUTE,4-year,,0.0,,0.0,,
15033346,RICHMOND TECHNICAL CENTER,NCD,,,,,,
18023548,CARVER CAREER CENTER,NCD,,1.0,,1.0,,
21833310,FLORIDA CAREER COLLEGE-HIALEAH,4-year,,0.571,,0.905,,
15078501,ALABAMA FIRE COLLEGE,NCD,,1.0,,1.0,,
21014746,MEDTECH INSTITUTE,4-year,,,,,,
21004436,NATIONAL AMERICAN UNIVERSITY-TULSA,4-year,,1.0,,1.0,,
15450010,FLORIDA DEPARTMENT OF CORRECTIONS REGION II-ACADEMY,NCD,,0.2,,0.3,,
21003103,DUNLAP-STONE UNIVERSITY,4-year,,,,,,
21941438,STRAYER UNIVERSITY-WARRENDALE,4-year,1.0,,1.0,,,
24035143,EVEREST COLLEGE-FORT WORTH,2-year,,0.625,,0.75,0.143,0.429
21114405,CALIFORNIA MIRAMAR UNIVERSITY,4-year,,,,,,
21002244,BROADVIEW UNIVERSITY-OREM,4-year,1.0,,1.0,,,
14964423,MESABI RANGE COMMUNITY AND TECHNICAL COLLEGE-VIRGINIA,2-year,,1.0,,1.0,0.0,0.8
14963423,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE-GRANITE FALLS,2-year,,1.0,,1.0,0.5,0.125
21986013,FOX COLLEGE-TINLEY PARK,4-year,,,,,,
15535535,SANDUSKY CAREER CENTER,NCD,,0.0,,0.333,,
15592825,UNIVERSITY OF MISSOURI HEALTH CARE EMERGENCY MEDICAL SERVICE EDUCATION,NCD,1.0,,1.0,,,
21975235,BRYANT & STRATTON COLLEGE-CLEVELAND,4-year,,,,,,
24020643,WADE COLLEGE,2-year,,,,,,
24000132,MILDRED ELLEY-NEW YORK CAMPUS,2-year,,,,,,
24000230,SANFORD BROWN INSTITUTE-ISELIN,2-year,,0.333,,0.667,,
21803246,UNIVERSITY OF THE POTOMAC-VA CAMPUS,4-year,1.0,1.0,1.0,1.0,,
21801823,GLOBE UNIVERSITY-MOORHEAD CAMPUS,4-year,,,,,,
18014836,CADDO KIOWA TECHNOLOGY CENTER,NCD,,0.5,,0.5,,
21803023,GLOBE UNIVERSITY-MINNEAPOLIS,4-year,,,,,,
15014705,CHARLES A JONES CAREER AND EDUCATION CENTER,NCD,,0.0,,0.0,0.0,
24000116,PINNACLE CAREER INSTITUTE-LAWRENCE,2-year,1.0,,1.0,,,
15009142,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-HARRIMAN,NCD,,,,,,
14P71638,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,2-year,,,,,,
15016605,SAN PASQUAL RESERVATION FIRE ACADEMY,NCD,,0.5,,1.0,,
24851946,AMERICAN NATIONAL UNIVERSITY-MARTINSVILLE,2-year,1.0,1.0,1.0,1.0,0.0,0.25
25015133,CONNECTICUT SCHOOL OF BROADCASTING,NCD,,,,,,
24931714,FORTIS COLLEGE-INDIANAPOLIS,2-year,,1.0,,1.0,,
24804335,MIAMI-JACOBS CAREER COLLEGE-INDEPENDENCE,2-year,,1.0,,1.0,,
25033511,CONNECTICUT SCHOOL OF BROADCASTING,NCD,,,,,,
25001038,DCS SCHOOL OF DRIVING LLC,NCD,,,,,,
25077236,IMAGINE-PAUL MITCHELL PARTNER SCHOOL,NCD,,1.0,,1.0,,
249F5443,CENTER FOR ADVANCED LEGAL STUDIES,2-year,,1.0,,1.0,0.0,0.5
249G2435,NATIONAL COLLEGE-KETTERING,2-year,,1.0,,1.0,1.0,0.0
24956438,KAPLAN CAREER INSTITUTE-HARRISBURG,2-year,,1.0,,1.0,1.0,0.0
25015506,MASSAGE THERAPY INSTITUTE OF COLORADO,NCD,,,,,,
24938432,GLOBE INSTITUTE OF TECHNOLOGY,2-year,,1.0,,1.0,0.0,0.0
24970413,SANFORD-BROWN COLLEGE-CHICAGO,2-year,,,,,,
24905730,JERSEY COLLEGE-EWING CAMPUS,2-year,,1.0,,1.0,,
25030901,BLUE CLIFF CAREER COLLEGE,NCD,,1.0,,1.0,,
25003711,HEALTH TECH OF GEORGIA INC,NCD,,,,,,
25008611,THE CREATIVE CIRCUS,NCD,,1.0,,1.0,,
25055518,RAY J'S COLLEGE OF HAIR,NCD,,,,,0.0,
25054143,SOUTH TEXAS VOCATIONAL TECHNICAL INSTITUTE-MCALLEN,NCD,,0.0,,0.0,0.667,
25009537,NATIONAL PERSONAL TRAINING INSTITUTE INC,NCD,,0.719,,0.888,,
24911431,SOUTHWEST UNIVERSITY OF VISUAL ARTS-ALBUQUERQUE,2-year,,,,,0.0,0.5
25020811,AVEDA INSTITUTE ATLANTA,NCD,,0.9,,1.0,,
24039843,THE COLLEGE OF HEALTH CARE PROFESSIONS DALLAS,2-year,,,,,,
24914414,INTERNATIONAL BUSINESS COLLEGE-INDIANAPOLIS,2-year,,1.0,,1.0,,
25030342,ACADEMY OF MAKE UP ARTS,NCD,,0.0,,0.0,,
25043529,SEACOAST CAREER SCHOOLS-MANCHESTER CAMPUS,NCD,,,,,,
25030301,FORTIS COLLEGE-FOLEY,NCD,,1.0,,1.0,,
25023542,GEORGIA CAREER INSTITUTE-MURFREESBORO,NCD,,1.0,,1.0,,
25108043,KE KINO MASSAGE ACADEMY,NCD,,,,,,
25024603,STUDIO ACADEMY OF BEAUTY,NCD,,1.0,,1.0,,
25091243,CANNON INSTITUTE OF HIGHER LEARNING,NCD,,,,,,
25025442,VIBE BARBER COLLEGE,NCD,,1.0,,1.0,,
25003007,RIDLEY-LOWELL BUSINESS & TECHNICAL INSTITUTE-DANBURY CAMPUS,NCD,,,,,,
24958442,WEST TENNESSEE BUSINESS COLLEGE,2-year,,0.0,,0.0,,
24901130,BERKELEY COLLEGE-PARAMUS,2-year,0.833,0.571,0.833,0.714,0.154,0.462
25017333,HIGHLAND CANINE TRAINING LLC,NCD,,,,,,
25019130,STAR CAREER ACADEMY-NEWARK,NCD,,,,,,
24905063,ICPR JUNIOR COLLEGE-MANATI,2-year,,,,,,
25031142,DARK HORSE INSTITUTE,NCD,,,,,,
24947003,PIMA MEDICAL INSTITUTE-PHOENIX,2-year,,0.583,,0.917,0.154,0.462
25101743,TINT SCHOOL OF MAKEUP AND COSMETOLOGY-IRVING,NCD,,,,,,
25006430,PC AGE EDISON,NCD,,1.0,,1.0,,
31000845,GODDARD COLLEGE,4-year,,,,,,
25176605,MILAN INSTITUTE-BAKERSFIELD,NCD,,,,,,
25146205,MARITIME INSTITUTE INC,NCD,,0.2,,0.2,,
25185605,CALIFORNIA HAIR DESIGN ACADEMY,NCD,,,,,,
25503217,LEXINGTON HEALING ARTS ACADEMY,NCD,,1.0,,1.0,,
25335132,ALL STAR DRIVING SCHOOL,NCD,,0.0,,0.0,,
25804405,MARINELLO SCHOOLS OF BEAUTY-PLAZA DEL SOL,NCD,,0.917,,1.0,1.0,
25118505,ELEGANCE INTERNATIONAL,NCD,,,,,,
31002031,WEBSTER UNIVERSITY,4-year,0.708,0.0,0.792,0.0,,
28572132,EMPIRE BEAUTY SCHOOL-MANHATTAN,NCD,,1.0,,1.0,,
25571935,AVEDA INSTITUTE-COLUMBUS,NCD,,1.0,,1.0,,
25833407,A B TRAINING CENTER LLC,NCD,,0.333,,0.333,,
25535235,AMERICAN SCHOOL OF TECHNOLOGY,NCD,,1.0,,1.0,,
25832746,WARDS CORNER BEAUTY ACADEMY-VIRGINIA BEACH,NCD,,0.0,,1.0,,
31001085,SOPHIA UNIVERSITY,4-year,,,,,,
28036336,OKLAHOMA HORSESHOEING SCHOOL,NCD,,0.0,,0.286,,
31005038,WESTMINSTER COLLEGE,4-year,,,,,,
25534217,AMERICAN COLLEGE OF BARBERING,NCD,,1.0,,1.0,,
31002544,MIDWIVES COLLEGE OF UTAH,4-year,,1.0,,1.0,,
31002935,CLEVELAND INSTITUTE OF ART,4-year,,,,,,
25587425,C1 TRUCK DRIVER TRAINING,NCD,,0.0,,0.0,,
31000949,NORTHLAND COLLEGE,4-year,1.0,,1.0,,,
25209920,THE TEMPLE-A PAUL MITCHELL PARTNER SCHOOL,NCD,,1.0,,1.0,,
28103810,LORAINE'S ACADEMY & SPA,NCD,,1.0,,1.0,,
28000129,COMMERCIAL DRIVING SCHOOL LLC,NCD,,0.333,,0.667,,
31004416,WEBSTER UNIVERSITY-MCCONNELL AFB,4-year,0.708,0.0,0.792,0.0,,
31006732,BARNARD COLLEGE,4-year,,,,,,
25169505,SICE PAUL MITCHELL PARTNER SCHOOL,NCD,,,,,,
28355632,AUSTIN'S SCHOOL OF SPA TECHNOLOGY,NCD,,,,,,
31003613,BLACKBURN COLLEGE,4-year,0.0,,0.0,,,
25124405,CAPSTONE COLLEGE,NCD,,,,,,
31007335,KENYON COLLEGE,4-year,,,,,,
31000525,KANSAS CITY UNIVERSITY OF MEDICINE AND BIOSCIENCES,4-year,,,,,,
31003532,SARAH LAWRENCE COLLEGE,4-year,,,,,,
25146905,MARINELLO SCHOOLS OF BEAUTY-HEMET,NCD,,1.0,,1.0,,
25481510,RV TRAINING CENTER,NCD,,0.0,,0.0,,
25458047,PAUL MITCHELL THE SCHOOL-SPOKANE,NCD,,1.0,,1.0,,
25114705,NATIONAL POLYTECHNIC COLLEGE,NCD,,1.0,,1.0,,
25152205,CINEMA MAKE-UP SCHOOL,NCD,,1.0,,1.0,,
34913427,YORK COLLEGE,2-year,1.0,,1.0,,0.0,0.0
32921025,SOUTHEAST MISSOURI HOSPITAL COLLEGE OF NURSING AND HEALTH SCIENCES,4-year,,,,,,
35052121,EMS ACADEMY,NCD,,,,,,
31908133,SOUTHERN EVANGELICAL SEMINARY,4-year,,,,,,
31012233,GORDON-CONWELL THEOLOGICAL SEMINARY,4-year,,,,,,
31803905,UNIVERSITY OF LA VERNE-BAKERSFIELD,4-year,0.84,,0.86,,,
31506405,CLAREMONT MCKENNA COLLEGE,4-year,,,,,,
31829505,ANTIOCH UNIVERSITY-SANTA BARBARA,4-year,1.0,,1.0,,,
31800101,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-MOBILE,4-year,0.832,0.683,0.903,0.857,,
35573935,ADVANCED TECHNICAL INTELLIGENCE CENTER,NCD,,0.0,,1.0,,
35004205,HYPNOSIS MOTIVATION INSTITUTE,NCD,,,,,,
34940646,WAVE LEADERSHIP COLLEGE,2-year,,,,,,
31800176,KEISER UNIVERSITY,4-year,,,,,,
34925804,REMINGTON COLLEGE-LITTLE ROCK CAMPUS,2-year,,1.0,,1.0,0.5,0.0
31900121,NORTHPOINT BIBLE COLLEGE,4-year,1.0,,1.0,,,
31051510,JOHNSON UNIVERSITY FLORIDA,4-year,,1.0,,1.0,,
31311432,ST LAWRENCE UNIVERSITY,4-year,,,,,,
34003036,HILLSDALE FREEWILL BAPTIST COLLEGE,2-year,,,,,,
31365332,CONCORDIA COLLEGE-NEW YORK,4-year,1.0,,1.0,,,
34000211,ANDREW COLLEGE,2-year,,,,,,
31802305,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE,4-year,0.832,0.683,0.903,0.857,,
38554532,WORD OF LIFE BIBLE INSTITUTE,NCD,,1.0,,1.0,,
32905506,ST ANTHONY HOSPITAL CENTRAL-INST OF EMER MED TECH,4-year,,1.0,,1.0,,
31046013,ROBERT MORRIS UNIVERSITY-LAKE COUNTY WAUKEGAN,4-year,1.0,0.8,1.0,0.867,,
31022818,NORTHWOOD UNIVERSITY,4-year,0.556,,0.556,,,
35009324,SOUTHERN REGIONAL PUBLIC SAFETY INSTITUTE,NCD,,0.0,,1.0,,
35015411,HOUSE OF PRAYER BIBLE SEMINARY-HEPHZIBAH,NCD,,,,,,
31927946,INSTITUTE FOR THE PSYCHOLOGICAL SCIENCES,4-year,,,,,,
31813611,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-COLUMBUS,4-year,0.832,0.683,0.903,0.857,,
32905105,CHARLES R DREW UNIV OF MEDICINE AND SCIENCE,4-year,,,,,,
14811118,SOUTH CENTRAL LOUISIANA TECHNICAL COLLEGE LAFOURCHE,2-year,,0.015,,0.364,0.0,0.333
11000608,SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,4-year,0.742,1.0,0.774,1.0,,
11805131,NEW MEXICO HIGHLANDS UNIVERSITY,4-year,0.5,,0.5,,,
14810818,NORTHWEST LOUISIANA TECHNICAL COLLEGE NATCH,2-year,,0.75,,0.875,0.111,0.333
14929016,NORTHWEST KANSAS TECHNICAL COLLEGE,2-year,,0.0,,1.0,,
14916423,SOUTH CENTRAL COLLEGE-FARIBAULT,2-year,,0.833,,0.917,0.333,0.5
11801420,UNIVERSITY OF MARYLAND-SCHOOL OF PHARMACY,4-year,1.0,,1.0,,,
11813110,SOUTHERN ILLINOIS UNIVERSITY NAS PENSACOLA,4-year,0.742,1.0,0.774,1.0,,
14909423,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE-WORTHINGTON,2-year,,1.0,,1.0,0.5,0.125
14949417,SOUTHEAST KENTUCKY COMMUNITY AND TECHNICAL COLLEGE,2-year,,0.444,,0.778,0.0,0.667
11103875,MEMORIAL UNIVERSITY OF NEWFOUNDLAND,4-year,,,,,,
11811411,TROY UNIVERSITY-ALBANY,4-year,0.779,0.474,0.842,0.526,,
15532835,BUCKEYE JOINT VOCATIONAL SCHOOL,NCD,,1.0,,1.0,,
15792207,CONNECTICUT POLICE ACADEMY,NCD,,0.571,,0.571,0.0,
15003811,SAVANNAH TECHNICAL COLLEGE-PROFESSIONAL CONTINUING EDUCATION,NCD,,,,,,
15500305,WEST VALLEY OCCUPATIONAL CENTER,NCD,,,,,,
21038443,A+ TEXAS TEACHERS-SAN ANTONIO,4-year,,,,,,
15009942,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-MCMINNVILLE,NCD,,1.0,,1.0,,
15512025,ROLLA TECHNICAL INSTITUTE,NCD,,0.0,,0.0,,
15530235,MID-EAST CTC-ADULT EDUCATION,NCD,,0.667,,0.667,,
21009042,NATIONAL COLLEGE-BRISTOL,4-year,0.0,0.917,0.0,0.917,,
15009442,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-JACKSBORO,NCD,,,,,,
15008842,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-CRUMP,NCD,,1.0,,1.0,,
21001849,GLOBE UNIVERSITY-WAUSAU,4-year,,,,,,
15008542,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ATHENS,NCD,,1.0,,1.0,,
21309347,NORTHWEST COLLEGE OF ART & DESIGN,4-year,,,,,,
21001144,DEVRY UNIVERSITY-UTAH,4-year,1.0,0.0,1.0,0.0,,
15001911,GEORGIA PUBLIC SAFETY TRAINING CENTER REGIONAL POLICE ACADEMY-SAVANNAH,NCD,,0.5,,0.75,,
15141510,ORLANDO TECH,NCD,,,,,,
14997405,FEATHER RIVER COMMUNITY COLLEGE DISTRICT,2-year,,0.5,,1.0,0.0,0.0
15012729,NEW HAMPSHIRE FIRE STANDARDS TRAINING AND EMERGENCY MEDICAL SERVICES,NCD,,0.0,,1.0,,
21853835,BRYANT & STRATTON COLLEGE-AKRON,4-year,,0.5,,0.5,,
18308038,LANCASTER COUNTY CAREER AND TECHNOLOGY CENTER,NCD,,0.667,,0.667,,
15032646,CRATER CRIMINAL JUSTICE ACADEMY,NCD,,0.0,,1.0,,
18082838,GREATER ALTOONA CAREER & TECHNOLOGY CENTER,NCD,,,,,,
25104331,OLYMPIAN UNIVERSITY OF COSMETOLOGY,NCD,,1.0,,1.0,,
25000434,"THE HEADQUARTERS ACADEMY OF HAIR DESIGN, INC.",NCD,,,,,,
24932606,IBMC COLLEGE,2-year,,1.0,,1.0,0.125,0.625
25013733,JUST FOR YOU BARBER STYLING ACADEMY,NCD,,,,,,
25107243,OAK HILL REGIONAL FIRE ACADEMY,NCD,,,,,,
25029063,EMMA'S BEAUTY ACADEMY-JUANA DIAZ,NCD,,1.0,,1.0,,
25011830,SMITH AND SOLOMON DRIVER TRAINING,NCD,,0.25,,0.5,,
25004545,ADVANCED WELDING INSTITUTE,NCD,,1.0,,1.0,,
25008642,AUSTIN'S BEAUTY COLLEGE INC,NCD,,1.0,,1.0,,
25013128,PAUL MITCHELL THE SCHOOL-LAS VEGAS,NCD,,,,,,
25007730,CONNECTICUT SCHOOL OF BROADCASTING,NCD,,,,,,
25104231,OLYMPIAN UNIVERSITY OF COSMETOLOGY,NCD,,1.0,,1.0,,
25075613,160 DRIVING ACADEMY,NCD,,,,,,
25003926,ROYAL TINE GUIDE AND PACKER SCHOOL,NCD,,0.5,,0.5,,
25031311,CSRA TRANSPORTATION LLC,NCD,,0.0,,0.0,,
25001603,ROBERTO-VENN SCHOOL OF LUTHIERY,NCD,,0.0,,0.0,,
24520917,NATIONAL COLLEGE-RICHMOND,2-year,,0.714,,0.857,0.167,0.667
25010519,SEACOAST CAREER SCHOOLS-SANFORD CAMPUS,NCD,,,,,,
24802635,OHIO BUSINESS COLLEGE-SHEFFIELD,2-year,,,,,,
25009628,MILAN INSTITUTE OF COSMETOLOGY-RENO,NCD,,1.0,,1.0,,
