va_facility_code,va_facility_name,school_level_va,retention_rate_veteran_ba,retention_rate_veteran_otb,persistance_rate_veteran_ba,persistance_rate_veteran_otb,graduation_rate_veteran,transfer_out_rate_veteran
14930046,NORTHERN VIRGINIA COMMUNITY COLLEGE,2-year,0.0,0.811,0.0,0.913,0.011,0.774
15010342,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-ONEIDA/HUNTSVILLE,NCD,,1.0,,1.0,,
21521217,NATIONAL COLLEGE-LOUISVILLE,4-year,,0.714,,0.857,,
15002403,SOUTHWEST SKILL CENTER AT EMCC,NCD,,0.737,,0.912,,
15073243,DALLAS POLICE DEPT TRNG ACAD,NCD,,0.474,,0.526,,
21005604,UNIVERSITY OF PHOENIX-LITTLE ROCK CAMPUS,4-year,1.0,,1.0,,,
15000308,POLYTECH ADULT EDUCATION,NCD,,,,,,
21800123,NATIONAL AMERICAN UNIVERSITY-ROSEVILLE,4-year,,,,,,
21807023,NATIONAL AMERICAN UNIV BURNSVILLE,4-year,1.0,,1.0,,,
24007705,CHARTER COLLEGE-CANYON COUNTRY,2-year,,0.556,,0.889,,
21902405,EMPIRE COLLEGE SCHOOL OF BUSINESS,4-year,,1.0,,1.0,,
21954846,AMERICAN NATIONAL UNIVERSITY-HARRISONBURG,4-year,1.0,1.0,1.0,1.0,,
21954946,AMERICAN NATIONAL UNIVERSITY-DANVILLE,4-year,1.0,1.0,1.0,1.0,,
18303838,PHILADELPHIA POLICE ACADEMY,NCD,,0.667,,0.667,0.0,
15531935,SCIOTO COUNTY CAREER TECHNICAL CENTER,NCD,,0.667,,0.667,0.0,
18143010,LORENZO WALKER INSTITUTE OF TECHNOLOGY,NCD,,1.0,,1.0,,
15527435,AUBURN CAREER CENTER,NCD,,,,,,
21985513,RASMUSSEN COLLEGE-ROCKFORD,4-year,,1.0,,1.0,,
18088438,ALLENTOWN POLICE ACADEMY,NCD,,0.0,,0.5,,
18804136,INDIAN CAPITAL TECHNOLOGY CENTER-MUSKOGEE,NCD,,0.5,,0.5,,
15081643,TEXAS DEPARTMENT OF PUBLIC SAFETY TRNG ACAD,NCD,,0.941,,0.941,,
21008242,DAYMAR INSTITUTE-NASHVILLE,4-year,,1.0,,1.0,,
21117805,COGSWELL COLLEGE,4-year,0.5,,1.0,,,
21900149,UNIVERSITY OF PHOENIX-MILWAUKEE,4-year,0.8,,1.0,,,
25058843,SOUTHERN CAREERS INSTITUTE-PHARR,NCD,,1.0,,1.0,,
25012533,T & I BARBER SCHOOL,NCD,,1.0,,1.0,,
25000348,PIA CAREER SERVICES-DUNBAR,NCD,,0.4,,0.4,,
25104943,RIVER CITY SCHOOL OF MASSAGE THERAPY WALZEM,NCD,,0.5,,1.0,,
24959442,NATIONAL COLLEGE-KNOXVILLE,2-year,0.0,0.917,0.0,0.917,0.214,0.357
24908449,ITT TECHNICAL INSTITUTE-GREEN BAY,2-year,,1.0,,1.0,0.0,0.429
24936432,EVEREST INSTITUTE-ROCHESTER,2-year,,0.6,,0.6,,
24965438,CAMBRIA-ROWE BUSINESS COLLEGE-JOHNSTOWN,2-year,,1.0,,1.0,,
249C3435,ANTONELLI COLLEGE-CINCINNATI,2-year,,,,,1.0,0.0
25018303,ARIZONA SCHOOL OF MASSAGE THERAPY-TEMPE,NCD,,,,,,
24820210,FLORIDA CAREER COLLEGE-MARGATE,2-year,,0.571,,0.905,0.333,0.467
25036406,CDL COLLEGE,NCD,,0.25,,0.5,,
25004040,ARCLABS-HANAHAN,NCD,,,,,,
24998435,OHIO VALLEY COLLEGE OF TECHNOLOGY,2-year,,1.0,,1.0,1.0,0.0
25021806,THE SALON PROFESSIONAL ACADEMY-COLORADO SPRINGS,NCD,,,,,,
24113540,PROFESSIONAL GOLFERS CAREER COLLEGE,2-year,1.0,0.917,1.0,0.917,0.583,0.167
25007544,SCUBA UTAH,NCD,,0.714,,0.714,,
25041343,MID CITIES BARBER COLLEGE,NCD,,1.0,,1.0,,
249F1410,VIRGINIA COLLEGE-FORT PIERCE,2-year,,,,,,
24039243,VIRGINIA COLLEGE-LUBBOCK,2-year,,,,,,
25006533,THE MEDICAL ARTS SCHOOL,NCD,,,,,,
25012228,EUPHORIA INSTITUTE OF BEAUTY ARTS & SCIENCES-GREEN VALLEY,NCD,,1.0,,1.0,,
25032211,PAUL MITCHELL THE SCHOOL-ESANI,NCD,,,,,,
25028663,INSTITUTO DE BANCA Y COMERCIO INC,NCD,,1.0,,1.0,,
25034946,INSTITUTE OF HEALTH & HEALING,NCD,,1.0,,1.0,,
25102739,LINCOLN TECHNICAL INSTITUTE-LINCOLN,NCD,,1.0,,1.0,0.0,
24903425,VATTEROTT COLLEGE ST JOSEPH,2-year,,1.0,,1.0,0.5,0.5
25017433,NEW HORIZONS GREENSBORO,NCD,,,,,,
249C9410,AVIATOR COLLEGE OF AERONAUTICAL SCIENCE AND TECHNOLOGY,2-year,,,,,0.0,0.4
25003730,EZ WHEELS DRIVING SCHOOL,NCD,,0.0,,0.0,,
25035406,PEAK TECHNICAL INSTITUTE,NCD,,0.8,,0.8,,
24930438,LANSDALE SCHOOL OF BUSINESS,2-year,,1.0,,1.0,0.0,0.0
25003011,JO-THOR'S DOG TRAINERS ACADEMY,NCD,,1.0,,1.0,,
249B3432,MANDL SCHOOL-THE COLLEGE OF ALLIED HEALTH,2-year,1.0,0.0,1.0,1.0,0.0,0.75
25031511,NATIONAL PERSONAL TRAINING INSTITUTE-JOHNS CREEK,NCD,,0.719,,0.888,,
25105843,PAUL MITCHELL THE SCHOOL DALLAS,NCD,,1.0,,1.0,,
25095243,MILAN INSTITUTE OF COSMETOLOGY-SAN ANTONIO WALZEM,NCD,,0.0,,0.0,,
25055813,PROGRESSIVE TRUCK DRIVING SCHOOL INC,NCD,,0.0,,0.0,,
31000701,JUDSON COLLEGE,4-year,1.0,,1.0,,,
31009049,MILWAUKEE INSTITUTE OF ART & DESIGN,4-year,,,,,,
25161205,GNOMON SCHOOL OF VISUAL EFFECTS,NCD,,,,,,
31000407,TRINITY COLLEGE,4-year,1.0,,1.0,,,
25178705,NEW HORIZONS COMPUTER LEARNING CENTER-SACRAMENTO,NCD,,0.75,,0.75,,
25467110,PC PROFESSOR COMPUTER TRAINING WEST PALM BEACH,NCD,,1.0,,1.0,,
25456247,SKAGIT CITY TRUCKING SCHOOL,NCD,,0.75,,0.875,,
31005338,UNIVERSITY OF THE SCIENCES,4-year,,,,,,
28060530,FORTIS INSTITUTE,NCD,,1.0,,1.0,,
31005303,A T STILL UNIVERSITY OF HEALTH SCIENCES,4-year,,,,,,
28055010,SHEFFIELD SCHOOL OF AERONAUTICS,NCD,,0.0,,0.667,,
28030616,WICHITA TRUCK DRIVING SCHOOL,NCD,,0.0,,0.25,,
31000417,GEORGETOWN COLLEGE,4-year,1.0,,1.0,,,
25563625,CENTRAL COLLEGE OF COSMETOLOGY,NCD,,1.0,,1.0,,
25757207,BRANFORD HALL CAREER INSTITUTE-WINDSOR,NCD,,0.0,,1.0,,
25801409,BENNETT CAREER INSTITUTE,NCD,,1.0,,1.0,,
25310938,LEBANON COUNTY CAREER SCHOOL,NCD,,0.0,,0.2,,
31002321,SMITH COLLEGE,4-year,,,,,,
25602105,PREMIERE CAREER COLLEGE,NCD,,0.5,,0.5,,
25201622,WEST MICHIGAN CDL INC,NCD,,0.0,,0.0,,
25577825,AMERICAN WOODWORKING ACADEMY INC,NCD,,1.0,,1.0,,
31001422,HOPE COLLEGE,4-year,,,,,,
28152610,SUNSTATE ACADEMY OF HAIR DESIGN CLEARWATER,NCD,,1.0,,1.0,,
25203422,DORSEY BUSINESS SCHOOLS-WATERFORD PONTIAC,NCD,,,,,,
31000743,AUSTIN COLLEGE,4-year,1.0,,1.0,,,
25541205,BELLUS ACADEMY-NATIONAL CITY,NCD,,1.0,,1.0,,
28153510,INTERNATIONAL ACADEMY,NCD,,,,,,
25929521,FIRST RESPONSE EMERGENCY MEDICAL EDUCATION,NCD,,1.0,,1.0,,
31000317,CENTRE COLLEGE,4-year,,,,,,
25442947,WESTERN PACIFIC TRUCK SCHOOL OF OREGON LLC-CENTRALIA,NCD,,0.0,,0.0,,
31000289,UNIVERSIDAD CATOLICA SANTAMARIA LA ANTIGUA,4-year,,,,,,
26012718,BATON ROUGE SCHOOL OF COMPUTERS,NCD,,,,,,
25146505,INTERNATIONAL SCHOOL OF BEAUTY INC,NCD,,1.0,,1.0,0.0,
25205722,METRO DETROIT BARBER COLLEGE,NCD,,1.0,,1.0,,
28009836,ITS ACADEMY OF BEAUTY,NCD,,1.0,,1.0,,
25217715,NEW HORIZONS COMPUTER LEARNING CENTER OF CEDAR RAPIDS,NCD,,,,,,
31927447,TRINITY LUTHERAN COLLEGE,4-year,,,,,,
32900233,CABARRUS COLLEGE OF HEALTH SCIENCES,4-year,,,,,,
32802432,NEW YORK METHODIST HOSPITAL CENTER FOR ALLIED HEALTH EDUCATION,4-year,,0.5,,0.5,,
31902121,CLARK UNIVERSITY,4-year,,,,,,
31940344,STEVENS-HENAGER COLLEGE-OGDEN,4-year,0.0,1.0,1.0,1.0,,
31800715,BUENA VISTA UNIVERSITY-OTTUMWA,4-year,0.667,,1.0,,,
31808115,UPPER IOWA UNIVERSITY-QUAD CITIES,4-year,0.735,0.6,0.824,0.8,,
349C7443,DALLAS INSTITUTE OF FUNERAL SERVICE,2-year,,1.0,,1.0,0.2,0.6
31010905,DREXEL UNIVERSITY,4-year,0.853,0.667,0.941,0.667,,
31983105,KING'S UNIVERSITY,4-year,,,,,,
31010040,WEBSTER UNIVERSITY-GREENVILLE CAMPUS,4-year,0.708,0.0,0.792,0.0,,
32907113,ST FRANCIS MEDICAL CENTER COLLEGE OF NURSING,4-year,,,,,,
31923122,THE ROBERT B MILLER COLLEGE,4-year,,,,,,
34800318,REMINGTON COLLEGE-BATON ROUGE,2-year,,1.0,,1.0,0.25,0.5
34900238,HARCUM COLLEGE,2-year,,0.667,,1.0,,
31350005,MILLS COLLEGE,4-year,,,,,,
32014923,MAYO MEDICAL SCHOOL,4-year,,,,,,
31809136,UPPER IOWA UNIVERSITY,4-year,0.735,0.6,0.824,0.8,,
31903942,WATKINS COLLEGE OF ART DESIGN & FILM,4-year,,,,,,
31812205,BRANDMAN UNIVERSITY-COACHELLA VLY,4-year,0.783,0.833,0.908,1.0,,
31023018,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-BELLE CHASE,4-year,0.832,0.683,0.903,0.857,,
31924414,OTTAWA UNIVERSITY-JEFFERSONVILLE,4-year,,,,,,
32000115,DES MOINES UNIVERSITY-OSTEOPATHIC MEDICAL CENTER,4-year,,,,,,
34002145,LANDMARK COLLEGE,2-year,,,,,,
31825105,WHITTIER COLLEGE,4-year,1.0,,1.0,,,
31014305,PARK UNIVERSITY-VICTOR VALLEY COLLEGE,4-year,0.688,0.655,0.81,0.828,,
34000514,HOLY CROSS COLLEGE,2-year,0.5,1.0,1.0,1.0,,
31116925,GRACELAND UNIVERSITY,4-year,1.0,,1.0,,,
34000641,KILIAN COMMUNITY COLLEGE,2-year,,0.0,,1.0,,
31853135,INDIANA WESLEYAN UNIVERSITY-DAYTON EDUCATION CNTR,4-year,,,,,,
14810048,EASTERN WEST VIRGINIA COMMUNITY AND TECHNICAL COLLEGE,2-year,,,,,0.0,0.0
11100670,UNIVERSITY OF QUEENSLAND,4-year,,,,,,
14908522,GRAND RAPIDS COMMUNITY COLLEGE OCCUPATIONAL TRAINING,2-year,,0.727,,0.909,0.0,0.552
11007733,SOUTHERN ILLINOIS UNIVERSITY-MCAS CHERRY POINT,4-year,0.742,1.0,0.774,1.0,,
11030943,EDUCATION SERVICE CENTER REGION 12,4-year,,,,,,
14812018,SOUTH LOUISIANA COMMUNITY COLLEGE TH HARRIS,2-year,,0.5,,0.773,0.03,0.364
14805206,TRINIDAD STATE JUNIOR COLLEGE,2-year,,1.0,,1.0,0.0,0.462
11506848,WEST VIRGINIA SCHOOL OF OSTEOPATHIC MEDICINE,4-year,,,,,,
14957405,PALO VERDE COLLEGE,2-year,,0.0,,0.0,0.0,0.5
14930016,SEWARD COUNTY COMMUNITY COLLEGE AND AREA TECHNICAL SCHOOL,2-year,,1.0,,1.0,0.5,0.0
14923503,NAVAJO TECHNICAL UNIVERSITY,2-year,1.0,0.75,1.0,0.75,0.0,0.0
14959413,FRONTIER COMMUNITY COLLEGE,2-year,,1.0,,1.0,,
14916614,IVY TECH COMMUNITY COLLEGE-LOGANSPORT,2-year,0.0,0.728,1.0,0.879,0.083,0.484
14906426,BLACKFEET COMMUNITY COLLEGE,2-year,,1.0,,1.0,0.0,0.75
11802218,LOUISIANA STATE UNIVERSITY HEALTH SCIENCE CENTER-SHREVEPORT,4-year,0.0,,0.0,,,
14903403,DINE COLLEGE,2-year,,1.0,,1.0,0.0,0.333
15528935,DELAWARE AREA CAREER CENTER,NCD,,0.5,,0.5,,
15529435,GREENE COUNTY VOCATIONAL SCHOOL DISTRICT,NCD,,0.0,,1.0,,
15008642,TENNESSEE COLLEGE OF APPLIED TECHNOLOGY-COVINGTON,NCD,,1.0,,1.0,,
18023836,RED RIVER TECHNOLOGY CENTER,NCD,,0.0,,0.0,,
15602325,PAUL MITCHELL THE SCHOOL ST LOUIS,NCD,,,,,,
15602025,DEPARTMENT OF THE ARMY CIVILIAN POLICE ACADEMY,NCD,,0.571,,0.571,,
21001214,HARRISON COLLEGE-COLUMBUS,4-year,1.0,0.9,1.0,1.0,,
21974435,CHAMBERLAIN COLLEGE OF NURSING-CLEVELAND,4-year,1.0,0.5,1.0,1.0,,
15537235,WASHINGTON COUNTY CAREER CENTER-ADULT TECHNICAL TRAINING,NCD,,1.0,,1.0,,
21005804,UNIVERSITY OF PHOENIX-PINNACLE HILLS LEARNING CENTER,4-year,1.0,,1.0,,,
21046343,CHAMBERLAIN COLLEGE OF NURSING PEARLAND,4-year,1.0,,1.0,,,
15800744,DIXIE APPLIED TECHNOLOGY COLLEGE,NCD,,,,,,
18014936,CENTRAL TECHNOLOGY CENTER,NCD,,0.0,,0.0,,
24008005,CHARTER COLLEGE-CANYON COUNTRY,2-year,,0.556,,0.889,,
21954646,AMERICAN NATIONAL UNIVERSITY-LYNCHBURG,4-year,1.0,1.0,1.0,1.0,,
15486110,MIAMI POLICE TRAINING CENTER,NCD,,0.714,,0.714,,
15000703,PIMA COMMUNITY COLLEGE,NCD,,0.58,,0.773,,
21059210,DIGITAL MEDIA ARTS COLLEGE,4-year,1.0,,1.0,,,
18001230,ESSEX COUNTY COLLEGE POLICE ACADEMY,NCD,,1.0,,1.0,,
15030806,DELTA MONTROSE TECHNICAL COLLEGE,NCD,,0.5,,0.5,,
15021925,FRANKLIN TECHNOLOGY-MSSU,NCD,,0.0,,0.0,,
21001814,HARRISON COLLEGE-LAFAYETTE,4-year,1.0,0.9,1.0,1.0,,
14996443,CLARENDON COLLEGE,2-year,,0.0,,0.5,0.0,0.667
15102105,VENTURA ADULT AND CONTINUING EDUCATION,NCD,,,,,,
24300938,GREAT LAKES INSTITUTE OF TECHNOLOGY,2-year,,1.0,,1.0,,
249G7435,DAYMAR COLLEGE-CHILLICOTHE,2-year,,1.0,,1.0,0.1,0.4
24822010,FLORIDA COLLEGE OF NATURAL HEALTH-POMPANO BEACH,2-year,,1.0,,1.0,,
25030911,HOWARD'S MEDICAL CODING AND CONSULTING LLC,NCD,,1.0,,1.0,,
25015223,THE TRAVEL ACADEMY,NCD,,0.0,,0.0,,
24902138,FORTIS INSTITUTE-SCRANTON,2-year,,,,,0.0,1.0
25032411,ELAINE STERLING INSTITUTE,NCD,,,,,,
249D9438,MCCANN SCHOOL OF BUSINESS & TECHNOLOGY-DICKSON CITY,2-year,,0.895,,0.895,0.524,0.19
25001830,SMITH & SOLOMON DRIVER TRAINING,NCD,,0.0,,0.0,,
25012028,EUPHORIA INSTITUTE OF BEAUTY ARTS & SCIENCES-SUMMERLIN,NCD,,1.0,,1.0,,
25011904,EASTERN COLLEGE OF HEALTH VOCATIONS-LITTLE ROCK,NCD,,,,,,
24956538,CAMBRIA-ROWE BUSINESS COLLEGE-INDIANA,2-year,,1.0,,1.0,0.0,1.0
25073043,AMERICAN BROADCASTING SCHOOL-ARLINGTON,NCD,,1.0,,1.0,,
25027942,PAUL MITCHELL THE SCHOOL-KNOXVILLE,NCD,,,,,,
25069513,JUAREZ DRIVING SCHOOL,NCD,,,,,,
25057418,BLUE CLIFF COLLEGE-SHREVEPORT,NCD,,1.0,,1.0,,
24904763,ICPR JUNIOR COLLEGE-ARECIBO,2-year,,,,,,
24960025,MIDWEST INSTITUTE,2-year,,1.0,,1.0,0.0,1.0
25033311,CDL OF GEORGIA,NCD,,0.0,,0.0,,
25027063,ESCUELA HOTELERA DE SAN JUAN,NCD,,1.0,,1.0,,
25010528,AVEDA INSTITUTE-LAS VEGAS,NCD,,1.0,,1.0,,
24822110,FLORIDA COLLEGE OF NATURAL HEALTH-MIAMI,2-year,,1.0,,1.0,,
25092343,MEDIATECH INSTITUTE-AUSTIN,NCD,,0.0,,0.0,,
25022206,SAGE TECHNICAL SERVICES-GRAND JUNCTION,NCD,,0.75,,1.0,,
25004426,SAGE TECHNICAL SERVICES-MISSOULA,NCD,,0.667,,0.667,,
25000848,PIA CAREER SERVICES-CLARKSBURG,NCD,,1.0,,1.0,,
25004529,THE SALTER SCHOOL OF NURSING AND ALLIED HEALTH,NCD,,,,,,
249K1143,INTERNATIONAL BUSINESS COLLEGE-EL PASO,2-year,,0.5,,0.5,,
24927414,HARRISON COLLEGE-FORT WAYNE,2-year,1.0,0.9,1.0,1.0,0.214,0.464
24946025,ST LOUIS COLLEGE OF HEALTH CAREERS-ST LOUIS,2-year,,1.0,,1.0,0.0,0.5
25022163,INSTITUTO DE BANCA Y COMERCIO-HUMACAO,NCD,,,,,,
25012928,MILAN INSTITUTE-LAS VEGAS,NCD,,,,,,
25006144,CDL TRAINING CENTER-OGDEN,NCD,,0.0,,0.2,,
25026809,NATIONAL HOUSING CORPORATION LEARNING CENTER,NCD,,0.0,,0.0,,
24932506,IBMC COLLEGE,2-year,,1.0,,1.0,0.125,0.625
25026903,AVEDA INSTITUTE-TUCSON,NCD,,,,,,
24039943,FORTIS COLLEGE HOUSTON SOUTH,2-year,,0.667,,1.0,,
25006811,EMPIRE BEAUTY SCHOOL-KENNESAW,NCD,,,,,,
25080801,"ARC PRO,INC-PIPE WELDING SCHOOL",NCD,,0.667,,0.667,,
25073313,PROGRESSIVE TRUCK DRIVING SCHOOL-CICERO,NCD,,0.5,,0.5,,
24201610,DADE MEDICAL COLLEGE-JACKSONVILLE,2-year,,1.0,,1.0,,
25073213,PROGRESSIVE TRUCK DRIVING SCHOOL-LANSING,NCD,,0.0,,0.5,,
25034046,AMERICAN SPIRIT INSTITUTE,NCD,,,,,,
25040940,CENTURA COLLEGE-NORTH CHARLESTON,NCD,,1.0,,1.0,,
25801711,RITZ BEAUTY ACADEMY LLC,NCD,,1.0,,1.0,,
31008005,WEBSTER UNIVERSITY,4-year,0.708,0.0,0.792,0.0,,
25806735,NATIONAL PERSONAL TRAINING INSTITUTE OF COLUMBUS,NCD,,1.0,,1.0,,
25605125,RESPOND RIGHT EMERGENCY MEDICAL SERVICES ACADEMY,NCD,,0.0,,0.0,,
31000706,ILIFF SCHOOL OF THEOLOGY,4-year,,,,,,
25499110,MEDICAL CAREER INSTITUTE,NCD,,,,,,
25757307,BRANFORD HALL CAREER INSTITUTE-SOUTHINGTON,NCD,,0.75,,0.75,,
28033036,OKLAHOMA SCHOOL OF PHOTOGRAPHY,NCD,,1.0,,1.0,,
31001531,PARK UNIVERSITY,4-year,0.688,0.655,0.81,0.828,,
25172905,ANIMAL BEHAVIOR COLLEGE,NCD,,0.714,,0.857,,
25472310,PAUL MITCHELL THE SCHOOL-ORLANDO,NCD,,0.333,,0.333,,
31001441,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-ELLSWORTH AFB,4-year,0.832,0.683,0.903,0.857,,
25523814,NEW HORIZONS COMPUTER LEARNING CENTER-CARMEL,NCD,,0.0,,0.0,,
31001413,ILLINOIS WESLEYAN UNIVERSITY,4-year,1.0,,1.0,,,
28022019,JACK MOUNTAIN BUSHCRAFT,NCD,,0.333,,0.333,,
31005943,JARVIS CHRISTIAN COLLEGE,4-year,,,,,,
31000519,HUSSON UNIVERSITY-SOUTH PORTLAND,4-year,0.6,,0.8,,,
25539005,ROSSTON SCHOOL OF HAIR DESIGN,NCD,,1.0,,1.0,,
31002831,EMBRY-RIDDLE AERONAUTICAL UNIVERSITY-WORLDWIDE,4-year,0.832,0.683,0.903,0.857,,
25807318,UNITECH TRAINING ACADEMY-LAKE CHARLES,NCD,,1.0,,1.0,,
25155005,TGA TRUCK DRIVING SCHOOL,NCD,,0.0,,0.0,,
25386432,AL SORANO'S PROFESSIONAL DRIVING SCHOOL,NCD,,0.5,,0.5,,
28067730,STAR CAREER ACADEMY-BRICK TOWNSHIP,NCD,,,,,,
28475547,CORTIVA INSTITUTE-SEATTLE,NCD,,1.0,,1.0,,
31000349,LAWRENCE UNIVERSITY,4-year,,,,,,
25379132,RIDLEY-LOWELL BUSINESS & TECHNICAL INSTITUTE-POUGHKEEPSIE,NCD,,1.0,,1.0,,
28077940,KENNETH SHULER SCHOOL OF COSMETOLOGY-NORTH AUGUSTA,NCD,,1.0,,1.0,,
31000333,DAVIDSON COLLEGE,4-year,,,,,,
25153822,TRI AREA TRUCKING SCHOOL,NCD,,0.0,,0.0,,
25391932,MAKE-UP DESIGNORY,NCD,,0.5,,0.75,,
31917121,MONTSERRAT COLLEGE OF ART,4-year,,,,,,
31150076,UNIVERSIDAD AMERICANA-NICARAGU,4-year,1.0,,1.0,,,
35308038,PRECISION MANUFACTURING INSTITUTE,NCD,,1.0,,1.0,,
31010149,BELLIN COLLEGE,4-year,,,,,,
31964113,NATIONAL UNIVERSITY OF HEALTH  SCIENCES,4-year,,,,,,
31928614,INDIANA WESLEYAN UNIVERSITY EDUCATION CENTER-COLUMBUS,4-year,,,,,,
34806106,EVEREST COLLEGE-THORNTON,2-year,,0.667,,0.833,0.0,0.333
31926346,VIRGINIA BAPTIST COLLEGE,4-year,,,,,,
31927914,OAKLAND CITY UNIVERSITY - EVANSVILLE,4-year,0.667,,0.667,,,
31011833,WARREN WILSON COLLEGE,4-year,,,,,,
32809207,ST VINCENT'S COLLEGE,4-year,,,,,,
31014523,BETHANY LUTHERAN COLLEGE,4-year,,,,,,
31381732,THE KING'S COLLEGE,4-year,,,,,,
34904414,ANCILLA COLLEGE,2-year,,0.0,,0.0,0.0,0.5
31908123,CARDINAL STRITCH UNIVERSITY,4-year,1.0,,1.0,,,
31906105,THE MASTER'S COLLEGE AND SEMINARY,4-year,0.778,,1.0,,,
35800705,NTMA TRAINING CENTERS OF SOUTHERN CALIFORNIA-ONTARIO,NCD,,0.833,,1.0,,
31014123,UNIVERSITY OF ST THOMAS SCHOOL OF LAW,4-year,0.714,,0.857,,,
31823206,COLLEGE AMERICA-FORT COLLINS,4-year,,,,,,
32969235,AULTMAN COLLEGE OF NURSING AND HEALTH SCIENCES,4-year,,,,,,
32930146,BON SECOURS MEMORIAL COLLEGE OF NURSING,4-year,1.0,,1.0,,,
31943105,LAGUNA COLLEGE OF ART AND DESIGN,4-year,0.0,,0.0,,,
31800042,TENNESSEE TEMPLE UNIVERSITY,4-year,0.5,,1.0,,,
14814042,SOUTHWEST TENNESSEE COMMUNITY COLLEGE-MACON COVE-WITHDRAWN,2-year,,0.643,,0.786,0.0,0.737
11003436,OKLAHOMA STATE UNIVERSITY CENTER FOR HEALTH SCIENCES,4-year,,,,,,
11104905,CALIFORNIA STATE UNIVERSITY-FULLERTON,4-year,0.909,,0.909,,,
11919114,PURDUE UNIVERSITY COLLEGE OF TECHNOLOGY-SOUTH BEND,4-year,0.944,,0.944,,,
11108274,UNIVERSITY OF CAMBRIDGE,4-year,,,,,,
11007246,SOUTHERN ILLINOIS UNIVERSITY-NAS OCEANA,4-year,0.742,1.0,0.774,1.0,,
11901217,UNIVERSITY OF LOUISVILLE-SCHOOL OF MEDICINE AND DENTISTRY,4-year,0.744,,0.795,,,
11002274,LONDON SCHOOL OF ECONOMICS,4-year,,,,,,
14935149,MID-STATE TECHNICAL COLLEGE-MARSHFIELD,2-year,,0.875,,0.875,0.125,0.375
11919214,PURDUE UNIVERSITY COLLEGE OF TECHNOLOGY-NEW ALBANY,4-year,0.944,,0.944,,,
11048510,NEW COLLEGE OF FLORIDA,4-year,,,,,,
11031043,EDUCATION SERVICE CENTER REGION 04,4-year,,,,,,
14000422,BAY MILLS COMMUNITY COLLEGE,2-year,,1.0,,1.0,,
14958433,MAYLAND COMMUNITY COLLEGE,2-year,,1.0,,1.0,0.0,0.0
11821613,SOUTHERN ILLINOIS UNIVERSITY CARBONDALE SCOTT AFB,4-year,0.742,1.0,0.774,1.0,,
14825302,CENTRAL TEXAS COLLEGE,2-year,,0.622,,0.824,0.0,0.613
11107574,UNIVERSITY OF GLASGOW,4-year,,,,,,
18027736,MID-AMERICA TECHNOLOGY CENTER,NCD,,,,,,
21001518,STRAYER UNIVERSITY-LOUISIANA,4-year,,,,,,
21811106,NATIONAL AMERICAN UNIVERSITY-CENTENNIAL,4-year,,,,,,
14962423,MINNESOTA WEST COMMUNITY AND TECHNICAL COLLEGE-JACKSON,2-year,,1.0,,1.0,0.5,0.125
21900542,HUNTINGTON COLLEGE OF HEALTH SCIENCES,4-year,0.5,,0.5,,,
24036043,KAPLAN COLLEGE-BEAUMONT,2-year,,1.0,,1.0,0.2,0.4
21900123,SANFORD BROWN COLLEGE-MENDOTA HEIGHTS,4-year,,1.0,,1.0,,
15003003,EAST VALLEY INSTITUTE OF TECHNOLOGY,NCD,,,,,,
21913448,AMERICAN NATIONAL UNIVERSITY,4-year,1.0,1.0,1.0,1.0,,
21036132,ST PAUL'S SCHOOL OF NURSING-STATEN ISLAND,4-year,,1.0,,1.0,,
21454847,CHARTER COLLEGE-ANCHORAGE,4-year,0.4,0.719,0.8,0.842,,
18555432,NYC DEPARTMENT OF CORRECTION TRAINING ACADEMY,NCD,,0.25,,0.25,,
18575048,CABELL COUNTY CAREER TECHNOLOGY CENTER,NCD,,,,,,
15460647,WASHINGTON STATE CRIMINAL JUSTICE TRAINING COMMISSION,NCD,,1.0,,1.0,,
21000315,ASHFORD UNIVERSITY,4-year,0.855,0.667,0.871,1.0,,
15147210,CAPE CORAL INSTITUTE OF TECHNOLOGY,NCD,,1.0,,1.0,,
18020048,JAMES RUMSEY TECHNICAL INSTITUTE,NCD,,1.0,,1.0,,
15450110,FLORIDA DEPARTMENT OF CORRECTIONS REGION I-TRAINING CENTER,NCD,,0.5,,0.5,,
15532935,WAYNE COUNTY SCHOOLS CAREER CENTER,NCD,,0.5,,0.5,,
15015705,CALIFORNIA REGIONAL FIRE ACAD,NCD,,0.667,,0.667,,
15016205,BASSETT ADULT SCHOOL,NCD,,0.2,,0.8,,
15530035,CAREER AND TECHNOLOGY EDUCATIONAL CENTERS,NCD,,1.0,,1.0,,
25017911,AUGUSTA SCHOOL OF MASSAGE INC,NCD,,0.333,,0.333,,
24918414,KAPLAN COLLEGE-HAMMOND,2-year,,1.0,,1.0,0.0,1.0
25106731,KAPLAN PROFESSIONAL SCHOOLS-ALBUQUERQUE,NCD,,1.0,,1.0,,
25040813,ILLINOIS CENTER FOR BROADCASTING,NCD,,1.0,,1.0,,
25006344,THE BARBER SCHOOL,NCD,,1.0,,1.0,,
25063518,AVEDA INSTITUTE-NEW ORLEANS,NCD,,,,,,
25000238,SMITH & SOLOMON DRIVER TRAINING-PHILA,NCD,,0.0,,0.0,,
