Facility Code,Name of Institution,State,Country,Number of Trainees,Profit Status,Type of Payment,Total Cost,Number of payments
24941442,Concorde Career College - Memphis,Tennessee,,6,Private profit,Yellow Ribbon,"$14,801.68",15
24941440,Ecpi University - Greenville,South Carolina,,1,Private profit,Yellow Ribbon,$508.97,2
24940405,Carrington College California (Sacramento),California,,10,Private profit,Yellow Ribbon,"$22,480.65",17
24939438,Kaplan Career Institute - Broomall,Pennsylvania,,1,Private profit,Yellow Ribbon,$427.75,1
24937406,Everest College - Colorado Springs,Colorado,,2,Private profit,Yellow Ribbon,"$1,826.05",2
24935432,The College Of Westchester,New York,,11,Private profit,Yellow Ribbon,"$39,343.39",19
24934406,Everest College - Aurora,Colorado,,2,Private profit,Yellow Ribbon,$898.10,2
24932506,Ibmc College - Longmont,Colorado,,1,Private profit,Yellow Ribbon,$726.25,1
24932421,Sanford Brown College,Massachusetts,,1,Private profit,Yellow Ribbon,"$2,990.47",2
24932406,Ibmc College - Ft Collins,Colorado,,1,Private profit,Yellow Ribbon,$13.75,1
24932025,Bryan University,Missouri,,4,Private profit,Yellow Ribbon,"$5,043.78",4
24931411,Bauder College,Georgia,,1,Private profit,Yellow Ribbon,"$5,035.91",3
24931314,The Chefs Academy (Of Harrison College),Indiana,,9,Private profit,Yellow Ribbon,"$26,870.22",14
24931214,Harrison College Online,Indiana,,5,Private profit,Yellow Ribbon,"$4,229.45",5
24930814,Itt Technical Institute - Indianapolis,Indiana,,35,Private profit,Yellow Ribbon,"$101,398.82",69
24930728,Carrington College - Reno,Nevada,,3,Private profit,Yellow Ribbon,"$4,816.19",4
24929447,"The Art Institute Of Seattle, Inc.",Washington,,130,Private profit,Yellow Ribbon,"$412,620.23",345
24929414,National College - Indianapolis,Indiana,,1,Private profit,Yellow Ribbon,$8.35,1
24929403,Golf Academy Of America,Arizona,,18,Private profit,Yellow Ribbon,"$58,740.30",18
24928436,Spartan College Of Aeronautics And Technology,Oklahoma,,40,Private profit,Yellow Ribbon,"$52,750.93",63
24928417,Brown Mackie College - Hopkinsville,Kentucky,,2,Private profit,Yellow Ribbon,"$1,067.19",4
24927414,Harrison College - Fort Wayne,Indiana,,1,Private profit,Yellow Ribbon,$725.85,1
24926948,American National College - Parkersburg,West Virginia,,1,Private profit,Yellow Ribbon,$45.85,1
24926648,Itt Technical Institute Of Huntington,West Virginia,,9,Private profit,Yellow Ribbon,"$22,334.74",14
24926432,American Academy Of Dramatic Arts,New York,,1,Private profit,Yellow Ribbon,"$5,727.67",2
24926414,Harrison College - East,Indiana,,1,Private profit,Yellow Ribbon,"$2,230.85",1
24926405,Le Cordon Bleu College Of Culinary Arts (San Francisco),California,,1,Private profit,Yellow Ribbon,"$1,643.03",2
24924406,Redstone College,Colorado,,137,Private profit,Yellow Ribbon,"$292,929.28",288
24923414,Kaplan College - Indianapolis,Indiana,,1,Private profit,Yellow Ribbon,$293.46,1
24922438,Pennco Technical Institute,Pennsylvania,,14,Private profit,Yellow Ribbon,"$46,114.78",24
24922417,Spencerian College - Lexington,Kentucky,,2,Private profit,Yellow Ribbon,"$1,283.82",2
24921438,The Art Institute Of Philadelphia,Pennsylvania,,40,Private profit,Yellow Ribbon,"$113,218.70",62
24921417,Spencerian College,Kentucky,,5,Private profit,Yellow Ribbon,"$6,601.92",7
24920444,Eagle Gate College - Murray,Utah,,4,Private profit,Yellow Ribbon,"$5,383.00",6
24920406,Intellitec College - Colorado Springs,Colorado,,37,Private profit,Yellow Ribbon,"$25,466.85",45
24918442,Lincoln College Of Technology - Nashville,Tennessee,,49,Private profit,Yellow Ribbon,"$73,788.73",100
24918432,The Art Institute Of New York City,New York,,39,Private profit,Yellow Ribbon,"$116,838.02",65
24916414,Lincoln College Of Technology,Indiana,,23,Private profit,Yellow Ribbon,"$46,401.52",51
24915432,Berkeley College Of White Plains,New York,,3,Private profit,Yellow Ribbon,"$15,361.69",6
24915414,International Business College - Ft. Wayne,Indiana,,2,Private profit,Yellow Ribbon,"$1,917.85",2
24915025,Vatterott College-Joplin Branch,Missouri,,6,Private profit,Yellow Ribbon,"$5,047.68",6
24914164,Heald College-Honolulu,Hawaii,,11,Private profit,Yellow Ribbon,"$7,020.99",12
24912414,Itt Technical Institute - Online,Indiana,,70,Private profit,Yellow Ribbon,"$92,638.78",123
24912033,The Chefs Academy,North Carolina,,9,Private profit,Yellow Ribbon,"$28,484.27",14
24911733,The Art Institute Of Raleigh Durham,North Carolina,,38,Private profit,Yellow Ribbon,"$135,624.12",79
24911633,Miller Motte Fayetteville,North Carolina,,3,Private profit,Yellow Ribbon,"$5,058.35",3
24911431,Southwest University Of Visual Arts,New Mexico,,1,Private profit,Yellow Ribbon,"$2,700.00",2
24911425,Vatterott College-Sunset Hills Branch,Missouri,,11,Private profit,Yellow Ribbon,"$13,562.40",11
24911415,Vatterott College Des Moines,Iowa,,4,Private profit,Yellow Ribbon,"$5,904.57",7
24911414,Itt Technical Institute - Newburgh,Indiana,,5,Private profit,Yellow Ribbon,"$14,050.96",8
24910447,Itt Technical Institute - Spokane,Washington,,50,Private profit,Yellow Ribbon,"$122,049.72",79
24910438,Triangle Tech Inc (Erie),Pennsylvania,,2,Private profit,Yellow Ribbon,"$5,136.96",5
24910433,Ecpi University/Greensboro,North Carolina,,33,Private profit,Yellow Ribbon,"$63,046.68",70
24910414,Itt Technical Institute - Ft. Wayne,Indiana,,10,Private profit,Yellow Ribbon,"$23,768.37",18
24910406,Lincoln College Of Technology,Colorado,,49,Private profit,Yellow Ribbon,"$100,230.65",118
24909433,The Art Institute Of Charlotte,North Carolina,,50,Private profit,Yellow Ribbon,"$123,817.94",66
24909403,Universal Technical Institute - Avondale,Arizona,,242,Private profit,Yellow Ribbon,"$408,517.31",705
24909105,Golf Academy Of America,California,,45,Private profit,Yellow Ribbon,"$146,620.84",62
24908628,Carrington College - Las Vegas,Nevada,,2,Private profit,Yellow Ribbon,"$1,347.00",3
24908449,Itt Technical Institute Green Bay,Wisconsin,,5,Private profit,Yellow Ribbon,"$8,975.36",7
24908433,Ecpi University/Raleigh,North Carolina,,30,Private profit,Yellow Ribbon,"$50,777.54",49
24908428,Everest College,Nevada,,10,Private profit,Yellow Ribbon,"$9,008.09",12
24907442,Lecole Culinaire,Tennessee,,10,Private profit,Yellow Ribbon,"$10,927.12",13
24907433,Living Arts College @ School Of Communication (Former Sch Of Communication Arts),North Carolina,,9,Private profit,Yellow Ribbon,"$28,284.93",14
24906433,Ecpi University/Charlotte,North Carolina,,26,Private profit,Yellow Ribbon,"$36,267.87",45
24906149,Itt Technical Institute Greenfield,Wisconsin,,26,Private profit,Yellow Ribbon,"$66,565.48",46
24905537,Itt Technical Institute - Salem,Oregon,,17,Private profit,Yellow Ribbon,"$36,542.05",30
24905438,Art Institute Of Pittsburgh,Pennsylvania,,40,Private profit,Yellow Ribbon,"$144,900.38",120
24905433,South College,North Carolina,,9,Private profit,Yellow Ribbon,"$28,040.66",12
24905230,Berkeley College - Dover Campus,New Jersey,,2,Private profit,Yellow Ribbon,"$10,551.70",3
24905130,Berkeley College - Newark,New Jersey,,12,Private profit,Yellow Ribbon,"$40,843.41",17
24904437,Le Cordon Bleu College Of Culinary Arts-Portland,Oregon,,5,Private profit,Yellow Ribbon,"$5,457.37",7
24904425,Missouri College,Missouri,,1,Private profit,Yellow Ribbon,"$2,296.44",1
24904230,Itt-Technical Institute,New Jersey,,8,Private profit,Yellow Ribbon,"$15,834.50",10
24903442,National College - Memphis,Tennessee,,2,Private profit,Yellow Ribbon,"$2,775.91",4
24903428,Itt Technical Institute - Henderson,Nevada,,36,Private profit,Yellow Ribbon,"$100,278.16",58
24902428,Art Institute Of Las Vegas,Nevada,,56,Private profit,Yellow Ribbon,"$182,114.64",94
24902425,Vatterott College-Springfield,Missouri,,12,Private profit,Yellow Ribbon,"$21,664.92",14
24902130,Berkeley College - Woodbridge,New Jersey,,7,Private profit,Yellow Ribbon,"$25,904.22",10
24902127,Vatterott College - Spring Valley Campus,Nebraska,,4,Private profit,Yellow Ribbon,"$4,228.69",5
24901428,Kaplan College - Las Vegas,Nevada,,5,Private profit,Yellow Ribbon,"$4,270.90",5
24901412,Carrington College-Boise,Idaho,,8,Private profit,Yellow Ribbon,"$13,258.11",10
24901150,Ibmc College,Wyoming,,2,Private profit,Yellow Ribbon,$888.34,2
24901130,Berkeley College - Paramus,New Jersey,,6,Private profit,Yellow Ribbon,"$13,577.52",6
24900716,Vatterott College-Wichita,Kansas,,3,Private profit,Yellow Ribbon,"$4,067.81",4
24900713,Itt Technical Institute-Springfield,Illinois,,13,Private profit,Yellow Ribbon,"$30,282.80",16
24900449,Bryant And Stratton College-Milwaukee,Wisconsin,,2,Private profit,Yellow Ribbon,"$1,138.87",2
24900423,The Institute Of Production & Recording,Minnesota,,3,Private profit,Yellow Ribbon,"$11,898.45",6
24900416,The Brown Mackie College-Lenexa Campus,Kansas,,1,Private profit,Yellow Ribbon,"$1,908.84",3
24900150,Wyotech,Wyoming,,120,Private profit,Yellow Ribbon,"$553,449.07",331
24900130,Berkeley College - Woodland Park,New Jersey,,9,Private profit,Yellow Ribbon,"$33,693.42",12
24851846,Fortis College,Virginia,,1,Private profit,Yellow Ribbon,"$1,170.84",1
24838005,Everest College City Of Industry (Withdrawn),California,,3,Private profit,Yellow Ribbon,"$1,088.25",3
24836805,Fashion Institute Of Design & Merchandising (San Francisco),California,,6,Private profit,Yellow Ribbon,"$5,028.99",6
24836605,Fashion Institute Of Design & Merchandising (San Diego),California,,8,Private profit,Yellow Ribbon,"$7,270.18",8
24836205,Fashion Institute Of Design & Merchandising (Irvine),California,,1,Private profit,Yellow Ribbon,"$1,000.00",1
24833610,Florida Career College - Jacksonville,Florida,,2,Private profit,Yellow Ribbon,"$2,608.20",5
24832005,Kaplan College San Diego,California,,22,Private profit,Yellow Ribbon,"$14,094.31",28
24831905,Kaplan College (Vista),California,,5,Private profit,Yellow Ribbon,"$4,034.22",11
24825210,Le Cordon Bleu College Of Culinary Arts-Orlando,Florida,,22,Private profit,Yellow Ribbon,"$18,917.71",23
24822710,Southeastern College - St Petersburg,Florida,,1,Private profit,Yellow Ribbon,$380.50,1
24821410,Southeastern College - New Port Richey,Florida,,3,Private profit,Yellow Ribbon,"$2,277.66",6
24821110,Everest Institute-Kendall,Florida,,5,Private profit,Yellow Ribbon,"$5,329.26",7
24820046,Medical Careers Institute-School Of Health Science Ecpi University,Virginia,,124,Private profit,Yellow Ribbon,"$353,023.87",324
24811410,Florida Technical College - Pembroke Pines,Florida,,1,Private profit,Yellow Ribbon,$857.00,1
24811136,Platt College Tulsa,Oklahoma,,2,Private profit,Yellow Ribbon,"$4,311.49",5
24810046,Medical Careers Institute-School Of Health Science Of Ecpi University,Virginia,,124,Private profit,Yellow Ribbon,"$345,503.21",324
24806935,National College-Columbus,Ohio,,1,Private profit,Yellow Ribbon,$811.18,1
24806106,Everest College - Thornton,Colorado,,4,Private profit,Yellow Ribbon,"$4,996.59",4
24805805,San Joaquin Valley College-Temecula,California,,16,Private profit,Yellow Ribbon,"$26,477.69",32
24805605,Heald College-Concord (Withdrawn),California,,3,Private profit,Yellow Ribbon,"$1,345.67",3
24805538,Art Institute Of Pittsburgh - On Line,Pennsylvania,,137,Private profit,Yellow Ribbon,"$354,446.76",319
24805505,Heald College-Fresno (Withdrawn),California,,1,Private profit,Yellow Ribbon,$836.25,1
24805435,Bryant & Stratton College - Eastlake,Ohio,,3,Private profit,Yellow Ribbon,"$2,048.18",3
24805405,Heald College-Salinas (Withdrawn),California,,2,Private profit,Yellow Ribbon,$495.00,2
24805135,Brown Mackie College-Findlay,Ohio,,1,Private profit,Yellow Ribbon,"$2,668.84",4
24805105,Heald College  Hayward (Withdrawn),California,,3,Private profit,Yellow Ribbon,"$2,852.50",3
24805005,Heald College-Rancho Cordova (Withdrawn),California,,1,Private profit,Yellow Ribbon,$724.75,1
24804805,Heald College-Milpitas (Withdrawn),California,,1,Private profit,Yellow Ribbon,$241.25,1
24804635,Miami-Jacobs Career College-Columbus,Ohio,,1,Private profit,Yellow Ribbon,"$1,654.85",1
24804303,Carrington College-Westside,Arizona,,13,Private profit,Yellow Ribbon,"$17,272.81",22
24804205,Wyotech (Fremont) (Withdrawn),California,,62,Private profit,Yellow Ribbon,"$56,441.37",93
24804105,Concorde Career College San Diego,California,,44,Private profit,Yellow Ribbon,"$117,741.03",71
24804103,Carrington College-Mesa,Arizona,,3,Private profit,Yellow Ribbon,$640.03,3
24803905,San Joaquin Valley College-Rancho Cordova,California,,2,Private profit,Yellow Ribbon,"$2,948.24",2
24803805,Carrington College California-Citrus Heights,California,,3,Private profit,Yellow Ribbon,"$3,862.50",3
24803505,Argosy University (Los Angeles),California,,8,Private profit,Yellow Ribbon,"$15,234.85",17
24803405,Concorde Career College (San Bernardino),California,,11,Private profit,Yellow Ribbon,"$34,183.38",18
24803305,Concorde Career College  (Garden Grove),California,,23,Private profit,Yellow Ribbon,"$82,631.76",59
24802305,Santa Barbara Business College (Bakersfield),California,,3,Private profit,Yellow Ribbon,"$3,039.26",3
24802205,Carrington College California (San Leandro),California,,1,Private profit,Yellow Ribbon,$92.57,1
24802105,Carrington College California-Pleasant Hill,California,,5,Private profit,Yellow Ribbon,"$10,246.95",5
24801505,Concorde Career College (North Hollywood),California,,14,Private profit,Yellow Ribbon,"$60,546.19",38
24801424,Virginia College Biloxi,Mississippi,,1,Private profit,Yellow Ribbon,$900.85,1
24801344,Eagle Gate College - Layton,Utah,,2,Private profit,Yellow Ribbon,"$2,320.00",3
24801332,Bryant And Stratton College - Syracuse,New York,,4,Private profit,Yellow Ribbon,"$7,036.47",4
24801132,Bryant And Stratton College - Henrietta,New York,,4,Private profit,Yellow Ribbon,"$9,349.18",8
24801032,Bryant And Stratton College - Greece,New York,,4,Private profit,Yellow Ribbon,"$8,049.86",6
24800905,Platt College-San Diego,California,,68,Private profit,Yellow Ribbon,"$144,534.67",152
24800805,Platt College (Alhambra),California,,9,Private profit,Yellow Ribbon,"$35,216.02",18
24800732,Bryant And Stratton College - Online,New York,,14,Private profit,Yellow Ribbon,"$8,572.90",15
24800605,San Joaquin Valley College-Bakersfield,California,,8,Private profit,Yellow Ribbon,"$14,746.75",21
24800505,San Joaquin Valley College-Aviation Campus,California,,3,Private profit,Yellow Ribbon,"$3,152.55",3
24800446,Centura College,Virginia,,38,Private profit,Yellow Ribbon,"$72,989.26",81
24800205,San Joaquin Valley College Visalia,California,,6,Private profit,Yellow Ribbon,"$11,025.26",8
24800012,Stevens-Henager College Boise,Idaho,,11,Private profit,Yellow Ribbon,"$49,082.62",50
24800005,Platt College (Ontario),California,,14,Private profit,Yellow Ribbon,"$58,840.06",27
24606725,L'Ecole Culinaire,Missouri,,7,Private profit,Yellow Ribbon,"$10,336.75",11
24600005,Professional Golfers Career College,California,,5,Private profit,Yellow Ribbon,"$6,003.36",5
24520917,National College - Richmond,Kentucky,,1,Private profit,Yellow Ribbon,$632.35,1
24520017,Daymar College - Russellville,Kentucky,,1,Private profit,Yellow Ribbon,$400.85,1
24511117,Daymar College - Scottsville,Kentucky,,2,Private profit,Yellow Ribbon,"$4,801.70",2
24339132,Itt Technical Institute Liverpool,New York,,31,Private profit,Yellow Ribbon,"$72,581.80",49
24338932,Itt Technical Institute - Albany,New York,,11,Private profit,Yellow Ribbon,"$20,309.05",15
24335732,Itt Technical Institute Getzville,New York,,15,Private profit,Yellow Ribbon,"$41,673.59",17
24333732,Laboratory Institute Of Merchandising,New York,,7,Private profit,Yellow Ribbon,"$14,699.90",7
24201110,Southern Technical College - Port Charlotte,Florida,,3,Private profit,Yellow Ribbon,"$2,255.00",5
24201010,Golf Academy Of America,Florida,,27,Private profit,Yellow Ribbon,"$80,594.60",30
24200710,Brown Mackie College,Florida,,23,Private profit,Yellow Ribbon,"$20,428.70",37
24200510,Professional Golfers Career College,Florida,,1,Private profit,Yellow Ribbon,"$1,200.84",1
24126525,Devry University - Kansas City,Missouri,,4,Private profit,Yellow Ribbon,"$3,624.75",4
24123225,Itt Technical Institute Arnold,Missouri,,28,Private profit,Yellow Ribbon,"$72,458.30",51
24113540,Professional Golfers Career College,South Carolina,,2,Private profit,Yellow Ribbon,"$2,401.70",2
24113440,Golf Academy Of America  - Myrtle Beach,South Carolina,,23,Private profit,Yellow Ribbon,"$69,807.03",24
24105531,Computer Career Center,New Mexico,,2,Private profit,Yellow Ribbon,"$1,887.98",2
24100220,"Itt Technical Institute, Hanover",Maryland,,37,Private profit,Yellow Ribbon,"$106,583.68",62
24082440,Itt Technical Institute -Columbia,South Carolina,,37,Private profit,Yellow Ribbon,"$95,306.36",58
24038743,Concorde Career College,Texas,,9,Private profit,Yellow Ribbon,"$10,037.41",21
24038643,Golf Academy Of America,Texas,,18,Private profit,Yellow Ribbon,"$47,759.90",18
24038543,Vista College-Longview,Texas,,1,Private profit,Yellow Ribbon,"$1,000.00",1
24038443,Concorde Career College Dallas,Texas,,7,Private profit,Yellow Ribbon,"$17,309.90",10
24038343,Concorde Career College San Antonio,Texas,,11,Private profit,Yellow Ribbon,"$49,609.71",24
24037143,Vista College-Amarillo,Texas,,3,Private profit,Yellow Ribbon,"$1,258.04",3
24036843,International Acad Of Design And Technology,Texas,,13,Private profit,Yellow Ribbon,"$22,410.10",26
24036543,Lincoln College Of Technology,Texas,,4,Private profit,Yellow Ribbon,"$4,430.57",8
24035843,Sanford Brown College San Antonio,Texas,,6,Private profit,Yellow Ribbon,"$14,162.16",13
24035343,Le Cordon Bleu College Of Culinary Arts-Dallas,Texas,,12,Private profit,Yellow Ribbon,"$13,399.86",15
24035243,Sanford Brown College Houston,Texas,,5,Private profit,Yellow Ribbon,"$8,722.70",10
24034343,Everest College Dallas,Texas,,1,Private profit,Yellow Ribbon,"$1,330.10",2
24033943,Virginia College At Austin,Texas,,4,Private profit,Yellow Ribbon,"$3,567.87",4
24010411,Sanford-Brown College,Georgia,,1,Private profit,Yellow Ribbon,"$3,697.25",3
24010135,Beckfield College,Ohio,,1,Private profit,Yellow Ribbon,"$1,000.00",1
24010031,Itt Technical Institute,New Mexico,,38,Private profit,Yellow Ribbon,"$111,224.64",68
24009435,Virginia Marti College Of Fashion And Art,Ohio,,1,Private profit,Yellow Ribbon,$570.84,1
24008440,Itt Technical Institute - Charleston,South Carolina,,25,Private profit,Yellow Ribbon,"$54,561.58",40
24008435,Bryant & Stratton College - Cleveland,Ohio,,1,Private profit,Yellow Ribbon,"$2,798.35",2
24008340,Itt Technical Institute - Myrtle Beach,South Carolina,,16,Private profit,Yellow Ribbon,"$50,713.84",30
24008140,Itt Technical Institute Greenville,South Carolina,,29,Private profit,Yellow Ribbon,"$72,462.15",52
24008105,Valley College Of Medical Careers,California,,1,Private profit,Yellow Ribbon,"$6,436.25",1
24007705,Charter College (Canyon Country),California,,3,Private profit,Yellow Ribbon,"$7,811.85",5
24007405,Charter College-Long Beach,California,,1,Private profit,Yellow Ribbon,$385.25,1
24005705,Kaplan College (Chula Vista),California,,1,Private profit,Yellow Ribbon,"$1,102.98",2
24005521,Itt Technical Institute-Wilmington,Massachusetts,,25,Private profit,Yellow Ribbon,"$66,683.18",40
24005121,Itt Technical Institute Norwood,Massachusetts,,30,Private profit,Yellow Ribbon,"$60,280.24",56
24004805,Heald College- Salida (Withdrawn),California,,2,Private profit,Yellow Ribbon,"$2,048.75",2
24004405,Everest College (Los Angeles) (Withdrawn),California,,1,Private profit,Yellow Ribbon,$94.11,1
24004301,South University,Alabama,,24,Private profit,Yellow Ribbon,"$31,778.36",29
24003905,Icdc College,California,,21,Private profit,Yellow Ribbon,"$32,957.63",22
24003505,Institute Of Technology Redding,California,,5,Private profit,Yellow Ribbon,"$1,116.36",5
24003305,Kaplan College   Riverside,California,,1,Private profit,Yellow Ribbon,$992.40,1
24003005,Institute Of Technology (Clovis),California,,4,Private profit,Yellow Ribbon,"$3,418.18",7
24002905,Institute Of Technology-Modesto,California,,5,Private profit,Yellow Ribbon,"$5,135.68",8
24002805,Institute Of Technology Citrus Heights,California,,6,Private profit,Yellow Ribbon,"$4,367.01",9
24001705,Fremont College,California,,2,Private profit,Yellow Ribbon,"$2,079.33",2
24001305,Argosy University San Diego,California,,35,Private profit,Yellow Ribbon,"$46,359.46",55
24000337,Concorde Career College,Oregon,,2,Private profit,Yellow Ribbon,"$3,276.70",2
24000137,The Art Institute Of Portland,Oregon,,43,Private profit,Yellow Ribbon,"$119,202.55",83
22988525,Chamberlain College Of Nursing,Missouri,,29,Private profit,Yellow Ribbon,"$53,585.42",46
22823113,Chamberlain College Of Nursing-Addison,Illinois,,9,Private profit,Yellow Ribbon,"$24,958.35",16
21986913,Harrington College Of Design,Illinois,,3,Private profit,Yellow Ribbon,"$5,200.84",3
21986413,The Illinois Institute Of Art-Tinley Park,Illinois,,3,Private profit,Yellow Ribbon,"$17,478.62",6
21986113,Chamberlain College Of Nursing,Illinois,,8,Private profit,Yellow Ribbon,"$21,182.18",19
21986013,Fox College-Tinley Park,Illinois,,2,Private profit,Yellow Ribbon,"$1,799.70",3
21985813,Tribeca Flashpoint Media Arts Academy,Illinois,,9,Private profit,Yellow Ribbon,"$20,981.84",14
21985313,Westwood College-Dupage Campus,Illinois,,2,Private profit,Yellow Ribbon,"$5,355.70",3
21975035,Bryant & Stratton College - Parma,Ohio,,6,Private profit,Yellow Ribbon,"$11,637.54",6
21974735,Brown Mackie College-North Canton,Ohio,,1,Private profit,Yellow Ribbon,"$1,703.34",2
21974435,Chamberlain College Of Nursing - Cleveland,Ohio,,2,Private profit,Yellow Ribbon,"$8,261.69",6
21971110,The Art Institute Of Tampa,Florida,,91,Private profit,Yellow Ribbon,"$338,335.48",161
21970110,Full Sail University,Florida,,"1,062",Private profit,Yellow Ribbon,"$5,459,921.20","4,214"
21970107,Post University,Connecticut,,3,Private profit,Yellow Ribbon,"$5,353.45",4
21965410,Devry University - Ft. Lauderdale,Florida,,11,Private profit,Yellow Ribbon,"$11,300.75",15
21965113,Itt Technical Institute Orland Park,Illinois,,16,Private profit,Yellow Ribbon,"$49,210.35",30
21963110,Strayer University  -  Tampa East Campus,Florida,,8,Private profit,Yellow Ribbon,"$10,007.19",8
21962110,Strayer University-Tampa Westshore Campus,Florida,,8,Private profit,Yellow Ribbon,"$7,152.27",8
21961447,Digipen Institute Of Technology,Washington,,29,Private profit,Yellow Ribbon,"$94,640.08",33
21960101,Brown Mackie College - Birmingham,Alabama,,1,Private profit,Yellow Ribbon,$826.84,1
21959105,Brooks Institute,California,,44,Private profit,Yellow Ribbon,"$204,156.01",93
21958301,Strayer University - Huntsville Campus,Alabama,,5,Private profit,Yellow Ribbon,"$5,593.39",5
21958201,Itt Technical Institute - Madison Al,Alabama,,40,Private profit,Yellow Ribbon,"$88,496.07",59
21958105,Musicians Institute,California,,58,Private profit,Yellow Ribbon,"$262,098.09",106
21958101,Virginia College - Montgomery,Alabama,,6,Private profit,Yellow Ribbon,"$5,271.02",10
21957105,Academy Of Art University,California,,241,Private profit,Yellow Ribbon,"$497,544.67",362
21956201,Itt Technical Institute - Mobile,Alabama,,25,Private profit,Yellow Ribbon,"$53,818.08",44
21955246,South University,Virginia,,109,Private profit,Yellow Ribbon,"$218,136.71",177
21954946,American National University - Danville,Virginia,,2,Private profit,Yellow Ribbon,$136.20,2
21954846,American National University - Harrisonburg,Virginia,,2,Private profit,Yellow Ribbon,$690.70,2
21954746,American National University - Charlottesville,Virginia,,1,Private profit,Yellow Ribbon,$674.85,2
21954646,American National University - Lynchburg,Virginia,,1,Private profit,Yellow Ribbon,$632.35,1
21953646,Strayer University - Alexandria,Virginia,,299,Private profit,Yellow Ribbon,"$264,766.58",319
21953501,Itt Technical Institute Bessemer,Alabama,,35,Private profit,Yellow Ribbon,"$94,651.89",57
21953246,Art Institute Of Washington,Virginia,,111,Private profit,Yellow Ribbon,"$336,370.93",163
21953146,Bryant And Stratton College - Richmond,Virginia,,17,Private profit,Yellow Ribbon,"$34,920.87",18
21952301,Virginia College - Huntsville,Alabama,,1,Private profit,Yellow Ribbon,$935.00,2
21944107,Lincoln College Of New England - Southington Campus,Connecticut,,6,Private profit,Yellow Ribbon,"$5,230.10",9
21943146,Bryant And Stratton College - Virginia Beach,Virginia,,57,Private profit,Yellow Ribbon,"$108,521.16",72
21943113,Devry Univ/Keller Graduate Sch Mgmt,Illinois,,87,Private profit,Yellow Ribbon,"$139,729.70",124
21941438,Strayer University-Warrendale Campus,Pennsylvania,,1,Private profit,Yellow Ribbon,$768.35,1
21933417,Daymar College - Bellevue,Kentucky,,1,Private profit,Yellow Ribbon,"$1,400.85",1
21930404,Itt Technical Institute Little Rock,Arkansas,,20,Private profit,Yellow Ribbon,"$48,730.71",32
21929417,Daymar Learning Of Paducah,Kentucky,,3,Private profit,Yellow Ribbon,"$9,765.19",4
21927946,The Art Institute Of Washington-Dulles,Virginia,,4,Private profit,Yellow Ribbon,"$14,934.38",6
21925417,Brown Mackie College -Louisville,Kentucky,,2,Private profit,Yellow Ribbon,"$2,076.47",3
21924417,Daymar College - Bowling Green,Kentucky,,3,Private profit,Yellow Ribbon,"$7,500.03",4
21923417,Daymar College - Louisville South,Kentucky,,1,Private profit,Yellow Ribbon,"$2,400.85",1
21923146,University Of Phoenix,Virginia,,32,Private profit,Yellow Ribbon,"$32,033.26",48
21923117,Itt Technical Institute Louisville,Kentucky,,37,Private profit,Yellow Ribbon,"$93,493.64",67
21921117,Sullivan University Lexington Campus,Kentucky,,4,Private profit,Yellow Ribbon,"$3,711.30",4
21920417,Brown Mackie College - Northern Kentucky,Kentucky,,1,Private profit,Yellow Ribbon,"$3,082.50",3
21919117,Sullivan University Louisville Campus,Kentucky,,23,Private profit,Yellow Ribbon,"$49,276.80",30
21919106,"Art Institute Of Colorado, The",Colorado,,93,Private profit,Yellow Ribbon,"$273,365.74",129
21917811,Virginia College (Columbus),Georgia,,4,Private profit,Yellow Ribbon,"$3,121.02",4
21917711,Strayer University (Columbus),Georgia,,9,Private profit,Yellow Ribbon,"$8,352.66",9
21917611,Virginia College (Savannah),Georgia,,4,Private profit,Yellow Ribbon,"$1,662.89",4
21917417,Sullivan College Of Technology And Design,Kentucky,,12,Private profit,Yellow Ribbon,"$19,129.80",12
21917311,Virginia College (Macon),Georgia,,1,Private profit,Yellow Ribbon,$713.34,1
21917211,Virginia College (Augusta),Georgia,,8,Private profit,Yellow Ribbon,"$8,066.78",8
21916106,Jones International University,Colorado,,1,Private profit,Yellow Ribbon,"$2,310.85",1
21915164,University Of Phoenix Honolulu,Hawaii,,32,Private profit,Yellow Ribbon,"$20,444.28",42
21913348,Strayer University (Teays Valley Campus),West Virginia,,4,Private profit,Yellow Ribbon,"$2,923.39",4
21913113,Devry Institute Of Technology Addison,Illinois,,44,Private profit,Yellow Ribbon,"$81,453.03",68
21912131,University Of Phoenix Santa Teresa,New Mexico,,5,Private profit,Yellow Ribbon,"$1,576.63",14
21912109,Strayer University,District of Columbia,,15,Private profit,Yellow Ribbon,"$19,314.56",15
21911131,University Of Phoenix Albuquerque,New Mexico,,4,Private profit,Yellow Ribbon,"$4,790.63",8
21911113,Adler School Of Professional Psychology,Illinois,,4,Private profit,Yellow Ribbon,"$36,990.34",11
21910146,American National University,Virginia,,1,Private profit,Yellow Ribbon,$702.35,1
21909415,Kaplan University - Urbandale Des Moines,Iowa,,2,Private profit,Yellow Ribbon,$544.38,2
21907103,University Of Phoenix (Online),Arizona,,"1,004",Private profit,Yellow Ribbon,"$871,201.57","1,474"
21905728,Itt Technical Institute - Las Vegas,Nevada,,60,Private profit,Yellow Ribbon,"$174,304.05",103
21905628,Sanford-Brown College,Nevada,,10,Private profit,Yellow Ribbon,"$10,800.32",17
