Facility Code,Name of Institution,State,Country,Number of Trainees,Profit Status,Type of Payment,Total Cost,Number of payments
31916113,Aurora University,Illinois,,5,Private non-profit,Yellow Ribbon,"$3,340.72",7
31915123,Dunwoody College Of Technology,Minnesota,,11,Private non-profit,Yellow Ribbon,"$11,798.19",13
31915113,Depaul University,Illinois,,199,Private non-profit,Yellow Ribbon,"$790,652.88",394
31915105,Cogswell Polytechnic College,California,,4,Private non-profit,Yellow Ribbon,"$3,628.86",4
31914414,University Of Saint Francis,Indiana,,4,Private non-profit,Yellow Ribbon,"$2,564.81",5
31914138,Desales University,Pennsylvania,,9,Private non-profit,Yellow Ribbon,"$54,954.64",11
31914122,Calvin College,Michigan,,13,Private non-profit,Yellow Ribbon,"$56,078.55",13
31914121,New England Conservatory Of Music,Massachusetts,,1,Private non-profit,Yellow Ribbon,$589.99,1
31914105,Saint Mary'S College Of California,California,,43,Private non-profit,Yellow Ribbon,"$277,873.87",114
31913146,George Washington University,Virginia,,1,Private non-profit,Yellow Ribbon,"$1,138.84",1
31913137,Oregon College Of Art And Craft,Oregon,,4,Private non-profit,Yellow Ribbon,"$12,553.37",4
31913132,Iona College,New York,,4,Private non-profit,Yellow Ribbon,"$21,570.13",8
31913123,Northwestern Health Sciences University,Minnesota,,6,Private non-profit,Yellow Ribbon,"$20,496.95",10
31912414,Grace College,Indiana,,6,Private non-profit,Yellow Ribbon,"$14,084.14",6
31912138,Philadelphia College Of Osteopathic Medicine,Pennsylvania,,3,Private non-profit,Yellow Ribbon,"$4,333.00",5
31912137,Multnomah University,Oregon,,10,Private non-profit,Yellow Ribbon,"$18,301.74",12
31912121,Nichols College,Massachusetts,,2,Private non-profit,Yellow Ribbon,"$13,200.00",4
31911939,Roger Williams University (Law School),Rhodes Island,,4,Private non-profit,Yellow Ribbon,"$33,507.57",6
31911739,Johnson & Wales University,Rhodes Island,,65,Private non-profit,Yellow Ribbon,"$208,088.47",97
31911414,Goshen College,Indiana,,1,Private non-profit,Yellow Ribbon,"$4,650.84",1
31911137,Willamette University,Oregon,,23,Private non-profit,Yellow Ribbon,"$173,121.42",43
31911132,Siena College,New York,,11,Private non-profit,Yellow Ribbon,"$43,111.27",12
31911113,Mckendree University,Illinois,,30,Private non-profit,Yellow Ribbon,"$57,561.01",60
31911105,Santa Clara University,California,,10,Private non-profit,Yellow Ribbon,"$44,791.05",14
31910521,School Of The Museum Of Fine Arts,Massachusetts,,5,Private non-profit,Yellow Ribbon,"$33,787.43",7
31910414,Rose-Hulman Institute Of Technology,Indiana,,23,Private non-profit,Yellow Ribbon,"$207,351.52",43
31910132,Dominican College,New York,,1,Private non-profit,Yellow Ribbon,$557.86,1
31910130,Georgian Court University,New Jersey,,10,Private non-profit,Yellow Ribbon,"$41,712.69",13
31909406,Naropa University,Colorado,,11,Private non-profit,Yellow Ribbon,"$47,775.99",11
31909246,Marymount University,Virginia,,31,Private non-profit,Yellow Ribbon,"$58,193.67",32
31909136,Oklahoma City University,Oklahoma,,20,Private non-profit,Yellow Ribbon,"$81,774.19",28
31909132,Marist College,New York,,15,Private non-profit,Yellow Ribbon,"$65,257.08",20
31909130,Monmouth University,New Jersey,,29,Private non-profit,Yellow Ribbon,"$162,460.81",49
31909123,St Catherine University Office Of The Registrar,Minnesota,,10,Private non-profit,Yellow Ribbon,"$58,900.57",17
31909122,Kettering University,Michigan,,10,Private non-profit,Yellow Ribbon,"$87,282.99",14
31908137,University Of Portland,Oregon,,43,Private non-profit,Yellow Ribbon,"$386,272.97",67
31908132,St. John'S University - New York City,New York,,3,Private non-profit,Yellow Ribbon,"$8,495.44",3
31908130,Bloomfield College,New Jersey,,11,Private non-profit,Yellow Ribbon,"$45,423.82",20
31908113,Shimer College,Illinois,,2,Private non-profit,Yellow Ribbon,"$15,620.04",4
31908111,Life University,Georgia,,11,Private non-profit,Yellow Ribbon,"$31,565.00",20
31907439,New England Institute Of Technology,Rhodes Island,,106,Private non-profit,Yellow Ribbon,"$237,864.95",184
31907414,Oakland City University,Indiana,,1,Private non-profit,Yellow Ribbon,$32.25,1
31907146,Shenandoah University,Virginia,,27,Private non-profit,Yellow Ribbon,"$46,228.75",31
31907133,Queens University Of Charlotte,North Carolina,,21,Private non-profit,Yellow Ribbon,"$89,645.78",23
31907132,Manhattanville College,New York,,4,Private non-profit,Yellow Ribbon,"$22,334.54",4
31907109,George Washington University,District of Columbia,,311,Private non-profit,Yellow Ribbon,"$2,294,109.45",626
31907029,Antioch University New England,New Hampshire,,3,Private non-profit,Yellow Ribbon,"$8,189.18",4
31906408,Wesley College,Delaware,,21,Private non-profit,Yellow Ribbon,"$48,194.78",28
31906136,University Of Tulsa,Oklahoma,,40,Private non-profit,Yellow Ribbon,"$258,297.32",63
31906132,Hofstra University,New York,,42,Private non-profit,Yellow Ribbon,"$111,629.35",52
31906130,Felician College,New Jersey,,27,Private non-profit,Yellow Ribbon,"$142,685.76",60
31906123,Crown College,Minnesota,,2,Private non-profit,Yellow Ribbon,"$3,231.68",2
31906121,Northeastern University,Massachusetts,,99,Private non-profit,Yellow Ribbon,"$700,997.24",182
31906120,Loyola University Maryland,Maryland,,38,Private non-profit,Yellow Ribbon,"$174,400.10",68
31906113,Lewis University,Illinois,,52,Private non-profit,Yellow Ribbon,"$182,271.25",126
31906041,Augustana College,South Dakota,,16,Private non-profit,Yellow Ribbon,"$79,414.29",20
31906029,New England College,New Hampshire,,13,Private non-profit,Yellow Ribbon,"$80,652.91",20
31905408,Widener University,Delaware,,6,Private non-profit,Yellow Ribbon,"$18,519.65",8
31905220,Peabody Conservatory Of Music,Maryland,,2,Private non-profit,Yellow Ribbon,"$10,000.00",2
31905136,Oklahoma Wesleyan University,Oklahoma,,5,Private non-profit,Yellow Ribbon,"$8,611.70",5
31905133,Pfeiffer University,North Carolina,,6,Private non-profit,Yellow Ribbon,"$10,160.00",6
31905125,Washington University School Of Medicine,Missouri,,1,Private non-profit,Yellow Ribbon,"$1,463.00",1
31905123,University Of Northwestern-St Paul,Minnesota,,5,Private non-profit,Yellow Ribbon,"$2,500.00",5
31905121,Bentley University,Massachusetts,,8,Private non-profit,Yellow Ribbon,"$24,499.90",11
31905114,Marian University,Indiana,,9,Private non-profit,Yellow Ribbon,"$29,399.07",11
31905111,Berry College,Georgia,,5,Private non-profit,Yellow Ribbon,$0.05,5
31905105,Pacific Union College,California,,3,Private non-profit,Yellow Ribbon,"$7,329.44",5
31905041,Presentation College,South Dakota,,1,Private non-profit,Yellow Ribbon,"$1,147.84",2
31904423,College Of St Scholastica,Minnesota,,15,Private non-profit,Yellow Ribbon,"$34,348.55",23
31904408,Goldey-Beacom College,Delaware,,11,Private non-profit,Yellow Ribbon,"$48,307.16",27
31904146,Eastern Mennonite University,Virginia,,1,Private non-profit,Yellow Ribbon,"$5,125.84",1
31904137,Concordia University,Oregon,,16,Private non-profit,Yellow Ribbon,"$34,174.34",29
31904130,Caldwell University,New Jersey,,1,Private non-profit,Yellow Ribbon,"$6,969.85",2
31904121,Western New England University,Massachusetts,,15,Private non-profit,Yellow Ribbon,"$81,824.86",21
31904120,Maryland Institute College Of Art,Maryland,,35,Private non-profit,Yellow Ribbon,"$196,895.79",52
31904111,Emory University  Registrar'S Office,Georgia,,52,Private non-profit,Yellow Ribbon,"$307,401.93",67
31904042,Remington College - Memphis,Tennessee,,2,Private non-profit,Yellow Ribbon,"$5,520.38",3
31903942,"Watkins College Of Art, Design & Film",Tennessee,,1,Private non-profit,Yellow Ribbon,$505.84,1
31903738,Seton Hill University,Pennsylvania,,19,Private non-profit,Yellow Ribbon,"$97,997.45",31
31903139,Bryant University,Rhodes Island,,6,Private non-profit,Yellow Ribbon,"$22,463.70",12
31903133,Guilford College,North Carolina,,4,Private non-profit,Yellow Ribbon,"$20,516.10",4
31903132,Molloy College,New York,,12,Private non-profit,Yellow Ribbon,"$45,266.28",26
31903121,Stonehill College,Massachusetts,,6,Private non-profit,Yellow Ribbon,"$50,885.04",6
31903114,University Of Indianapolis,Indiana,,6,Private non-profit,Yellow Ribbon,"$10,871.04",11
31903103,Thunderbird School Of Global Management,Arizona,,15,Private non-profit,Yellow Ribbon,"$98,693.54",54
31903048,Alderson Broaddus University,West Virginia,,10,Private non-profit,Yellow Ribbon,"$11,960.48",10
31903029,Saint Anselm College,New Hampshire,,7,Private non-profit,Yellow Ribbon,"$56,196.39",7
31902942,Lipscomb University,Tennessee,,70,Private non-profit,Yellow Ribbon,"$362,935.55",166
31902415,Palmer College Of Chiropractic - Davenport,Iowa,,5,Private non-profit,Yellow Ribbon,"$31,766.75",11
31902142,Union University,Tennessee,,11,Private non-profit,Yellow Ribbon,"$24,122.50",11
31902130,Saint Peter'S University,New Jersey,,10,Private non-profit,Yellow Ribbon,"$57,548.90",16
31902124,Belhaven University Jackson,Mississippi,,11,Private non-profit,Yellow Ribbon,"$4,857.65",11
31902121,Clark University,Massachusetts,,4,Private non-profit,Yellow Ribbon,"$26,295.72",6
31902113,Loyola University Of Chicago,Illinois,,101,Private non-profit,Yellow Ribbon,"$661,897.98",194
31902104,Harding University,Arkansas,,3,Private non-profit,Yellow Ribbon,"$1,124.42",5
31902029,Rivier University,New Hampshire,,7,Private non-profit,Yellow Ribbon,"$21,709.06",10
31901746,Mary Baldwin College,Virginia,,16,Private non-profit,Yellow Ribbon,"$71,248.91",19
31901139,Rhode Island School Of Design,Rhodes Island,,5,Private non-profit,Yellow Ribbon,"$13,068.31",7
31901121,Curry College,Massachusetts,,8,Private non-profit,Yellow Ribbon,"$14,129.97",10
31901111,Toccoa Falls College,Georgia,,1,Private non-profit,Yellow Ribbon,$478.35,1
31901105,Coleman University,California,,68,Private non-profit,Yellow Ribbon,"$52,618.48",74
31901102,Alaska Pacific University,Alaska,,8,Private non-profit,Yellow Ribbon,"$4,625.00",16
31901020,Goucher College,Maryland,,10,Private non-profit,Yellow Ribbon,"$55,737.43",13
31900442,Martin Methodist College,Tennessee,,3,Private non-profit,Yellow Ribbon,"$2,623.02",4
31900220,The George Washington University @Smhec,Maryland,,2,Private non-profit,Yellow Ribbon,"$1,646.68",3
31900213,Rush University,Illinois,,2,Private non-profit,Yellow Ribbon,"$7,212.85",2
31900211,Philadelphia College Of Osteopathic Medicine,Georgia,,2,Private non-profit,Yellow Ribbon,"$2,833.00",4
31900146,University Of Richmond,Virginia,,14,Private non-profit,Yellow Ribbon,"$55,457.82",17
31900145,Champlain College,Vermont,,23,Private non-profit,Yellow Ribbon,"$92,613.21",37
31900130,Rider University,New Jersey,,32,Private non-profit,Yellow Ribbon,"$269,741.05",58
31900126,Rocky Mountain College,Montana,,22,Private non-profit,Yellow Ribbon,"$48,953.29",27
31900111,Wesleyan College,Georgia,,1,Private non-profit,Yellow Ribbon,$112.88,1
31900110,Bethune-Cookman University,Florida,,1,Private non-profit,Yellow Ribbon,$495.35,1
31900107,Rensselaer At Hartford,Connecticut,,2,Private non-profit,Yellow Ribbon,"$27,965.82",5
31900048,Davis & Elkins College,West Virginia,,9,Private non-profit,Yellow Ribbon,"$25,299.00",9
31891205,Mcgeorge School Of Law,California,,10,Private non-profit,Yellow Ribbon,"$113,562.02",25
31891105,University Of The Pacific,California,,31,Private non-profit,Yellow Ribbon,"$221,411.58",47
31884332,Mercy College - New York,New York,,12,Private non-profit,Yellow Ribbon,"$42,257.06",21
31884232,New York Institute Of Technology - Old Westbury,New York,,10,Private non-profit,Yellow Ribbon,"$20,567.41",10
31884132,Touro College - Fuchsberg Law Center,New York,,5,Private non-profit,Yellow Ribbon,"$24,633.52",9
31883132,St. Joseph'S College (Brooklyn Campus),New York,,18,Private non-profit,Yellow Ribbon,"$51,176.33",52
31882132,St. Joseph'S College  (Patchogue Campus),New York,,21,Private non-profit,Yellow Ribbon,"$41,193.84",35
31881132,Cornell University,New York,,80,Private non-profit,Yellow Ribbon,"$712,284.67",120
31880132,Syracuse University - University College,New York,,13,Private non-profit,Yellow Ribbon,"$18,992.88",19
31879132,Syracuse University,New York,,84,Private non-profit,Yellow Ribbon,"$271,996.93",137
31874932,Pace University School Of Law,New York,,1,Private non-profit,Yellow Ribbon,"$1,288.49",1
31874732,Pace University,New York,,161,Private non-profit,Yellow Ribbon,"$1,579,218.97",375
31874432,Fordham University-School Of Law,New York,,17,Private non-profit,Yellow Ribbon,"$198,321.67",41
31874232,Fordham University At Lincoln Center,New York,,92,Private non-profit,Yellow Ribbon,"$597,895.15",195
31870932,Long Island University - Riverhead,New York,,1,Private non-profit,Yellow Ribbon,$961.85,1
31870532,Long Island University - Post Campus,New York,,46,Private non-profit,Yellow Ribbon,"$279,036.63",103
31870332,Long Island University Rockland Campus,New York,,1,Private non-profit,Yellow Ribbon,"$5,615.85",3
31870032,Long Island University -Brooklyn Campus,New York,,92,Private non-profit,Yellow Ribbon,"$539,353.51",176
31863022,Davenport University - Grand Rapids,Michigan,,2,Private non-profit,Yellow Ribbon,$987.75,2
31861010,Hodges University,Florida,,16,Private non-profit,Yellow Ribbon,"$12,600.92",19
31860132,New York University College Of Dentistry,New York,,1,Private non-profit,Yellow Ribbon,"$1,788.34",1
31852335,Antioch University Ph.D. In Leadership And Change,Ohio,,2,Private non-profit,Yellow Ribbon,"$5,424.96",4
31851935,Antioch University Midwest,Ohio,,1,Private non-profit,Yellow Ribbon,$338.84,1
31850732,St. John'S University - Queens,New York,,197,Private non-profit,Yellow Ribbon,"$1,320,632.38",408
31850535,Capital University,Ohio,,7,Private non-profit,Yellow Ribbon,"$42,000.00",7
31842111,Shorter University (Rome),Georgia,,2,Private non-profit,Yellow Ribbon,$335.85,2
31841405,Webster University-Irvine,California,,1,Private non-profit,Yellow Ribbon,$486.00,1
31841205,Webster University San Diego,California,,2,Private non-profit,Yellow Ribbon,"$1,341.25",2
31841146,Regent University,Virginia,,38,Private non-profit,Yellow Ribbon,"$98,431.42",54
31840238,Widener University School Of Law,Pennsylvania,,5,Private non-profit,Yellow Ribbon,"$13,685.71",6
31840205,Mount St. Mary'S College (Doheny Campus),California,,4,Private non-profit,Yellow Ribbon,"$2,382.89",4
31840032,Fordham University-Rose Hill Campus,New York,,86,Private non-profit,Yellow Ribbon,"$412,233.20",167
31838010,Remington College Tampa,Florida,,8,Private non-profit,Yellow Ribbon,"$6,745.20",10
31836464,Remington College,Hawaii,,16,Private non-profit,Yellow Ribbon,"$22,494.69",16
31835910,Keiser University College Of Golf,Florida,,12,Private non-profit,Yellow Ribbon,"$15,567.28",22
31835810,Keiser University - Daytona Beach,Florida,,4,Private non-profit,Yellow Ribbon,"$4,220.22",8
31835710,Keiser University - Jacksonville,Florida,,8,Private non-profit,Yellow Ribbon,"$6,772.98",13
31835610,Keiser University - Orlando,Florida,,2,Private non-profit,Yellow Ribbon,"$2,111.10",3
31835510,Keiser University - Lakeland,Florida,,11,Private non-profit,Yellow Ribbon,"$8,133.61",16
31835410,Keiser University - Tampa,Florida,,5,Private non-profit,Yellow Ribbon,"$7,635.37",6
31835310,Keiser University - Miami,Florida,,3,Private non-profit,Yellow Ribbon,"$4,731.01",7
31835210,Keiser University - Sarasota,Florida,,6,Private non-profit,Yellow Ribbon,"$7,290.33",16
31835110,Keiser University-Tallahassee,Florida,,3,Private non-profit,Yellow Ribbon,"$2,814.55",5
31835010,Keiser University - Ft Lauderdale,Florida,,5,Private non-profit,Yellow Ribbon,$940.90,5
31833105,California Baptist University,California,,95,Private non-profit,Yellow Ribbon,"$451,163.88",190
31832010,Keiser University - Melbourne,Florida,,4,Private non-profit,Yellow Ribbon,"$2,478.25",4
31831546,George Washington Univ Sci Tech,Virginia,,21,Private non-profit,Yellow Ribbon,"$83,855.63",30
31831146,Hampton University,Virginia,,57,Private non-profit,Yellow Ribbon,"$82,720.81",68
31829910,Keiser University-Ft Myers,Florida,,1,Private non-profit,Yellow Ribbon,$785.38,1
31829710,Keiser University-West Palm Beach,Florida,,1,Private non-profit,Yellow Ribbon,$258.85,1
31829610,Keiser University - Pembroke Pines,Florida,,1,Private non-profit,Yellow Ribbon,"$2,482.71",4
31829605,Antioch University (Los Angeles),California,,5,Private non-profit,Yellow Ribbon,"$7,213.02",7
31827210,Everglades University-Orlando At Altamone Spgs,Florida,,10,Private non-profit,Yellow Ribbon,"$9,481.70",14
31827110,Everglades University - Sarasota,Florida,,12,Private non-profit,Yellow Ribbon,"$11,202.59",17
31827010,Everglades University-Boca Raton,Florida,,53,Private non-profit,Yellow Ribbon,"$87,149.12",131
31825205,Whittier Law School,California,,2,Private non-profit,Yellow Ribbon,"$5,482.49",4
31823322,Cleary University,Michigan,,4,Private non-profit,Yellow Ribbon,"$1,607.79",4
31823306,College America - Colorado Springs,Colorado,,46,Private non-profit,Yellow Ribbon,"$162,416.52",151
31823206,College America - Ft. Collins,Colorado,,1,Private non-profit,Yellow Ribbon,"$1,266.00",1
31823106,College America - Denver,Colorado,,3,Private non-profit,Yellow Ribbon,"$4,474.77",4
31823105,Golden Gate University (San Francisco),California,,33,Private non-profit,Yellow Ribbon,"$121,600.90",49
31823038,Bucknell University,Pennsylvania,,12,Private non-profit,Yellow Ribbon,"$84,635.01",20
31822605,Embry-Riddle Aeronautical University (San Diego),California,,3,Private non-profit,Yellow Ribbon,$818.75,3
31820811,Mercer University (Cecil B. Day Campus),Georgia,,1,Private non-profit,Yellow Ribbon,"$1,862.85",1
31820711,Mercer University College Of Pharmacy & Health Sciences,Georgia,,3,Private non-profit,Yellow Ribbon,"$6,000.00",3
31820432,University Of Rochester - Eastman School Of Music,New York,,3,Private non-profit,Yellow Ribbon,"$5,354.00",3
