FACILITY NO.,SCHOOL NAME,STATION,COUNT OF ADV PAY STUDENTS,COUNT OF REG STUDENTS,TOTAL COUNT OF STUDENTS, TOTAL PAID                          
11700005,CALIFORNIA MARITIME ACADEMY                                           ,377,0,69,69,$621.00 
11800105,UNIVERSITY OF CALIFORNIA-IRVINE                                       ,377,0,354,354,"$3,186.00 "
11800205,UNIVERSITY OF CALIFORNIA-IRVINE                                       ,377,0,27,27,$243.00 
11800605,SOUTHERN ILLINOIS UNIVERSITY-NAVAL HOSPITAL                           ,377,0,9,9,$81.00 
11800905,SOUTHERN ILLINOIS UNIVERSITY-CORONADO                                 ,377,0,34,34,$306.00 
11801005,CALIFORNIA STATE UNIVERSITY-SAN MARCOS                                ,377,0,789,789,"$7,101.00 "
11801105,UNIVERSITY OF CALIFORNIA-RIVERSIDE EXT                                ,377,0,29,29,$261.00 
11801205,UNIVERSITY OF CALIFORNIA-RIVERSIDE                                    ,377,0,222,222,"$1,998.00 "
11801305,CALIFORNIA STATE UNIVERSITY-LOS ANGELES                               ,377,0,1,1,$9.00 
11801405,UNIVERSITY OF CALIFORNIA-BERKELEY                                     ,377,0,3,3,$27.00 
11801505,UNIVERSITY OF CALIFORNIA-LOS ANGELES EXT                              ,377,0,128,128,"$1,152.00 "
11801605,UNIVERSITY OF CALIFORNIA-BERKELEY                                     ,377,0,424,424,"$3,816.00 "
11801705,UNIVERSITY OF CALIFORNIA-LOS ANGELES                                  ,377,0,460,460,"$4,140.00 "
11801905,CALIFORNIA STATE UNIVERSITY-LOS ANGELES                               ,377,0,447,447,"$4,023.00 "
11802005,SOUTHERN ILLINOIS UNIVERSITY-MORENO VALLEY                            ,377,0,15,15,$135.00 
11802105,CALIFORNIA STATE UNIVERSITY-SACRAMENTO                                ,377,0,688,688,"$6,192.00 "
11802205,CALIFORNIA STATE UNIVERSITY-SACRAMENTO                                ,377,0,47,47,$423.00 
11802305,UNIVERSITY OF CALIFORNIA-SAN DIEGO                                    ,377,0,549,549,"$4,941.00 "
11802405,UNIVERSITY OF CALIFORNIA-DAVIS                                        ,377,2,393,395,"$3,563.00 "
11802505,UNIVERSITY OF CALIFORNIA-DAVIS EXT                                    ,377,0,20,20,$180.00 
11802605,CALIFORNIA STATE POLYTECHNIC UNIVERSITY-POMONA                        ,377,0,429,429,"$3,861.00 "
11802805,UNIVERSITY OF CALIFORNIA-SAN DIEGO EXT                                ,377,0,80,80,$720.00 
11802905,SOUTHERN ILLINOIS UNIVERSITY-PALOMAR                                  ,377,0,7,7,$63.00 
11893805,SOUTHERN ILLINOIS UNIVERSITY-WALNUT                                   ,377,0,3,3,$27.00 
11902105,UNIVERSITY OF CALIFORNIA-SANTA CRUZ                                   ,377,0,150,150,"$1,350.00 "
11903105,CALIFORNIA STATE UNIVERSITY-CHICO                                     ,377,0,334,334,"$3,006.00 "
11904105,SAN FRANCISCO STATE UNIVERSITY                                        ,377,0,491,491,"$4,419.00 "
11905105,UNIVERSITY OF CALIFORNIA-SANTA BARBARA                                ,377,0,218,218,"$1,962.00 "
11906105,HUMBOLDT STATE UNIVERSITY                                             ,377,0,213,213,"$1,917.00 "
11909105,SONOMA STATE UNIVERSITY                                               ,377,0,138,138,"$1,242.00 "
11910105,SAN DIEGO STATE UNIVERSITY                                            ,377,0,1489,1489,"$13,401.00 "
11911105,CALIFORNIA STATE UNIVERSITY-EAST BAY                                  ,377,0,343,343,"$3,087.00 "
11913105,CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO                            ,377,0,408,408,"$3,672.00 "
11915105,CALIFORNIA STATE UNIVERSITY-BAKERSFIELD                               ,377,0,219,219,"$1,971.00 "
11918105,CALIFORNIA STATE UNIVERSITY-NORTHRIDGE                                ,377,0,694,694,"$6,246.00 "
11919105,CALIFORNIA STATE UNIVERSITY-FRESNO                                    ,377,0,374,374,"$3,366.00 "
11923105,CALIFORNIA STATE UNIVERSITY-DOMINGUEZ HILLS                           ,377,0,272,272,"$2,448.00 "
11924105,CALIFORNIA STATE UNIVERSITY-LONG BEACH                                ,377,0,595,595,"$5,355.00 "
11925105,CALIFORNIA POLYTECHNIC STATE UNIVERSITY-SAN LUIS OBISPO               ,377,0,219,219,"$1,971.00 "
11926105,CENTRAL MICHIGAN UNIVERSITY                                           ,377,0,33,33,$297.00 
11927105,CALIFORNIA STATE UNIVERSITY-STANISLAUS                                ,377,1,157,158,"$1,426.00 "
11929105,CALIFORNIA STATE UNIVERSITY-CHANNEL ISLANDS                           ,377,0,167,167,"$1,503.00 "
12000205,ARROWHEAD REGIONAL MEDICAL CTR                                        ,377,0,1,1,$9.00 
12511305,VA LONG BEACH HEALTH CARE SYSTEM                                      ,377,0,2,2,$18.00 
12518505,VA MEDICAL CENTER W LA-BRENTWOOD                                      ,377,0,1,1,$9.00 
12800005,UCLA CENTER FOR PREHOSPITAL CARE-DANIEL FREEMAN HOSPITAL              ,377,0,5,5,$45.00 
12800505,UNIVERSITY OF CALIFORNIA-SAN DIEGO MEDICAL CENTER                     ,377,0,1,1,$9.00 
12801005,UCLA CENTER FOR PREHOSPITAL CARE/EMT EDUCATION PGM                    ,377,0,11,11,$99.00 
12910405,LOS ANGELES COUNTY COLLEGE OF NURSING AND ALLIED HEALTH               ,377,0,1,1,$9.00 
14130305,VINCENNES UNIVERSITY                                                  ,377,0,81,81,$729.00 
14130505,EAST SAN GABRIEL VALLEY REGIONAL OCCUPATIONAL PROGRAM                 ,377,0,29,29,$261.00 
14130605,COASTLINE COMMUNITY COLLEGE                                           ,377,0,270,270,"$2,430.00 "
14130705,NORCO COLLEGE                                                         ,377,0,242,242,"$2,178.00 "
14130905,MORENO VALLEY COLLEGE                                                 ,377,0,297,297,"$2,673.00 "
14131005,CENTRAL TEXAS COLLEGE                                                 ,377,0,54,54,$486.00 
14131105,CENTRAL TEXAS COLLEGE                                                 ,377,0,16,16,$144.00 
14131205,SANTIAGO CANYON COLLEGE                                               ,377,0,141,141,"$1,269.00 "
14800005,COLLEGE OF THE DESERT                                                 ,377,0,267,267,"$2,403.00 "
14830205,CENTRAL TEXAS COLLEGE                                                 ,377,0,76,76,$684.00 
149A0405,SADDLEBACK COLLEGE                                                    ,377,0,576,576,"$5,184.00 "
149A1405,LOS ANGELES CITY COLLEGE                                              ,377,0,278,278,"$2,502.00 "
149A2405,LASSEN COMMUNITY COLLEGE                                              ,377,0,40,40,$360.00 
149A3405,COPPER MOUNTAIN COMMUNITY COLLEGE                                     ,377,0,67,67,$603.00 
149A4405,WEST VALLEY COLLEGE                                                   ,377,0,113,113,"$1,017.00 "
149A5405,FOLSOM LAKE COLLEGE                                                   ,377,0,270,270,"$2,430.00 "
149A6405,WOODLAND COMMUNITY COLLEGE                                            ,377,0,24,24,$216.00 
14900405,LOS ANGELES HARBOR COLLEGE                                            ,377,0,126,126,"$1,134.00 "
14901405,LOS ANGELES SOUTHWEST COLLEGE                                         ,377,0,92,92,$828.00 
14902405,CITRUS COLLEGE                                                        ,377,0,339,339,"$3,051.00 "
14903105,SAN JOAQUIN DELTA COLLEGE                                             ,377,0,183,183,"$1,647.00 "
14904405,BERKELEY CITY COLLEGE                                                 ,377,0,130,130,"$1,170.00 "
14905405,GAVILAN COLLEGE                                                       ,377,0,165,165,"$1,485.00 "
14906105,SHASTA COLLEGE                                                        ,377,0,348,348,"$3,132.00 "
14907105,CITY COLLEGE OF SAN FRANCISCO                                         ,377,0,864,864,"$7,776.00 "
14908105,COLLEGE OF THE REDWOODS                                               ,377,0,188,188,"$1,692.00 "
14909405,LAKE TAHOE COMMUNITY COLLEGE                                          ,377,0,29,29,$261.00 
14910405,MERCED COLLEGE                                                        ,377,0,239,239,"$2,151.00 "
14911405,COLUMBIA COLLEGE                                                      ,377,0,109,109,$981.00 
14912405,LOS MEDANOS COLLEGE                                                   ,377,0,327,327,"$2,943.00 "
14913105,MODESTO JUNIOR COLLEGE                                                ,377,0,356,356,"$3,204.00 "
14914105,SOLANO COMMUNITY COLLEGE                                              ,377,3,491,494,"$4,458.00 "
14915105,COLLEGE OF SAN MATEO                                                  ,377,0,235,235,"$2,115.00 "
14916405,BUTTE COLLEGE                                                         ,377,1,434,435,"$3,919.00 "
14917405,NAPA VALLEY COLLEGE                                                   ,377,0,151,151,"$1,359.00 "
14918405,SKYLINE COLLEGE                                                       ,377,0,222,222,"$1,998.00 "
14919105,CHABOT COLLEGE                                                        ,377,0,209,209,"$1,881.00 "
14920105,ANTELOPE VALLEY COLLEGE                                               ,377,0,346,346,"$3,114.00 "
14921105,MIRACOSTA COLLEGE                                                     ,377,0,1127,1127,"$10,143.00 "
14922105,FOOTHILL COLLEGE                                                      ,377,0,170,170,"$1,530.00 "
14923105,MONTEREY PENINSULA COLLEGE                                            ,377,0,261,261,"$2,349.00 "
14924405,LOS ANGELES VALLEY COLLEGE                                            ,377,0,239,239,"$2,151.00 "
14925405,SANTA ROSA JUNIOR COLLEGE                                             ,377,0,451,451,"$4,059.00 "
14926105,COLLEGE OF MARIN                                                      ,377,0,33,33,$297.00 
14927405,PORTERVILLE COLLEGE                                                   ,377,0,51,51,$459.00 
14928405,ORANGE COAST COLLEGE                                                  ,377,0,528,528,"$4,752.00 "
14929405,MOORPARK COLLEGE                                                      ,377,0,219,219,"$1,971.00 "
14930105,COLLEGE OF ALAMEDA                                                    ,377,0,112,112,"$1,008.00 "
14931405,LOS ANGELES TRADE TECHNICAL COLLEGE                                   ,377,0,257,257,"$2,313.00 "
14932405,MERRITT COLLEGE                                                       ,377,0,85,85,$765.00 
14933105,LANEY COLLEGE                                                         ,377,0,139,139,"$1,251.00 "
14934105,DE ANZA COLLEGE                                                       ,377,0,343,343,"$3,087.00 "
14935405,YUBA COLLEGE                                                          ,377,0,113,113,"$1,017.00 "
14936405,IRVINE VALLEY COLLEGE                                                 ,377,0,242,242,"$2,178.00 "
14937405,REEDLEY COLLEGE                                                       ,377,0,253,253,"$2,277.00 "
14938405,LOS ANGELES MISSION COLLEGE                                           ,377,0,95,95,$855.00 
14939405,BARSTOW COMMUNITY COLLEGE                                             ,377,0,94,94,$846.00 
14940105,EVERGREEN VALLEY COLLEGE                                              ,377,0,89,89,$801.00 
14941105,COLLEGE OF THE SISKIYOUS                                              ,377,1,40,41,$373.00 
14942105,COLLEGE OF THE SEQUOIAS                                               ,377,0,267,267,"$2,403.00 "
14943105,FRESNO CITY COLLEGE                                                   ,377,0,492,492,"$4,428.00 "
14944105,DIABLO VALLEY COLLEGE                                                 ,377,0,411,411,"$3,699.00 "
14945405,SOUTHWESTERN COLLEGE                                                  ,377,1,1036,1037,"$9,337.00 "
14946405,SANTA ANA COLLEGE                                                     ,377,0,372,372,"$3,348.00 "
14948105,CUESTA COLLEGE                                                        ,377,0,220,220,"$1,980.00 "
14948405,EAST LOS ANGELES COLLEGE                                              ,377,0,236,236,"$2,124.00 "
14949405,COASTLINE COMMUNITY COLLEGE                                           ,377,0,120,120,"$1,080.00 "
14950405,CYPRESS COLLEGE                                                       ,377,0,392,392,"$3,528.00 "
14951405,SAN JOSE CITY COLLEGE                                                 ,377,0,141,141,"$1,269.00 "
14952405,GOLDEN WEST COLLEGE                                                   ,377,0,312,312,"$2,808.00 "
14953105,OXNARD COLLEGE                                                        ,377,0,249,249,"$2,241.00 "
14954105,LAS POSITAS COLLEGE                                                   ,377,0,368,368,"$3,312.00 "
14955105,SIERRA COLLEGE                                                        ,377,0,687,687,"$6,183.00 "
14956405,CHAFFEY COLLEGE                                                       ,377,0,322,322,"$2,898.00 "
14957405,PALO VERDE COLLEGE                                                    ,377,0,13,13,$117.00 
14958405,SAN BERNARDINO VALLEY COLLEGE                                         ,377,0,325,325,"$2,925.00 "
14959405,SANTA BARBARA CITY COLLEGE                                            ,377,0,270,270,"$2,430.00 "
14960405,CRAFTON HILLS COLLEGE                                                 ,377,0,158,158,"$1,422.00 "
14961405,PASADENA CITY COLLEGE                                                 ,377,0,459,459,"$4,131.00 "
14962405,RIO HONDO COLLEGE                                                     ,377,0,271,271,"$2,439.00 "
14963405,SAN DIEGO CITY COLLEGE                                                ,377,0,961,961,"$8,649.00 "
14964405,ALLAN HANCOCK COLLEGE                                                 ,377,0,262,262,"$2,358.00 "
14965405,LONG BEACH CITY COLLEGE                                               ,377,6,666,672,"$6,072.00 "
14966405,HARTNELL COLLEGE                                                      ,377,0,156,156,"$1,404.00 "
14967405,EL CAMINO COMMUNITY COLLEGE DISTRICT                                  ,377,0,385,385,"$3,465.00 "
14968405,CERRITOS COLLEGE                                                      ,377,0,448,448,"$4,032.00 "
14969405,COSUMNES RIVER COLLEGE                                                ,377,1,334,335,"$3,019.00 "
14970405,GROSSMONT COLLEGE                                                     ,377,0,1029,1029,"$9,261.00 "
14971405,CUYAMACA COLLEGE                                                      ,377,0,479,479,"$4,311.00 "
14972405,MT SAN JACINTO COMMUNITY COLLEGE DISTRICT                             ,377,1,841,842,"$7,582.00 "
14973405,VICTOR VALLEY COLLEGE                                                 ,377,1,386,387,"$3,487.00 "
14974405,CABRILLO COLLEGE                                                      ,377,1,175,176,"$1,588.00 "
14975405,TAFT COLLEGE                                                          ,377,0,36,36,$324.00 
14976405,LOS ANGELES PIERCE COLLEGE                                            ,377,0,290,290,"$2,610.00 "
14977405,MT SAN ANTONIO COLLEGE                                                ,377,0,656,656,"$5,904.00 "
14978405,CONTRA COSTA COLLEGE                                                  ,377,0,53,53,$477.00 
14979405,CANADA COLLEGE                                                        ,377,0,68,68,$612.00 
14980405,OHLONE COLLEGE                                                        ,377,0,122,122,"$1,098.00 "
14981405,PALOMAR COLLEGE                                                       ,377,0,1630,1630,"$14,670.00 "
14982405,FULLERTON COLLEGE                                                     ,377,0,531,531,"$4,779.00 "
14983405,IMPERIAL VALLEY COLLEGE                                               ,377,0,83,83,$747.00 
14984405,MENDOCINO COLLEGE                                                     ,377,0,84,84,$756.00 
14985405,SAN DIEGO MIRAMAR COLLEGE                                             ,377,0,932,932,"$8,388.00 "
14986405,SANTA MONICA COLLEGE                                                  ,377,1,485,486,"$4,378.00 "
14987405,WEST LOS ANGELES COLLEGE                                              ,377,0,182,182,"$1,638.00 "
14988405,CERRO COSO COMMUNITY COLLEGE                                          ,377,0,145,145,"$1,305.00 "
14989405,SAN DIEGO MESA COLLEGE                                                ,377,0,1315,1315,"$11,835.00 "
14990405,MISSION COLLEGE                                                       ,377,0,120,120,"$1,080.00 "
14991405,WEST HILLS COLLEGE-LEMOORE                                            ,377,0,118,118,"$1,062.00 "
14992405,BAKERSFIELD COLLEGE                                                   ,377,0,340,340,"$3,060.00 "
14993405,SACRAMENTO CITY COLLEGE                                               ,377,0,576,576,"$5,184.00 "
14994405,AMERICAN RIVER COLLEGE                                                ,377,0,935,935,"$8,415.00 "
14995405,RIVERSIDE CITY COLLEGE                                                ,377,0,428,428,"$3,852.00 "
14996405,VENTURA COLLEGE                                                       ,377,0,350,350,"$3,150.00 "
14997405,FEATHER RIVER COMMUNITY COLLEGE DISTRICT                              ,377,0,10,10,$90.00 
14998405,COLLEGE OF THE CANYONS                                                ,377,0,470,470,"$4,230.00 "
14999405,GLENDALE COMMUNITY COLLEGE                                            ,377,0,112,112,"$1,008.00 "
15001205,ARCATA HIGH SCHOOL ADULT EDU                                          ,377,0,1,1,$9.00 
15006105,MARTINEZ ADULT EDUCATION                                              ,377,0,3,3,$27.00 
15007305,VISALIA ADULT SCHOOL                                                  ,377,0,1,1,$9.00 
15007605,ABRAM FRIEDMAN                                                        ,377,0,22,22,$198.00 
15008205,PITTSBURG ADULT EDUCATION CENTER                                      ,377,0,3,3,$27.00 
15008505,ABC ADULT EDUCATION CENTER                                            ,377,0,9,9,$81.00 
15009405,VENICE SKILLS CENTER                                                  ,377,0,2,2,$18.00 
15010405,MURRIETA VALLEY HIGH SCHOOL                                           ,377,0,2,2,$18.00 
15012605,CA DEPARTMENT OF CORRECTIONS-REHAB                                    ,377,0,20,20,$180.00 
15013005,ELK GROVE ADULT & COMMUNITY EDUCATION                                 ,377,0,3,3,$27.00 
15013105,FRESNO COUNTY PARAMEDIC PROGRAM                                       ,377,0,4,4,$36.00 
15014705,CHARLES A JONES CAREER AND EDUCATION CENTER                           ,377,0,11,11,$99.00 
15015605,BALDWIN PARK ADULT & COMMUNITY EDUCATION                              ,377,0,2,2,$18.00 
15015705,CALIFORNIA REGIONAL FIRE ACAD                                         ,377,0,12,12,$108.00 
15016005,BAKERSFIELD ADULT SCHOOL                                              ,377,0,1,1,$9.00 
15016105,MAXINE WATERS EMPLOYMENT PREP CTR                                     ,377,0,2,2,$18.00 
15016205,BASSETT ADULT SCHOOL                                                  ,377,0,12,12,$108.00 
15016305,WHITTIER ADULT SCHOOL                                                 ,377,0,1,1,$9.00 
15016405,BEAUMONT ADULT SCHOOL                                                 ,377,0,2,2,$18.00 
15016605,SAN PASQUAL RESERVATION FIRE ACADEMY                                  ,377,0,11,11,$99.00 
15016705,TEMECULA VALLEY HIGH SCHOOL                                           ,377,0,1,1,$9.00 
15016805,MIRACOSTA COLLEGE CE & WD                                             ,377,0,138,138,"$1,242.00 "
15016905,MANUAL ARTS SERVICE AREA                                              ,377,0,1,1,$9.00 
15017305,BUTTE COUNTY REGIONAL OCCUPATIONAL PROG                               ,377,0,1,1,$9.00 
15017405,HARBOR SERVICE AREA                                                   ,377,0,7,7,$63.00 
15017805,LIBERTY ADULT EDUCATION                                               ,377,0,1,1,$9.00 
15017905,POMONA ADULT AND CAREER EDUCATION                                     ,377,0,1,1,$9.00 
15100705,CLOVIS ADULT EDUCATION                                                ,377,0,3,3,$27.00 
15101305,CHARLES A JONES SKILLS AND BUSINESS ED CTR                            ,377,0,2,2,$18.00 
15102105,VENTURA ADULT AND CONTINUING EDUCATION                                ,377,0,13,13,$117.00 
15500105,EAST LOS ANGELES SERVICE AREA                                         ,377,0,5,5,$45.00 
15500305,WEST VALLEY OCCUPATIONAL CENTER                                       ,377,0,10,10,$90.00 
15500405,NORTH VALLEY OCCUPATIONAL CENTER  AVIATION CENTER                     ,377,0,20,20,$180.00 
15500705,HACIENDA LA PUENTE ADULT EDUCATION                                    ,377,0,20,20,$180.00 
15501205,GROSSMONT HEALTH OCCUPATIONS CENTER                                   ,377,0,1,1,$9.00 
15905805,CHULA VISTA ADULT SCHOOL                                              ,377,0,627,627,"$5,643.00 "
21001305,ARGOSY UNIVERSITY-SAN DIEGO                                           ,377,0,45,45,$405.00 
21008705,TRIDENT UNIVERSITY INTERNATIONAL                                      ,377,0,2606,2606,"$23,454.00 "
21100205,UNIVERSITY OF SAN LUIS OBISPO SCHOOL OF LAW                           ,377,0,1,1,$9.00 
21109105,CALIFORNIA NORTHERN SCHOOL OF LAW                                     ,377,0,4,4,$36.00 
21109605,ARGOSY UNIVERSITY-SAN FRANCISCO BAY AREA                              ,377,0,38,38,$342.00 
21109705,CONCORD LAW SCHOOL OF KAPLAN UNIVERSITY                               ,377,0,44,44,$396.00 
21109905,ARGOSY UNIVERSITY-ORANGE COUNTY                                       ,377,0,62,62,$558.00 
21110005,AMERICAN GRADUATE UNIVERSITY                                          ,377,0,161,161,"$1,449.00 "
21110105,PACIFICA GRADUATE INSTITUTE                                           ,377,0,18,18,$162.00 
21110805,IRVINE UNIVERSITY                                                     ,377,0,2,2,$18.00 
21111205,CALIFORNIA COAST UNIVERSITY                                           ,377,0,267,267,"$2,403.00 "
21111305,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,39,39,$351.00 
21111405,CARRINGTON COLLEGE-STOCKTON                                           ,377,0,25,25,$225.00 
21111605,WEST COAST UNIVERSITY-NORTH HOLLYWOOD                                 ,377,0,86,86,$774.00 
21111705,EXPRESSION COLLEGE                                                    ,377,0,53,53,$477.00 
21111805,ITT TECHNICAL INSTITUTE-CLOVIS                                        ,377,0,94,94,$846.00 
21111905,HENLEY PUTNAM UNIVERSITY                                              ,377,0,406,406,"$3,654.00 "
21112105,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY SAN DIEGO           ,377,0,768,768,"$6,912.00 "
21112405,WEST COAST UNIVERSITY-ORANGE COUNTY                                   ,377,0,127,127,"$1,143.00 "
21112505,AMERICAN UNIVERSITY OF HEALTH SCIENCES                                ,377,0,15,15,$135.00 
21112605,UNIVERSITY OF ST AUGUSTINE FOR HEALTH SCIENCES                        ,377,0,17,17,$153.00 
21112705,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY SACRAMENTO          ,377,0,117,117,"$1,053.00 "
21112905,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY INLAND EMPIRE       ,377,0,179,179,"$1,611.00 "
21113005,PACIFIC WEST COLLEGE OF LAW                                           ,377,0,2,2,$18.00 
21113305,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,33,33,$297.00 
21113405,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,74,74,$666.00 
21113605,WEST COAST UNIVERSITY-ONTARIO                                         ,377,0,126,126,"$1,134.00 "
21113705,FASHION INSTITUTE OF DESIGN & MERCHANDISING-LOS ANGELES               ,377,0,100,100,$900.00 
21113905,ALLIED AMERICAN UNIVERSITY                                            ,377,0,1439,1439,"$12,951.00 "
21114005,ITT TECHNICAL INSTITUTE-CONCORD                                       ,377,0,96,96,$864.00 
21114105,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY HOLLYWOOD           ,377,0,147,147,"$1,323.00 "
21114205,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,45,45,$405.00 
21114405,CALIFORNIA MIRAMAR UNIVERSITY                                         ,377,0,11,11,$99.00 
21114605,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,150,150,"$1,350.00 "
21114705,UNIVERSITY OF ANTELOPE VALLEY                                         ,377,0,49,49,$441.00 
21114805,ITT TECHNICAL INSTITUTE-CORONA                                        ,377,0,141,141,"$1,269.00 "
21114905,CALIFORNIA INTERCONTINENTAL UNIVERSITY                                ,377,0,40,40,$360.00 
21115105,ITT TECHNICAL INSTITUTE-CULVER CITY                                   ,377,0,39,39,$351.00 
21115205,CHARTER COLLEGE-OXNARD                                                ,377,0,35,35,$315.00 
21115605,ITT TECHNICAL INSTITUTE-OAKLAND                                       ,377,0,42,42,$378.00 
21115805,ABRAHAM LINCOLN UNIVERSITY                                            ,377,0,23,23,$207.00 
21115905,STANBRIDGE COLLEGE                                                    ,377,0,51,51,$459.00 
21116005,INTERIOR DESIGNERS INSTITUTE                                          ,377,0,3,3,$27.00 
21116105,NEW YORK FILM ACADEMY                                                 ,377,0,300,300,"$2,700.00 "
21116205,UNITED STATES UNIVERSITY                                              ,377,0,41,41,$369.00 
21116305,UNITEK COLLEGE - FREMONT                                              ,377,0,84,84,$756.00 
21116705,INTERNATIONAL AMERICAN UNIVERSITY                                     ,377,0,5,5,$45.00 
21116805,NEWSCHOOL OF ARCHITECTURE & DESIGN                                    ,377,0,44,44,$396.00 
21116905,NEW CHARTER UNIVERSITY                                                ,377,0,1,1,$9.00 
21117005,PLATT COLLEGE-RIVERSIDE                                               ,377,0,60,60,$540.00 
21117205,EX'PRESSION COLLEGE-SAN JOSE                                          ,377,0,6,6,$54.00 
21117305,UNIVERSITY OF EAST-WEST MEDICINE                                      ,377,0,1,1,$9.00 
21117405,LOS ANGELES ACADEMY OF FIGURATIVE ART                                 ,377,0,4,4,$36.00 
21117705,THE LOS ANGELES FILM SCHOOL                                           ,377,0,536,536,"$4,824.00 "
21117805,COGSWELL COLLEGE                                                      ,377,0,14,14,$126.00 
21117905,ITT TECHNICAL INSTITUTE-VISTA                                         ,377,0,85,85,$765.00 
21118105,FIVE BRANCHES UNIVERSITY                                              ,377,0,3,3,$27.00 
21504205,CALIFORNIA SOUTHERN LAW SCHOOL                                        ,377,0,5,5,$45.00 
21506905,WESTERN SIERRA LAW SCHOOL                                             ,377,0,3,3,$27.00 
21507305,DESIGN INSTITUTE OF SAN DIEGO                                         ,377,0,22,22,$198.00 
21507805,EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE                    ,377,0,1,1,$9.00 
21509305,WESTERN STATE COLLEGE OF LAW AT ARGOSY UNIVERSITY                     ,377,0,12,12,$108.00 
21800205,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,632,632,"$5,688.00 "
21800805,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,262,262,"$2,358.00 "
21801005,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,499,499,"$4,491.00 "
21801105,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,270,270,"$2,430.00 "
21801405,DEVRY INSTITUTE OF TECHNOLOGY                                         ,377,0,7,7,$63.00 
21801805,WESTWOOD COLLEGE-ANAHEIM                                              ,377,0,72,72,$648.00 
21801905,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY ORANGE COUNTY       ,377,0,181,181,"$1,629.00 "
21802005,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY LOS ANGELES         ,377,0,126,126,"$1,134.00 "
21802205,SOUTHERN CALIFORNIA INSTITUTE OF LAW-VENTURA                          ,377,0,2,2,$18.00 
21803105,WESTWOOD COLLEGE-LOS ANGELES                                          ,377,0,71,71,$639.00 
21803205,WESTWOOD COLLEGE-INLAND EMPIRE                                        ,377,0,118,118,"$1,062.00 "
21803305,CARRINGTON COLLEGE-SAN JOSE                                           ,377,0,38,38,$342.00 
21803405,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,188,188,"$1,692.00 "
21803605,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY SAN FRANCISCO       ,377,0,159,159,"$1,431.00 "
21803805,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,177,177,"$1,593.00 "
21803905,WESTWOOD COLLEGE-SOUTH BAY                                            ,377,0,48,48,$432.00 
21804005,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,103,103,$927.00 
21804105,ARGOSY UNIVERSITY-INLAND EMPIRE                                       ,377,0,93,93,$837.00 
21804305,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,193,193,"$1,737.00 "
21804405,THE ART INSTITUTE OF CALIFORNIA-ARGOSY UNIVERSITY-SILICON VALLEY      ,377,0,35,35,$315.00 
21804505,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,266,266,"$2,394.00 "
21804605,DEVRY UNIVERSITY-CALIFORNIA                                           ,377,0,26,26,$234.00 
21804705,SANTA BARBARA BUSINESS COLLEGE-RANCHO MIRAGE                          ,377,0,22,22,$198.00 
21804805,SANTA BARBARA BUSINESS COLLEGE-VENTURA                                ,377,0,19,19,$171.00 
21804905,SANTA BARBARA BUSINESS COLLEGE-SANTA BARBARA                          ,377,0,4,4,$36.00 
21805005,SANTA BARBARA BUSINESS COLLEGE-VENTURA                                ,377,0,9,9,$81.00 
21805105,SANTA BARBARA BUSINESS COLLEGE-SANTA MARIA                            ,377,0,21,21,$189.00 
21830905,ITT TECHNICAL INSTITUTE-RANCHO CORDOVA                                ,377,0,160,160,"$1,440.00 "
21831005,ITT TECHNICAL INSTITUTE-NATIONAL CITY                                 ,377,0,576,576,"$5,184.00 "
21831105,ITT TECHNICAL INSTITUTE-SAN DIMAS                                     ,377,0,124,124,"$1,116.00 "
21831205,ITT TECHNICAL INSTITUTE-SAN BERNARDINO                                ,377,0,133,133,"$1,197.00 "
21831305,ITT TECHNICAL INSTITUTE-TORRANCE                                      ,377,0,137,137,"$1,233.00 "
21831505,ITT TECHNICAL INSTITUTE-OXNARD                                        ,377,0,87,87,$783.00 
21831605,ITT TECHNICAL INSTITUTE-SYLMAR                                        ,377,0,116,116,"$1,044.00 "
