FACILITY NO.,SCHOOL NAME,STATION,COUNT OF ADV PAY STUDENTS,COUNT OF REG STUDENTS,TOTAL COUNT OF STUDENTS, TOTAL PAID                          
11018674,UNIVERSITY OF KENT-CANTERBURY                                         ,307,0,4,4,$36.00 
11020774,NEWCASTLE UNIVERSITY                                                  ,307,0,5,5,$45.00 
11021574,KING'S COLLEGE LONDON                                                 ,307,0,19,19,$171.00 
11057974,COVENTRY UNIVERSITY                                                   ,307,0,3,3,$27.00 
11100074,UNIVERSITY OF HERTFORDSHIRE                                           ,307,0,3,3,$27.00 
11100274,UNIVERSITY COLLEGE LONDON                                             ,307,0,8,8,$72.00 
11100374,UNIVERSITY OF READING                                                 ,307,0,2,2,$18.00 
11100474,UNIVERSITY OF LEEDS                                                   ,307,0,7,7,$63.00 
11100674,LOUGHBOROUGH UNIVERSITY                                               ,307,0,1,1,$9.00 
11100774,UNIVERSITY OF SUSSEX                                                  ,307,0,3,3,$27.00 
11101974,UNIVERSITY OF BRIGHTON                                                ,307,0,3,3,$27.00 
11102074,UNIVERSITY OF TEESSIDE                                                ,307,0,2,2,$18.00 
11102174,BOURNEMOUTH UNIVERSITY                                                ,307,0,6,6,$54.00 
11102274,UNIVERSITY OF BRISTOL                                                 ,307,0,4,4,$36.00 
11102574,BIRKBECK COLLEGE-UNIVERSITY OF LONDON                                 ,307,0,5,5,$45.00 
11102674,IMPERIAL COLLEGE LONDON                                               ,307,0,2,2,$18.00 
11102774,ABERYSTWYTH UNIVERSITY                                                ,307,0,5,5,$45.00 
11102874,UNIVERSITY OF DUBLIN - TRINITY COLLEGE                                ,307,0,5,5,$45.00 
11102974,UNIVERSITY OF LIVERPOOL                                               ,307,0,2,2,$18.00 
11103074,UNIVERSITY OF BOLTON                                                  ,307,0,1,1,$9.00 
11103174,UNIVERSITY OF CENTRAL LANCASHIRE                                      ,307,0,1,1,$9.00 
11103274,BRUNEL UNIVERSITY                                                     ,307,0,3,3,$27.00 
11105574,LONDON METROPOLITAN UNIVERSITY                                        ,307,0,1,1,$9.00 
11105974,ROYAL AGRICULTURAL COLLEGE                                            ,307,0,1,1,$9.00 
11106174,HERIOT-WATT UNIVERSITY                                                ,307,0,4,4,$36.00 
11106274,UNIVERSITY OF EDINBURGH                                               ,307,0,21,21,$189.00 
11106374,UNIVERSITY OF SHEFFIELD                                               ,307,0,2,2,$18.00 
11106474,UNIVERSITY OF EAST ANGLIA                                             ,307,0,4,4,$36.00 
11106574,UNIVERSITY OF OXFORD                                                  ,307,0,18,18,$162.00 
11106674,THE UNIVERSITY OF YORK                                                ,307,0,1,1,$9.00 
11106974,UNIVERSITY OF WESTMINSTER                                             ,307,0,5,5,$45.00 
11107074,UNIVERSITY COLLEGE DUBLIN                                             ,307,0,8,8,$72.00 
11107174,UNIVERSITY OF EXETER                                                  ,307,0,6,6,$54.00 
11107374,NOTTINGHAM TRENT UNIVERSITY                                           ,307,0,5,5,$45.00 
11107474,UNIVERSITY OF NORTHAMPTON                                             ,307,0,1,1,$9.00 
11107574,UNIVERSITY OF GLASGOW                                                 ,307,0,12,12,$108.00 
11107674,QUEEN'S UNIVERSITY OF BELFAST                                         ,307,0,2,2,$18.00 
11107874,SWANSEA UNIVERSITY                                                    ,307,0,5,5,$45.00 
11108074,UNIVERSITY OF ESSEX                                                   ,307,0,2,2,$18.00 
11108174,DURHAM UNIVERSITY                                                     ,307,0,8,8,$72.00 
11108274,UNIVERSITY OF CAMBRIDGE                                               ,307,0,12,12,$108.00 
11108374,UNIVERSITY OF ABERDEEN                                                ,307,0,3,3,$27.00 
11108674,QUEEN MARY UNIVERSITY OF LONDON                                       ,307,0,5,5,$45.00 
11108774,UNIVERSITY OF MANCHESTER                                              ,307,0,2,2,$18.00 
11108874,CITY UNIVERSITY LONDON                                                ,307,0,7,7,$63.00 
11108974,MIDDLESEX UNIVERSITY                                                  ,307,0,1,1,$9.00 
11109174,UNIVERSITY OF LEICESTER                                               ,307,0,1,1,$9.00 
11200374,ROEHAMPTON UNIVERSITY                                                 ,307,0,2,2,$18.00 
11200474,LANCASTER UNIVERSITY                                                  ,307,0,1,1,$9.00 
11200574,BANGOR UNIVERSITY                                                     ,307,0,7,7,$63.00 
11201074,UNIVERSITY OF THE ARTS LONDON                                         ,307,0,4,4,$36.00 
11201174,UNIVERSITY OF SALFORD                                                 ,307,0,2,2,$18.00 
11201274,UNIVERSITY OF ABERTAY DUNDEE                                          ,307,0,1,1,$9.00 
11201374,KINGSTON UNIVERSITY                                                   ,307,0,4,4,$36.00 
11201474,ROYAL COLLEGE OF MUSIC                                                ,307,0,1,1,$9.00 
11201674,UNIVERSITY OF SOUTH WALES                                             ,307,0,3,3,$27.00 
11201774,GALWAY-MAYO INSTITUTE OF TECH                                         ,307,0,2,2,$18.00 
11201974,LONDON SCH OF HYGIENE & TROPIC                                        ,307,0,2,2,$18.00 
11202074,BUCKINGHAMSHIRE NEW UNIVERSITY                                        ,307,0,3,3,$27.00 
11202174,UNIVERSITY OF CHICHESTER                                              ,307,0,2,2,$18.00 
11202274,UNIVERSITY OF PLYMOUTH                                                ,307,0,2,2,$18.00 
11202374,UNIVERSITY OF CHESTER                                                 ,307,0,1,1,$9.00 
11202574,LIVERPOOL HOPE UNIVERSITY                                             ,307,0,1,1,$9.00 
11203074,LIVERPOOL JOHN MOORES UNIVERSITY                                      ,307,0,1,1,$9.00 
11203274,ROYAL WELSH COLLEGE OF MUSIC AND DRAMA                                ,307,0,1,1,$9.00 
11203374,FALMOUTH UNIVERSITY                                                   ,307,0,2,2,$18.00 
11300074,UNIVERSITY COLLEGE CORK                                               ,307,0,4,4,$36.00 
11300174,WATERFORD INSTITUTE OF TECHNOLOGY                                     ,307,0,1,1,$9.00 
11300474,UNIVERSITY OF LIMERICK                                                ,307,0,3,3,$27.00 
11300574,MARY IMMACULATE COLLEGE                                               ,307,0,1,1,$9.00 
11300674,LETTERKENNY INSTITUTE OF TECHNOLOGY                                   ,307,0,1,1,$9.00 
11400274,ROYAL CONSERVATOIRE OF SCOTLAND                                       ,307,0,1,1,$9.00 
11800074,EDINBURGH NAPIER UNIVERSITY                                           ,307,0,1,1,$9.00 
11800174,SCHOOL OF ORIENTAL & AFRICAN                                          ,307,0,2,2,$18.00 
11800274,CARDIFF UNIVERSITY                                                    ,307,0,1,1,$9.00 
12800674,ST GEORGE'S HOSPITAL MEDICAL SCHOOL                                   ,307,0,1,1,$9.00 
14000174,BUILDING CRAFTS COLLEGE                                               ,307,0,1,1,$9.00 
21100374,RICHMOND-AIU IN LONDON                                                ,307,0,17,17,$153.00 
21200174,THE UNIVERSITY OF LAW                                                 ,307,0,1,1,$9.00 
21200274,GRIFFITH COLLEGE                                                      ,307,0,1,1,$9.00 
31000374,BELFAST BIBLE COLLEGE                                                 ,307,0,1,1,$9.00 
31000474,DUBLIN BUSINESS SCHOOL                                                ,307,0,1,1,$9.00 
31004174,HULT INTERNATIONAL BUSINESS SCHOOL                                    ,307,0,7,7,$63.00 
31005074,ANGLO-EUROPEAN COLL OF CHIROPR                                        ,307,0,1,1,$9.00 
31018074,LONDON BUSINESS SCHOOL                                                ,307,0,9,9,$81.00 
31019574,CANTERBURY CHRIST CHURCH UNIVERSITY                                   ,307,0,1,1,$9.00 
31025574,ANGLIA POLYTECHNIC UNIVERSITY                                         ,307,0,1,1,$9.00 
31106774,UNIVERSITY OF WOLVERHAMPTON                                           ,307,0,1,1,$9.00 
31119274,AMERICAN COLLEGE DUBLIN                                               ,307,0,1,1,$9.00 
31122274,UNIVERSITY OF BUCKINGHAM                                              ,307,0,1,1,$9.00 
31316574,UNIVERSITY OF GREENWICH                                               ,307,0,2,2,$18.00 
31320074,GLASGOW SCHOOL OF ART                                                 ,307,0,1,1,$9.00 
31320374,ST MARY'S UNIVERSITY COLLEGE                                          ,307,0,1,1,$9.00 
31320574,WALES EVANGELICAL SCH OF THEOL                                        ,307,0,1,1,$9.00 
31320674,ARTS EDUCATIONAL SCHOOLS                                              ,307,0,2,2,$18.00 
31320874,NAZARENE THEOLOGICAL COLLEGE                                          ,307,0,1,1,$9.00 
31800374,UNIVERSITY CAMPUS SUFFOLK                                             ,307,0,2,2,$18.00 
34000374,PETERBOROUGH REGIONAL COLLEGE                                         ,307,0,1,1,$9.00 
11000175,LAKEHEAD UNIVERSITY                                                   ,307,0,2,2,$18.00 
11000475,FANSHAWE COLLEGE                                                      ,307,0,6,6,$54.00 
11000575,MOUNT ST VINCENT UNIVERSITY                                           ,307,0,1,1,$9.00 
11000675,UNIVERSITY OF WINDSOR                                                 ,307,0,3,3,$27.00 
11000775,SAINT MARY'S UNIVERSITY                                               ,307,0,2,2,$18.00 
11008975,DOUGLAS COLLEGE                                                       ,307,0,1,1,$9.00 
11009075,UNIVERSITY OF ONTARIO INSTITUTE OF TECHNOLOGY                         ,307,0,1,1,$9.00 
11009175,MOHAWK COLLEGE                                                        ,307,0,2,2,$18.00 
11010875,ST CLAIR COLLEGE                                                      ,307,0,3,3,$27.00 
11039775,SHERIDAN COLLEGE                                                      ,307,0,4,4,$36.00 
11100275,NIAGARA COLLEGE                                                       ,307,0,3,3,$27.00 
11100375,KWANTLEN POLYTECHNIC UNIV                                             ,307,0,1,1,$9.00 
11100475,UNIVERSITY OF REGINA                                                  ,307,0,1,1,$9.00 
11100675,ST THOMAS UNIVERSITY                                                  ,307,0,5,5,$45.00 
11100775,ST LAWRENCE COLLEGE                                                   ,307,0,8,8,$72.00 
11100875,UNIVERSITY OF SASKATCHEWAN                                            ,307,0,3,3,$27.00 
11100975,UNIVERSITY OF NEW BRUNSWICK                                           ,307,0,2,2,$18.00 
11101075,LAMBTON COLLEGE                                                       ,307,0,1,1,$9.00 
11101175,BROCK UNIVERSITY                                                      ,307,0,1,1,$9.00 
11101275,DURHAM COLLEGE                                                        ,307,0,1,1,$9.00 
11101375,GEORGE BROWN COLLEGE                                                  ,307,0,6,6,$54.00 
11101475,UNIVERSITY OF ALBERTA                                                 ,307,0,1,1,$9.00 
11101575,UNIVERSITY OF TORONTO                                                 ,307,0,14,14,$126.00 
11101675,UNIVERSITY OF BRITISH COLUMBIA                                        ,307,0,14,14,$126.00 
11101775,UNIVERSITY OF MANITOBA                                                ,307,0,2,2,$18.00 
11101875,BRITISH COLUMBIA INSTITUTE OF TECHNOLOGY                              ,307,0,1,1,$9.00 
11101975,WILFRID LAURIER UNIVERSITY                                            ,307,0,2,2,$18.00 
11102075,CONCORDIA UNIVERSITY                                                  ,307,0,5,5,$45.00 
11102175,ALGONQUIN COLLEGE                                                     ,307,0,4,4,$36.00 
11102275,MOUNT ROYAL UNIVERSITY                                                ,307,0,1,1,$9.00 
11102375,UNIVERSITY OF WINNIPEG                                                ,307,0,2,2,$18.00 
11102475,CONESTOGA COLLEGE INSTITUTE                                           ,307,0,2,2,$18.00 
11102575,LOYALIST COLLEGE                                                      ,307,0,1,1,$9.00 
11102675,SIMON FRASER UNIVERSITY                                               ,307,0,9,9,$81.00 
11102975,HUMBER INSTITUTE OF TECHNOLOGY                                        ,307,0,2,2,$18.00 
11103075,RYERSON UNIVERSITY                                                    ,307,0,4,4,$36.00 
11103175,YORK UNIVERSITY                                                       ,307,0,5,5,$45.00 
11103275,UNIVERSITY OF WESTERN ONTARIO                                         ,307,0,2,2,$18.00 
11103375,SAIT POLYTECHNIC                                                      ,307,0,2,2,$18.00 
11103475,SENECA COLLEGE                                                        ,307,0,4,4,$36.00 
11103575,MOUNT ALLISON UNIVERSITY                                              ,307,0,4,4,$36.00 
