Facility code,Name of institution,State,Country, Number of trainees ,Profit status,Type of payment,Tuition and Fees Cost, Number of payments 
149C1443,San Jacinto Community College,Texas,," 1,169 ",Public,School Tuition & Fees,"$3,042,408.63"," 3,050 "
149B5435,North Central State College,Ohio,, 78 ,Public,School Tuition & Fees,"$231,368.96", 157 
149B4432,North Country Community College,New York,, 39 ,Public,School Tuition & Fees,"$155,956.78", 73 
149B3438,Pennsylvania Highlands Community College,Pennsylvania,, 50 ,Public,School Tuition & Fees,"$226,140.76", 109 
149B3432,Orange County Community College,New York,, 257 ,Public,School Tuition & Fees,"$905,407.30", 540 
149B2432,Clinton Community College,New York,, 37 ,Public,School Tuition & Fees,"$114,586.27", 73 
149B1432,Schenectady County Community College,New York,, 101 ,Public,School Tuition & Fees,"$229,603.61", 207 
149A8443,Northeast Texas Community College,Texas,, 57 ,Public,School Tuition & Fees,"$124,404.00", 101 
149A7432,Cuny Queensborough Community College,New York,, 282 ,Public,School Tuition & Fees,"$980,335.16", 594 
149A6405,Woodland Community College,California,, 3 ,Public,School Tuition & Fees,"$2,432.00", 4 
149A5432,Suny Westchester Community College,New York,, 136 ,Public,School Tuition & Fees,"$533,114.59", 283 
149A5405,Folsom Lake College,California,, 196 ,Public,School Tuition & Fees,"$92,437.78", 346 
149A4405,West Valley College,California,, 89 ,Public,School Tuition & Fees,"$32,943.95", 159 
149A3443,Brazosport College,Texas,, 168 ,Public,School Tuition & Fees,"$313,394.57", 379 
149A3405,Copper Mountain Community College,California,, 17 ,Public,School Tuition & Fees,"$10,888.20", 23 
149A2435,Northwest State Community College,Ohio,, 62 ,Public,School Tuition & Fees,"$168,351.73", 129 
149A2405,Lassen Community College,California,, 30 ,Public,School Tuition & Fees,"$16,181.93", 46 
149A1443,Lamar State College-Port Arthur,Texas,, 30 ,Public,School Tuition & Fees,"$94,475.34", 51 
149A1432,Borough Of Manhattan Community College,New York,, 456 ,Public,School Tuition & Fees,"$1,652,723.69"," 1,013 "
149A1405,Los Angeles City College,California,, 171 ,Public,School Tuition & Fees,"$40,966.97", 257 
149A0435,Clark State Community College,Ohio,, 150 ,Public,School Tuition & Fees,"$459,491.64", 327 
149A0405,Saddleback College,California,, 500 ,Public,School Tuition & Fees,"$245,354.61"," 1,174 "
148A0132,Ulster County Community College,New York,, 67 ,Public,School Tuition & Fees,"$200,887.82", 151 
119K7143,Texas A & M University-Corpus Christi,Texas,, 563 ,Public,School Tuition & Fees,"$3,533,716.73"," 1,215 "
119K5143,West Texas A&M University,Texas,, 184 ,Public,School Tuition & Fees,"$837,084.67", 378 
119H3143,The University Of Texas Health Science Center At Houston,Texas,, 55 ,Public,School Tuition & Fees,"$386,654.05", 98 
119G3143,Lamar University,Texas,, 525 ,Public,School Tuition & Fees,"$2,590,945.52"," 1,342 "
119G2143,The University Of Texas At San Antonio,Texas,," 1,446 ",Public,School Tuition & Fees,"$8,820,633.78"," 2,901 "
119F8443,Sam Houston State University,Texas,, 577 ,Public,School Tuition & Fees,"$3,964,120.02"," 1,342 "
119F1443,Lamar State College-Orange,Texas,, 67 ,Public,School Tuition & Fees,"$214,153.60", 147 
119E6143,The University Of Texas At Brownsville,Texas,, 295 ,Public,School Tuition & Fees,"$1,071,577.05", 626 
119E1143,Texas Tech University Health Sciences Center-Allied Health,Texas,, 36 ,Public,School Tuition & Fees,"$196,456.40", 71 
119D9143,Texas State University,Texas,," 1,261 ",Public,School Tuition & Fees,"$7,951,636.67"," 2,590 "
119D8143,Texas A & M University-Commerce,Texas,, 404 ,Public,School Tuition & Fees,"$1,740,817.93", 848 
119D1110,Eastern Florida State College,Florida,, 833 ,Public,School Tuition & Fees,"$1,713,606.58"," 2,101 "
119D0110,South Florida State College,Florida,, 91 ,Public,School Tuition & Fees,"$145,747.61", 202 
119C7110,Pensacola State College,Florida,, 867 ,Public,School Tuition & Fees,"$1,536,501.30"," 1,987 "
119C0110,Seminole State College Of Florida,Florida,, 470 ,Public,School Tuition & Fees,"$771,025.44"," 1,012 "
119B9110,Polk State College,Florida,, 263 ,Public,School Tuition & Fees,"$783,475.46", 711 
119B8110,Florida Southwestern State College,Florida,, 393 ,Public,School Tuition & Fees,"$857,664.95", 927 
119B7110,Santa Fe College,Florida,, 470 ,Public,School Tuition & Fees,"$990,688.35"," 1,115 "
119B3232,Suny At Albany,New York,, 148 ,Public,School Tuition & Fees,"$921,942.65", 335 
119B2132,Fashion Institute Of Technology,New York,, 49 ,Public,School Tuition & Fees,"$155,946.41", 92 
119A9138,Pennsylvania College Of Technology,Pennsylvania,, 389 ,Public,School Tuition & Fees,"$5,013,969.43"," 1,025 "
119A9110,Northwest Florida State College,Florida,," 1,129 ",Public,School Tuition & Fees,"$2,244,676.98"," 2,531 "
119A7110,Daytona State College,Florida,, 579 ,Public,School Tuition & Fees,"$1,206,852.12"," 1,490 "
119A6143,The University Of Texas Health Science Center At San Antonio,Texas,, 117 ,Public,School Tuition & Fees,"$752,686.11", 169 
119A5110,Indian River State College,Florida,, 443 ,Public,School Tuition & Fees,"$917,800.24"," 1,290 "
119A4132,Cuny Graduate School And University Center,New York,, 30 ,Public,School Tuition & Fees,"$109,716.25", 40 
119A3132,Cuny York College,New York,, 66 ,Public,School Tuition & Fees,"$302,089.05", 138 
119A2143,Sul Ross State University,Texas,, 35 ,Public,School Tuition & Fees,"$152,544.99", 73 
119A2132,Suny Maritime College,New York,, 73 ,Public,School Tuition & Fees,"$389,897.13", 144 
119A1132,Suny At Purchase College,New York,, 25 ,Public,School Tuition & Fees,"$89,635.22", 33 
119A0132,Alfred State - Suny College Of Technology,New York,, 62 ,Public,School Tuition & Fees,"$235,313.38", 134 
118A0132,Cuny Lehman College,New York,, 152 ,Public,School Tuition & Fees,"$845,522.24", 380 
46000733,National Association Of Safety Professionals,North Carolina,, 1 ,Private non-profit,School Tuition & Fees,"$1,995.00", 1 
38633145,Yestermorrow Design Build School,Vermont,, 5 ,Private non-profit,School Tuition & Fees,"$43,510.00", 10 
38554532,Word Of Life Bible Institute,New York,, 4 ,Private non-profit,School Tuition & Fees,"$24,319.26", 7 
38143910,Chapman School Of Seamanship Inc,Florida,, 25 ,Private non-profit,School Tuition & Fees,"$192,950.00", 26 
38011021,North Bennet Street School,Massachusetts,, 19 ,Private non-profit,School Tuition & Fees,"$368,504.53", 21 
35953736,Rhema Bible Training College,Oklahoma,, 14 ,Private non-profit,School Tuition & Fees,"$26,677.50", 41 
35953536,Heartland Baptist Bible College,Oklahoma,, 12 ,Private non-profit,School Tuition & Fees,"$44,567.78", 23 
35810047,Everest College-Bremerton,Washington,, 1 ,Private non-profit,School Tuition & Fees,"$2,919.10", 2 
35809618,Academy Of Interactive Entertainment,Louisiana,, 2 ,Private non-profit,School Tuition & Fees,"$17,000.00", 2 
35802132,The Art Students League Of New York,New York,, 2 ,Private non-profit,School Tuition & Fees,"$7,084.00", 2 
35801932,Faxton-St Luke'S Healthcare Ems Education And Training,New York,, 1 ,Private non-profit,School Tuition & Fees,$700.00, 1 
35801005,Ntma Training Centers Of Southern California,California,, 21 ,Private non-profit,School Tuition & Fees,"$261,628.53", 23 
35800705,Ntma Training Centers Of Southern California-Ontario,California,, 3 ,Private non-profit,School Tuition & Fees,"$41,500.00", 3 
35766707,Yale New Haven Sponsor Hospital Program,Connecticut,, 7 ,Private non-profit,School Tuition & Fees,"$6,974.06", 7 
35607625,Everest College-Kansas City,Missouri,, 2 ,Private non-profit,School Tuition & Fees,"$9,438.74", 7 
35606925,St Louis County Fire Academy Inc,Missouri,, 1 ,Private non-profit,School Tuition & Fees,"$6,100.00", 2 
35595825,New Tribes Mission Missionary Training Center,Missouri,, 1 ,Private non-profit,School Tuition & Fees,"$2,558.00", 1 
35587325,World Revival School Of Ministry,Missouri,, 1 ,Private non-profit,School Tuition & Fees,"$1,141.00", 2 
35574735,Everest Institute-Gahanna,Ohio,, 8 ,Private non-profit,School Tuition & Fees,"$61,107.16", 37 
35573935,Advanced Technical Intelligence Center,Ohio,, 5 ,Private non-profit,School Tuition & Fees,"$46,949.84", 5 
35571435,Pittsburgh Institute Of Aeronautics-Youngstown-Warren Campus,Ohio,, 11 ,Private non-profit,School Tuition & Fees,"$111,140.00", 20 
35564935,School Of Diagnostic Imaging Cchs,Ohio,, 2 ,Private non-profit,School Tuition & Fees,"$4,288.50", 6 
35555435,Akron General Medical Center Paramedic Program,Ohio,, 2 ,Private non-profit,School Tuition & Fees,"$10,200.00", 2 
35549135,Central School Of Practical Nursing,Ohio,, 4 ,Private non-profit,School Tuition & Fees,"$14,450.00", 4 
35533035,Lincoln Welding School,Ohio,, 5 ,Private non-profit,School Tuition & Fees,"$27,775.00", 9 
35531005,Gemological Institute Of America-Carlsbad,California,, 14 ,Private non-profit,School Tuition & Fees,"$283,730.80", 16 
35529635,Hobart Institute Of Welding Technology,Ohio,, 42 ,Private non-profit,School Tuition & Fees,"$628,238.02", 49 
35521025,Urshan College,Missouri,, 2 ,Private non-profit,School Tuition & Fees,"$11,755.00", 4 
35496710,Reformation Bible College,Florida,, 4 ,Private non-profit,School Tuition & Fees,"$19,640.00", 4 
35495710,Step Medical Teaching Learning,Florida,, 1 ,Private non-profit,School Tuition & Fees,$358.95, 1 
35488210,Star Center,Florida,, 8 ,Private non-profit,School Tuition & Fees,"$27,361.00", 19 
35481310,Zoe University Incorporated,Florida,, 4 ,Private non-profit,School Tuition & Fees,"$12,956.00", 23 
35480810,Charis Bible College-Jacksonville,Florida,, 1 ,Private non-profit,School Tuition & Fees,$636.00, 1 
35469947,Montessori Institute For Teacher Education At Spring Valley,Washington,, 1 ,Private non-profit,School Tuition & Fees,"$5,750.00", 1 
35469147,House Of Prayer Bible Seminary,Washington,, 25 ,Private non-profit,School Tuition & Fees,"$142,062.39", 62 
35449310,Mayo School Of Health Sciences,Florida,, 1 ,Private non-profit,School Tuition & Fees,$154.00, 2 
35449047,Everest College-Renton,Washington,, 3 ,Private non-profit,School Tuition & Fees,"$10,791.49", 7 
35437847,Wilderness Awareness School,Washington,, 14 ,Private non-profit,School Tuition & Fees,"$57,133.57", 14 
35426347,Pacific Maritime Institute,Washington,, 9 ,Private non-profit,School Tuition & Fees,"$47,439.00", 28 
35383132,Stella Adler Studio Of Acting,New York,, 8 ,Private non-profit,School Tuition & Fees,"$61,891.11", 11 
35356632,American Musical And Dramatic Academy,New York,, 13 ,Private non-profit,School Tuition & Fees,"$238,649.99", 25 
35308338,Mutual Aid Ambulance Service Inc,Pennsylvania,, 1 ,Private non-profit,School Tuition & Fees,"$4,200.00", 2 
35308238,Institute Of Medical Careers,Pennsylvania,, 4 ,Private non-profit,School Tuition & Fees,"$29,739.50", 7 
35308038,Precision Manufacturing Institute,Pennsylvania,, 5 ,Private non-profit,School Tuition & Fees,"$83,000.00", 5 
35306238,Center For Emergency Medicine Of Western Pa,Pennsylvania,, 4 ,Private non-profit,School Tuition & Fees,"$17,470.00", 7 
35301338,Pittsburgh Filmmakers,Pennsylvania,, 1 ,Private non-profit,School Tuition & Fees,"$11,735.02", 2 
35300038,Good Fellowship Ambulance & Ems Training Institute,Pennsylvania,, 6 ,Private non-profit,School Tuition & Fees,"$24,858.10", 11 
35275547,Everest College-Seattle,Washington,, 3 ,Private non-profit,School Tuition & Fees,"$17,791.60", 12 
35170222,Everest Institute-Southfield,Michigan,, 3 ,Private non-profit,School Tuition & Fees,"$25,945.30", 11 
35170022,Everest Institute-Dearborn,Michigan,, 6 ,Private non-profit,School Tuition & Fees,"$30,260.80", 23 
35160422,School Of Missionary Aviation Technology,Michigan,, 1 ,Private non-profit,School Tuition & Fees,"$3,689.98", 1 
35160322,Great Lakes Boat Building School,Michigan,, 2 ,Private non-profit,School Tuition & Fees,"$12,501.00", 3 
35139343,Everest Institute-San Antonio,Texas,, 23 ,Private non-profit,School Tuition & Fees,"$57,362.70", 39 
35139243,Everest Institute-Hobby,Texas,, 5 ,Private non-profit,School Tuition & Fees,"$19,091.77", 16 
35139143,Everest Institute-Greenspoint,Texas,, 9 ,Private non-profit,School Tuition & Fees,"$22,486.79", 20 
35139043,Everest Institute-Bissonnet,Texas,, 25 ,Private non-profit,School Tuition & Fees,"$70,671.49", 43 
35138943,Everest Institute-Austin,Texas,, 28 ,Private non-profit,School Tuition & Fees,"$56,482.79", 39 
35126643,Hendrick Medical Center School Of Radiography,Texas,, 1 ,Private non-profit,School Tuition & Fees,"$3,048.88", 1 
35124143,Associated Locksmiths Of America (Aloa) Trng Ctr,Texas,, 1 ,Private non-profit,School Tuition & Fees,"$1,760.00", 1 
35123243,Covenant School Of Nursing And Allied Health,Texas,, 7 ,Private non-profit,School Tuition & Fees,"$23,024.30", 9 
35123143,North Texas Institute For Career Development,Texas,, 1 ,Private non-profit,School Tuition & Fees,$176.25, 1 
35111348,B M Spurr School Of Practical Nursing,West Virginia,, 1 ,Private non-profit,School Tuition & Fees,"$4,055.00", 1 
35106943,Professional Development Institute,Texas,, 1 ,Private non-profit,School Tuition & Fees,"$3,495.00", 1 
35106843,Covenant School Of Surgical Techn,Texas,, 1 ,Private non-profit,School Tuition & Fees,"$2,300.00", 1 
35102639,International Yacht Restoration School Of Technology And Trades,Rhodes Island,, 16 ,Private non-profit,School Tuition & Fees,"$273,684.24", 35 
35100232,Collaborative Arts Project 21,New York,, 2 ,Private non-profit,School Tuition & Fees,"$18,563.21", 3 
35100032,East Hill Flying Club,New York,, 1 ,Private non-profit,School Tuition & Fees,"$1,831.60", 5 
35097843,Trinity Baptist Bible College,Texas,, 1 ,Private non-profit,School Tuition & Fees,"$3,720.00", 2 
35077236,Victory Bible College,Oklahoma,, 5 ,Private non-profit,School Tuition & Fees,"$9,761.63", 15 
35075643,Valley Grande Institute For Academic Studies,Texas,, 5 ,Private non-profit,School Tuition & Fees,"$56,191.21", 5 
35062913,Caan Academy Of Nursing,Illinois,, 1 ,Private non-profit,School Tuition & Fees,"$6,482.00", 2 
35062813,Mclean County Area Ems System,Illinois,, 1 ,Private non-profit,School Tuition & Fees,"$5,000.00", 1 
35062413,Osf Northern Illinois At Osf St Anthony,Illinois,, 1 ,Private non-profit,School Tuition & Fees,$736.70, 1 
35061513,Joseph Business School,Illinois,, 1 ,Private non-profit,School Tuition & Fees,"$2,100.00", 1 
35061413,Able Career Institute-National Able Network,Illinois,, 5 ,Private non-profit,School Tuition & Fees,"$45,000.00", 5 
35060813,Northeastern Illinois Public Safety Training Academy,Illinois,, 2 ,Private non-profit,School Tuition & Fees,"$7,990.00", 2 
35060513,Northwestern Institute Of Health And Technology,Illinois,, 1 ,Private non-profit,School Tuition & Fees,"$12,720.00", 5 
35058913,State Career College,Illinois,, 1 ,Private non-profit,School Tuition & Fees,"$14,000.00", 1 
35052310,Uf Health Jacksonville School Of Radiologic Technology,Florida,, 1 ,Private non-profit,School Tuition & Fees,"$3,065.00", 1 
35052121,Ems Academy,Massachusetts,, 6 ,Private non-profit,School Tuition & Fees,"$4,849.80", 6 
35045148,Opportunities Industrialization Center,West Virginia,, 1 ,Private non-profit,School Tuition & Fees,"$9,906.73", 1 
35038807,Oxford Ambulance Association,Connecticut,, 1 ,Private non-profit,School Tuition & Fees,$540.00, 1 
35038407,New Britain Emergency Medical Services Academy,Connecticut,, 6 ,Private non-profit,School Tuition & Fees,"$5,463.12", 7 
35038107,Independent Ct Petroleum Association Education Foundation Inc,Connecticut,, 1 ,Private non-profit,School Tuition & Fees,$686.70, 1 
35036046,Fork Union Military Academy,Virginia,, 1 ,Private non-profit,School Tuition & Fees,"$7,082.26", 2 
35033043,Christ For The Nations Institute,Texas,, 28 ,Private non-profit,School Tuition & Fees,"$104,867.50", 44 
35032906,School Leaders For America,Colorado,, 3 ,Private non-profit,School Tuition & Fees,"$17,550.00", 3 
35032706,The Colorado School For Family Therapy,Colorado,, 4 ,Private non-profit,School Tuition & Fees,"$49,515.02", 19 
35031509,The Vets Group,District of Columbia,, 29 ,Private non-profit,School Tuition & Fees,"$252,847.68", 67 
35030446,Center For Employment Training,Virginia,, 5 ,Private non-profit,School Tuition & Fees,"$45,434.80", 5 
35030406,Rolf Institute Of Structural Integration,Colorado,, 2 ,Private non-profit,School Tuition & Fees,"$8,464.00", 2 
35029622,National Personal Training Institute,Michigan,, 4 ,Private non-profit,School Tuition & Fees,"$21,796.00", 4 
35028643,Valley Baptist Medical Center,Texas,, 1 ,Private non-profit,School Tuition & Fees,"$2,290.00", 1 
35028043,Calvary Cathedral Intl Bible College,Texas,, 1 ,Private non-profit,School Tuition & Fees,"$1,130.00", 3 
35027842,Oak Ridge Regional Training Corporation,Tennessee,, 1 ,Private non-profit,School Tuition & Fees,"$1,500.00", 1 
35025118,Greenwood Acres Christian College,Louisiana,, 1 ,Private non-profit,School Tuition & Fees,"$1,647.00", 1 
35024818,Louisiana Shooters Unlimited,Louisiana,, 49 ,Private non-profit,School Tuition & Fees,"$439,122.16", 57 
35022820,Umbc Training Centers,Maryland,, 30 ,Private non-profit,School Tuition & Fees,"$157,786.75", 59 
35022618,United Theological Seminary And Bible College,Louisiana,, 3 ,Private non-profit,School Tuition & Fees,"$4,280.00", 9 
35022118,World Evangelism Bible College,Louisiana,, 3 ,Private non-profit,School Tuition & Fees,"$3,540.00", 4 
