Facility Code,Name of Institution,State,Country,Number of Trainees,Profit Status,Type of Payment,Tuition and Fees Cost,Number of payments
31508017,University Of Pikeville,Kentucky,,15,Private non-profit,School Tuition & Fees,"$112,362.44",21
31507905,Pitzer College,California,,4,Private non-profit,School Tuition & Fees,"$68,915.93",4
31507735,Columbus College Of Art And Design,Ohio,,14,Private non-profit,School Tuition & Fees,"$147,479.56",16
31507517,Lexington Theological Seminary,Kentucky,,2,Private non-profit,School Tuition & Fees,"$9,752.00",28
31507235,United Theological Seminary,Ohio,,16,Private non-profit,School Tuition & Fees,"$218,978.11",36
31507205,Harvey Mudd College,California,,4,Private non-profit,School Tuition & Fees,"$49,282.66",4
31506505,Westmont College,California,,7,Private non-profit,School Tuition & Fees,"$121,059.09",14
31506417,Asbury Theological Seminary,Kentucky,,21,Private non-profit,School Tuition & Fees,"$99,950.59",43
31506405,Claremont Mckenna College,California,,5,Private non-profit,School Tuition & Fees,"$157,733.32",8
31506305,Loyola Law School,California,,8,Private non-profit,School Tuition & Fees,"$136,689.42",13
31505405,California Western School Of Law,California,,34,Private non-profit,School Tuition & Fees,"$696,121.21",51
31505305,California Institute Of Technology,California,,3,Private non-profit,School Tuition & Fees,"$70,414.83",7
31505105,University Of Southern California,California,,722,Private non-profit,School Tuition & Fees,"$12,238,029.85","1,142"
31505005,University Of Redlands (Redlands),California,,56,Private non-profit,School Tuition & Fees,"$402,340.01",146
31504905,Scripps College,California,,1,Private non-profit,School Tuition & Fees,"$13,438.82",1
31504705,Pomona College,California,,2,Private non-profit,School Tuition & Fees,"$40,470.04",2
31504505,La Sierra University,California,,38,Private non-profit,School Tuition & Fees,"$431,071.30",64
31504405,Occidental College,California,,9,Private non-profit,School Tuition & Fees,"$178,859.16",9
31504205,Loyola Marymount University,California,,48,Private non-profit,School Tuition & Fees,"$830,265.41",61
31503805,Claremont Graduate University,California,,16,Private non-profit,School Tuition & Fees,"$233,937.82",24
31503335,Pontifical College Josephinum,Ohio,,2,Private non-profit,School Tuition & Fees,"$23,469.00",2
31503105,The Master'S College,California,,57,Private non-profit,School Tuition & Fees,"$827,028.71",169
31503014,Calumet College Of Saint Joseph,Indiana,,18,Private non-profit,School Tuition & Fees,"$168,565.93",94
31502205,Claremont School Of Theology,California,,3,Private non-profit,School Tuition & Fees,"$46,584.30",8
31501705,St John'S Seminary,California,,1,Private non-profit,School Tuition & Fees,"$8,250.00",1
31501305,Art Center College Of Design,California,,13,Private non-profit,School Tuition & Fees,"$229,755.05",21
31501005,Vanguard University Of Southern California,California,,46,Private non-profit,School Tuition & Fees,"$361,876.26",211
31500925,Webster University - St Louis,Missouri,,"1,087",Private non-profit,School Tuition & Fees,"$5,634,669.74","2,640"
31500405,Woodbury University,California,,26,Private non-profit,School Tuition & Fees,"$290,138.15",41
31500214,Valparaiso University,Indiana,,40,Private non-profit,School Tuition & Fees,"$576,259.78",66
31500105,Marshall B Ketchum University,California,,6,Private non-profit,School Tuition & Fees,"$75,852.55",10
31500070,Nazarene Theological College,,Australia,1,Private non-profit,School Tuition & Fees,"$14,225.14",2
31484047,Walla Walla University,Washington,,23,Private non-profit,School Tuition & Fees,"$364,485.21",73
31457547,Lios Graduate College Of Saybrook University,Washington,,1,Private non-profit,School Tuition & Fees,"$1,035.00",1
31452847,Corban University,Washington,,6,Private non-profit,School Tuition & Fees,"$33,304.00",10
31452647,Northwest Institute Of Literary Arts,Washington,,1,Private non-profit,School Tuition & Fees,"$6,325.00",1
31452447,Tacoma Bible College - W/D,Washington,,4,Private non-profit,School Tuition & Fees,"$22,800.00",7
31452347,Pinchot University,Washington,,4,Private non-profit,School Tuition & Fees,"$69,113.92",13
31449747,Trinity Western University - Bellingham,Washington,,5,Private non-profit,School Tuition & Fees,"$57,153.50",45
31448147,Lesley University,Washington,,1,Private non-profit,School Tuition & Fees,"$4,825.00",1
31443447,Pacific Northwest University Of Health Sciences,Washington,,6,Private non-profit,School Tuition & Fees,"$112,279.40",6
31437547,Brandman University-Lacey,Washington,,137,Private non-profit,School Tuition & Fees,"$1,136,767.41",428
31429047,Saint Martins University,Washington,,318,Private non-profit,School Tuition & Fees,"$2,600,885.01",761
31424647,Columbia College - Whidbey Island,Washington,,110,Private non-profit,School Tuition & Fees,"$345,021.94",286
31420005,Pacific Lutheran Theological Seminary,California,,1,Private non-profit,School Tuition & Fees,"$19,198.31",3
31419347,The Seattle School Of Theology And Psychology,Washington,,4,Private non-profit,School Tuition & Fees,"$29,439.00",7
31417447,Embry-Riddle Aeronautical University-Everett,Washington,,38,Private non-profit,School Tuition & Fees,"$203,001.51",121
31405209,Georgetown University,District of Columbia,,390,Private non-profit,School Tuition & Fees,"$4,377,150.39",576
31404847,Webster University-Fairchild Afb,Washington,,24,Private non-profit,School Tuition & Fees,"$130,820.00",86
31401847,Embry-Riddle Aeronautical University-Seattle,Washington,,89,Private non-profit,School Tuition & Fees,"$320,829.19",219
31400225,Columbia College,Missouri,,717,Private non-profit,School Tuition & Fees,"$2,491,441.74","1,768"
31393047,Seattle Bible College,Washington,,1,Private non-profit,School Tuition & Fees,"$3,656.00",3
31390047,Seattle Pacific University,Washington,,114,Private non-profit,School Tuition & Fees,"$1,863,850.69",286
31383532,College Of New Rochelle,New York,,41,Private non-profit,School Tuition & Fees,"$229,775.73",71
31383432,Union Graduate College,New York,,7,Private non-profit,School Tuition & Fees,"$87,371.84",20
31383232,Adelphi University,New York,,73,Private non-profit,School Tuition & Fees,"$1,079,472.82",181
31383132,Hilbert College,New York,,41,Private non-profit,School Tuition & Fees,"$494,408.15",99
31383032,Dyouville College,New York,,92,Private non-profit,School Tuition & Fees,"$1,124,051.92",218
31382732,Houghton College,New York,,14,Private non-profit,School Tuition & Fees,"$143,408.67",34
31382532,Mount Sinai School Of Medicine,New York,,2,Private non-profit,School Tuition & Fees,"$27,331.31",2
31381732,The King'S College,New York,,10,Private non-profit,School Tuition & Fees,"$115,748.97",18
31377532,Columbia College - Extended Studies Division,New York,,63,Private non-profit,School Tuition & Fees,"$193,210.69",180
31373532,Yeshiva University-Benjamin N Cardozo School Of Law,New York,,4,Private non-profit,School Tuition & Fees,"$74,869.57",5
31373432,New York Chiropractic College,New York,,7,Private non-profit,School Tuition & Fees,"$68,451.50",10
31368532,St. John'S University - School Of Law,New York,,1,Private non-profit,School Tuition & Fees,"$19,198.31",2
31365332,Concordia College,New York,,4,Private non-profit,School Tuition & Fees,"$37,920.81",7
31361732,Yeshiva University,New York,,3,Private non-profit,School Tuition & Fees,"$45,532.46",5
31360005,Monterey Inst Of Intrnl Studies,California,,67,Private non-profit,School Tuition & Fees,"$1,141,964.53",122
31358047,Brandman University-Whidbey Island,Washington,,97,Private non-profit,School Tuition & Fees,"$886,414.01",381
31357047,Brandman University-Jblm,Washington,,142,Private non-profit,School Tuition & Fees,"$927,137.39",438
31356047,Antioch University Seattle,Washington,,24,Private non-profit,School Tuition & Fees,"$354,130.69",85
31350047,Brandman University-Bangor,Washington,,114,Private non-profit,School Tuition & Fees,"$1,023,368.62",403
31350005,Mills College,California,,18,Private non-profit,School Tuition & Fees,"$258,328.71",25
31330132,Clarkson University,New York,,48,Private non-profit,School Tuition & Fees,"$793,872.63",56
31329047,Fuller Theological Seminary,Washington,,10,Private non-profit,School Tuition & Fees,"$101,394.31",28
31328047,Embry-Riddle Aeronautical University-Whidbey Island,Washington,,55,Private non-profit,School Tuition & Fees,"$280,348.56",164
31326047,Columbia College - Ns Everett - Marysville,Washington,,187,Private non-profit,School Tuition & Fees,"$576,554.34",533
31324547,Pacific Lutheran University,Washington,,262,Private non-profit,School Tuition & Fees,"$3,933,001.56",494
31320774,Edinburgh Theological Seminary,,British Isles,1,Private non-profit,School Tuition & Fees,"$1,705.11",1
31320574,Wales Evangelical School Of Theology,,British Isles,2,Private non-profit,School Tuition & Fees,"$21,475.84",2
31320474,British College Of Osteopathic Medicine,,British Isles,1,Private non-profit,School Tuition & Fees,"$21,214.58",4
31316574,University Of Greenwich,,British Isles,2,Private non-profit,School Tuition & Fees,"$23,932.95",9
31312132,Wells College,New York,,2,Private non-profit,School Tuition & Fees,"$18,893.26",5
31311732,Le Moyne College,New York,,64,Private non-profit,School Tuition & Fees,"$875,630.87",128
31311432,St. Lawrence University,New York,,6,Private non-profit,School Tuition & Fees,"$109,369.15",9
31310832,Hamilton College,New York,,2,Private non-profit,School Tuition & Fees,"$40,470.04",2
31310332,Colgate University,New York,,15,Private non-profit,School Tuition & Fees,"$303,525.30",15
31309647,Bakke Graduate University,Washington,,4,Private non-profit,School Tuition & Fees,"$20,765.00",11
31303832,Nazareth College Of Rochester,New York,,42,Private non-profit,School Tuition & Fees,"$566,198.48",64
31303732,St. Bonaventure University,New York,,35,Private non-profit,School Tuition & Fees,"$380,648.66",66
31303109,Georgetown University Law Center,District of Columbia,,50,Private non-profit,School Tuition & Fees,"$882,193.98",72
31301832,Hobart & William Smith Colleges,New York,,9,Private non-profit,School Tuition & Fees,"$161,955.37",9
31301132,Roberts Wesleyan College,New York,,44,Private non-profit,School Tuition & Fees,"$499,264.69",175
31301025,St. Louis University School Of Medicine,Missouri,,1,Private non-profit,School Tuition & Fees,"$19,652.27",2
31300647,Embry-Riddle Aeronautical University-Tacoma,Washington,,65,Private non-profit,School Tuition & Fees,"$228,938.78",166
31300232,Alfred University,New York,,20,Private non-profit,School Tuition & Fees,"$305,928.46",34
31300180,Freie Hochschule Christengem,,Germany,1,Private non-profit,School Tuition & Fees,"$7,612.90",2
31300005,American Baptist Seminary Of The West,California,,3,Private non-profit,School Tuition & Fees,"$36,233.50",7
31297047,Northwest University,Washington,,52,Private non-profit,School Tuition & Fees,"$503,188.62",209
31289847,Embry-Riddle Aeronautical University-Spokane,Washington,,17,Private non-profit,School Tuition & Fees,"$81,389.36",45
31289247,Park University-Fairchild Afb,Washington,,45,Private non-profit,School Tuition & Fees,"$176,164.34",136
31218280,Jacobs University,,Germany,1,Private non-profit,School Tuition & Fees,"$6,315.31",1
31215574,Falmouth University,,British Isles,3,Private non-profit,School Tuition & Fees,"$41,277.38",8
31210475,Heritage College & Seminary,,Canada (except Newfoundland),1,Private non-profit,School Tuition & Fees,"$2,690.52",1
31210375,Quest University,,Canada (except Newfoundland),2,Private non-profit,School Tuition & Fees,"$43,705.47",5
31210275,Concordia University College Of Alberta,,Canada (except Newfoundland),2,Private non-profit,School Tuition & Fees,"$17,642.57",5
31210169,Torch Trinity Graduate University,,Asiatic Countries,2,Private non-profit,School Tuition & Fees,"$10,168.26",3
31201925,Stephens College,Missouri,,14,Private non-profit,School Tuition & Fees,"$90,306.72",25
31200823,Concordia College (Moorhead) Office Of Registrar,Minnesota,,19,Private non-profit,School Tuition & Fees,"$206,931.75",29
31200725,A.T.Still University-Kirksville College Of Osteopathic Medicine,Missouri,,9,Private non-profit,School Tuition & Fees,"$127,131.47",10
31200517,Simmons College Of Kentucky,Kentucky,,1,Private non-profit,School Tuition & Fees,"$2,310.00",1
31200492,Universidad Del Norte,,South American Countries,1,Private non-profit,School Tuition & Fees,"$6,770.35",2
31200325,Eden Theological Seminary,Missouri,,2,Private non-profit,School Tuition & Fees,"$8,911.30",3
31200269,Machon Meir,,Asiatic Countries,1,Private non-profit,School Tuition & Fees,"$6,569.23",2
31200192,Universidad Ecotec,,South American Countries,2,Private non-profit,School Tuition & Fees,"$13,428.00",4
31200186,Cetys Universidad Baja Calif,,Mexico,2,Private non-profit,School Tuition & Fees,"$18,406.98",5
31200179,Evangelical Theological Sem,,France,1,Private non-profit,School Tuition & Fees,"$12,986.37",4
31200169,Stamford International University,,Asiatic Countries,2,Private non-profit,School Tuition & Fees,"$7,277.04",4
31200125,Concordia Seminary,Missouri,,11,Private non-profit,School Tuition & Fees,"$72,023.60",24
31200092,University Ibmec,,South American Countries,2,Private non-profit,School Tuition & Fees,"$19,898.31",2
31200084,American University Of Rome,,Italy,12,Private non-profit,School Tuition & Fees,"$118,644.10",20
31200076,University For Peace,,"Central American Countries, Other",5,Private non-profit,School Tuition & Fees,"$55,306.23",6
31190275,Trinity Western University,,Canada (except Newfoundland),2,Private non-profit,School Tuition & Fees,"$32,368.18",4
31190005,Dominican University Of California,California,,29,Private non-profit,School Tuition & Fees,"$524,626.57",62
31180478,Bilkent University,,"Europe, Other countries of",2,Private non-profit,School Tuition & Fees,"$20,925.00",3
31179778,St. James School Of Medicine,,"Europe, Other countries of",8,Private non-profit,School Tuition & Fees,"$67,019.31",11
31179378,Sarajevo Sch Of Science & Tech,,"Europe, Other countries of",1,Private non-profit,School Tuition & Fees,"$4,301.02",1
31177978,International Univ In Geneva,,"Europe, Other countries of",1,Private non-profit,School Tuition & Fees,"$14,884.31",2
31166786,Universidad Autonoma De Guadalajara,,Mexico,5,Private non-profit,School Tuition & Fees,"$39,615.11",7
31165570,Univ Of Notre Dame Australia,,Australia,1,Private non-profit,School Tuition & Fees,"$18,279.17",2
31156976,American Global University Som,,"Central American Countries, Other",3,Private non-profit,School Tuition & Fees,"$58,925.10",6
31156876,Universidad Iberoamericana,,"Central American Countries, Other",2,Private non-profit,School Tuition & Fees,"$21,743.49",5
31156776,Universidad Tecnologica De Santiago,,"Central American Countries, Other",2,Private non-profit,School Tuition & Fees,"$2,639.91",3
31156175,Columbia Bible College,,Canada (except Newfoundland),1,Private non-profit,School Tuition & Fees,"$6,349.50",1
31155047,Heritage University,Washington,,31,Private non-profit,School Tuition & Fees,"$381,857.17",51
31151069,Asian University,,Asiatic Countries,7,Private non-profit,School Tuition & Fees,"$88,411.06",16
31151047,Gonzaga University,Washington,,226,Private non-profit,School Tuition & Fees,"$2,730,308.96",499
31150076,Universidad Americana,,"Central American Countries, Other",10,Private non-profit,School Tuition & Fees,"$61,860.86",25
31150005,Notre Dame De Namur University,California,,28,Private non-profit,School Tuition & Fees,"$222,722.48",79
31148910,South Florida Bible College & Theological Seminary,Florida,,11,Private non-profit,School Tuition & Fees,"$36,668.72",22
31144470,Bond University,,Australia,4,Private non-profit,School Tuition & Fees,"$94,841.91",7
31140505,Samuel Merritt University,California,,19,Private non-profit,School Tuition & Fees,"$397,555.94",29
31140405,Monterey College Of Law,California,,10,Private non-profit,School Tuition & Fees,"$81,761.30",14
31140205,Sofia University,California,,5,Private non-profit,School Tuition & Fees,"$60,588.46",14
31140047,Faith Evangelical College And Seminary,Washington,,42,Private non-profit,School Tuition & Fees,"$252,749.80",102
31140005,Holy Names University,California,,20,Private non-profit,School Tuition & Fees,"$314,172.43",53
31139005,San Joaquin College Of Law,California,,7,Private non-profit,School Tuition & Fees,"$83,772.08",10
31138805,Lincoln Law School Of Sacramento,California,,8,Private non-profit,School Tuition & Fees,"$37,263.80",15
31138105,Graduate Theological Union,California,,2,Private non-profit,School Tuition & Fees,"$16,183.42",3
31138005,Starr King School For The Ministry,California,,2,Private non-profit,School Tuition & Fees,"$30,122.00",3
31137605,Lincoln Law School Of San Jose,California,,2,Private non-profit,School Tuition & Fees,"$37,197.10",11
31137205,California Christian College,California,,1,Private non-profit,School Tuition & Fees,"$19,451.00",3
31127525,A.T. Still University-Missouri School Of Dental And Oral Health,Missouri,,1,Private non-profit,School Tuition & Fees,"$19,198.31",1
31127425,Mid America Nazarene University,Missouri,,11,Private non-profit,School Tuition & Fees,"$46,319.58",64
31127325,Urshan Graduate School Of Theology,Missouri,,1,Private non-profit,School Tuition & Fees,"$6,947.40",3
31127225,Ozark Bible Institute And College,Missouri,,1,Private non-profit,School Tuition & Fees,"$2,439.00",1
31126925,Webster University - China,Missouri,,2,Private non-profit,School Tuition & Fees,"$1,320.00",2
31126325,Baker University,Missouri,,6,Private non-profit,School Tuition & Fees,"$33,335.50",34
31126225,A.T. Still University-College Of Graduate Health Studies,Missouri,,33,Private non-profit,School Tuition & Fees,"$145,948.45",49
31126025,Columbia College - Springfield,Missouri,,17,Private non-profit,School Tuition & Fees,"$43,344.61",43
31125625,Park University Wentworth Campus,Missouri,,2,Private non-profit,School Tuition & Fees,"$5,565.60",5
31124925,Missouri Baptist University,Missouri,,71,Private non-profit,School Tuition & Fees,"$645,207.36",228
31124625,Webster University - Thailand,Missouri,,8,Private non-profit,School Tuition & Fees,"$34,514.50",10
31123884,Apicius Inter School Of Hosp,,Italy,7,Private non-profit,School Tuition & Fees,"$67,244.46",8
31123825,Drury University,Missouri,,28,Private non-profit,School Tuition & Fees,"$120,444.77",78
31123784,Florence Design Academy,,Italy,1,Private non-profit,School Tuition & Fees,"$3,251.78",1
31123725,Park University Distance Learning,Missouri,,376,Private non-profit,School Tuition & Fees,"$1,541,585.00",966
31123584,Lorenzo De Medici,,Italy,1,Private non-profit,School Tuition & Fees,"$8,562.74",1
31123125,Webster University Ozarks Regional Campus,Missouri,,3,Private non-profit,School Tuition & Fees,"$8,470.00",7
31122625,Columbia College-Rolla Site,Missouri,,34,Private non-profit,School Tuition & Fees,"$103,128.49",95
31122276,Universidad Catolica Nordestana,,"Central American Countries, Other",2,Private non-profit,School Tuition & Fees,"$26,400.00",10
31121725,Columbia College - Jefferson City Va Rep,Missouri,,65,Private non-profit,School Tuition & Fees,"$178,726.64",179
31121625,Webster University Rolla,Missouri,,19,Private non-profit,School Tuition & Fees,"$104,782.42",45
31121005,Stanford University,California,,106,Private non-profit,School Tuition & Fees,"$1,478,071.58",176
31120669,Hult International Business School,,Asiatic Countries,4,Private non-profit,School Tuition & Fees,"$47,655.29",4
31120625,Columbia College Branch - Osage Beach,Missouri,,43,Private non-profit,School Tuition & Fees,"$144,154.00",123
31120425,Webster University Whiteman Afb,Missouri,,12,Private non-profit,School Tuition & Fees,"$58,227.00",28
31120325,Columbia College-Kansas City Branch,Missouri,,33,Private non-profit,School Tuition & Fees,"$85,077.75",82
31120005,Church Divinity School Of The Pacific,California,,2,Private non-profit,School Tuition & Fees,"$19,399.85",5
31119825,Webster University - London,Missouri,,1,Private non-profit,School Tuition & Fees,"$1,584.00",4
31119680,Sae Institute - Stuttgart Gmbh,,Germany,2,Private non-profit,School Tuition & Fees,"$13,082.47",2
31119580,Institut Fur Fremdsprachen,,Germany,1,Private non-profit,School Tuition & Fees,"$2,823.00",1
31119425,Global University Of The Assemblies Of God,Missouri,,10,Private non-profit,School Tuition & Fees,"$15,020.54",13
31119380,International University Of Applied Sciences,,Germany,4,Private non-profit,School Tuition & Fees,"$52,027.33",10
31119125,Forest Institute Of Professional Psychology,Missouri,,3,Private non-profit,School Tuition & Fees,"$33,294.15",7
31118892,Pontificia Universidad Catolica Del Ecuador,,South American Countries,1,Private non-profit,School Tuition & Fees,"$12,966.32",4
31118792,Universidad Eafit,,South American Countries,6,Private non-profit,School Tuition & Fees,"$30,438.60",9
31118574,Glasgow Caledonian University,,British Isles,1,Private non-profit,School Tuition & Fees,"$11,899.32",3
31118325,Webster University - Leiden The Netherlands,Missouri,,4,Private non-profit,School Tuition & Fees,"$35,062.76",4
31118080,Whu-Otto Beisheim School,,Germany,1,Private non-profit,School Tuition & Fees,"$19,198.31",1
31118075,University Of The Fraser Valley,,Canada (except Newfoundland),1,Private non-profit,School Tuition & Fees,"$7,392.00",1
31117725,Park University Truman Education Center Ft Leonard Wood,Missouri,,31,Private non-profit,School Tuition & Fees,"$94,814.03",81
31117125,Columbia College - St Louis,Missouri,,72,Private non-profit,School Tuition & Fees,"$230,501.50",218
31116925,Graceland University - Independence,Missouri,,22,Private non-profit,School Tuition & Fees,"$159,424.63",62
31116670,University Of Western Sydney,,Australia,1,Private non-profit,School Tuition & Fees,"$10,224.50",1
31116625,Aquinas Institute Of Theology,Missouri,,5,Private non-profit,School Tuition & Fees,"$34,430.81",7
31115925,Central Christian College Of The Bible,Missouri,,2,Private non-profit,School Tuition & Fees,"$4,700.00",2
31115875,"Emily Carr Institute Of Art, Design & Media",,Canada (except Newfoundland),1,Private non-profit,School Tuition & Fees,"$4,666.09",1
31114122,Moody Theological Seminary-Michigan,Michigan,,4,Private non-profit,School Tuition & Fees,"$21,778.00",8
31114025,Webster University Ft Leonard Wood,Missouri,,128,Private non-profit,School Tuition & Fees,"$612,731.79",316
31113925,Park University School For Extended Learning Whiteman Afb,Missouri,,39,Private non-profit,School Tuition & Fees,"$123,025.54",105
31113625,Park University Accelerated Programs - Kc Area,Missouri,,80,Private non-profit,School Tuition & Fees,"$364,652.98",206
31113125,Columbia College Branch - Ft Wood,Missouri,,306,Private non-profit,School Tuition & Fees,"$1,040,896.61",891
31113025,Drury University - St. Robert,Missouri,,350,Private non-profit,School Tuition & Fees,"$1,589,396.45","1,009"
31113005,Dominican School Of Philosophy & Theology,California,,4,Private non-profit,School Tuition & Fees,"$36,454.76",6
31112569,American University In Dubai,,Asiatic Countries,2,Private non-profit,School Tuition & Fees,"$29,451.64",5
31112369,Rangsit University,,Asiatic Countries,1,Private non-profit,School Tuition & Fees,"$13,534.38",4
31111679,Grenoble Ecole De Management,,France,2,Private non-profit,School Tuition & Fees,"$28,918.99",3
31111678,Imd - Inter Inst For Mngmt Dev,,"Europe, Other countries of",1,Private non-profit,School Tuition & Fees,"$15,358.65",1
31111222,Rochester College,Michigan,,23,Private non-profit,School Tuition & Fees,"$192,794.35",66
31111178,University Of New York In Prague,,"Europe, Other countries of",6,Private non-profit,School Tuition & Fees,"$57,240.00",19
31110578,Franklin College Switzerland,,"Europe, Other countries of",3,Private non-profit,School Tuition & Fees,"$57,548.35",3
31110576,Universidad Americana - Costa,,"Central American Countries, Other",2,Private non-profit,School Tuition & Fees,"$1,733.47",3
31110122,Walsh College Of Accountancy And Business Administration,Michigan,,50,Private non-profit,School Tuition & Fees,"$365,367.82",118
31109905,Palo Alto University,California,,19,Private non-profit,School Tuition & Fees,"$239,807.25",43
31109405,Northwestern Polytechnic University,California,,2,Private non-profit,School Tuition & Fees,"$19,125.00",6
31109310,Johnson & Wales University-North Miami,Florida,,71,Private non-profit,School Tuition & Fees,"$997,196.17",165
31108405,Life Chiropractic College West,California,,9,Private non-profit,School Tuition & Fees,"$174,522.16",24
31107705,Palmer College Of Chiropractic  West,California,,4,Private non-profit,School Tuition & Fees,"$61,567.43",10
31107505,Institute For Advanced Study Of Human Sexuality,California,,2,Private non-profit,School Tuition & Fees,"$34,948.31",6
31107405,Saybrook University,California,,10,Private non-profit,School Tuition & Fees,"$153,632.87",20
31106286,Universidad Cuauthemoc,,Mexico,1,Private non-profit,School Tuition & Fees,"$13,545.31",3
31106109,American University Office Of Veterans Affairs,District of Columbia,,333,Private non-profit,School Tuition & Fees,"$5,937,468.13",624
31105325,Assemblies Of God Theological Seminary,Missouri,,19,Private non-profit,School Tuition & Fees,"$91,648.61",36
31105125,Logan College Of Chiropractic/University,Missouri,,12,Private non-profit,School Tuition & Fees,"$123,231.22",21
31105078,Esade Business School,,"Europe, Other countries of",1,Private non-profit,School Tuition & Fees,"$28,449.59",3
31104675,Universite Laval,,Canada (except Newfoundland),1,Private non-profit,School Tuition & Fees,"$10,223.48",2
31104475,Bishop'S University,,Canada (except Newfoundland),1,Private non-profit,School Tuition & Fees,"$6,895.25",1
31102469,Payap University,,Asiatic Countries,15,Private non-profit,School Tuition & Fees,"$56,905.28",26
31101792,Universidad Manuela Beltran,,South American Countries,1,Private non-profit,School Tuition & Fees,"$6,899.53",3
31101525,Westminster College,Missouri,,15,Private non-profit,School Tuition & Fees,"$205,849.44",25
31101476,Apec University,,"Central American Countries, Other",1,Private non-profit,School Tuition & Fees,$644.70,1
31101205,Union Institute And University,California,,88,Private non-profit,School Tuition & Fees,"$813,469.58",305
31101192,Universidade Do Vale Do Itajai,,South American Countries,1,Private non-profit,School Tuition & Fees,"$8,541.35",3
31101168,Charles Telfair Institute,,Africa,1,Private non-profit,School Tuition & Fees,"$1,965.00",1
31101074,University Of Strathclyde,,British Isles,1,Private non-profit,School Tuition & Fees,"$15,257.20",2
31100999,University Of Otago,,Outside United States (all other countries),2,Private non-profit,School Tuition & Fees,"$11,061.66",5
31100986,"Univ Of Science, Arts & Tech",,Mexico,14,Private non-profit,School Tuition & Fees,"$220,884.01",32
31100984,Universita L. Bocconi (Sda Bocconi University),,Italy,2,Private non-profit,School Tuition & Fees,"$28,436.77",5
31100976,Universidad Catolica De Honduras,,"Central American Countries, Other",2,Private non-profit,School Tuition & Fees,"$1,975.41",4
31100968,The American University In Cairo,,Africa,5,Private non-profit,School Tuition & Fees,"$59,192.31",6
31100925,Fontbonne University,Missouri,,31,Private non-profit,School Tuition & Fees,"$313,185.50",84
31100876,Universidad De Palermo,,"Central American Countries, Other",1,Private non-profit,School Tuition & Fees,"$8,773.53",2
31100805,Franciscan School Of Theology,California,,1,Private non-profit,School Tuition & Fees,"$6,560.00",1
31100789,Doemens Akademie,,Panama,1,Private non-profit,School Tuition & Fees,"$7,234.13",1
31100785,Kurashiki Univ. Of S. And A.,,Japan,1,Private non-profit,School Tuition & Fees,"$14,952.46",3
31100696,American University Of Antigua,,West Indies,8,Private non-profit,School Tuition & Fees,"$52,052.75",9
31100690,Leon Kozminski Academy Of Entrepreneurship And Management,,Poland,1,Private non-profit,School Tuition & Fees,"$5,341.32",2
31100689,Universidad Latina De Panama,,Panama,4,Private non-profit,School Tuition & Fees,"$12,558.90",6
31100685,Tokyo Christian University,,Japan,1,Private non-profit,School Tuition & Fees,"$14,295.21",4
31100680,Saarland University,,Germany,1,Private non-profit,School Tuition & Fees,$212.00,1
31100675,Georgian College,,Canada (except Newfoundland),2,Private non-profit,School Tuition & Fees,"$22,369.40",4
31100569,Jerusalem University College,,Asiatic Countries,1,Private non-profit,School Tuition & Fees,"$8,257.00",1
31100568,Us International University,,Africa,4,Private non-profit,School Tuition & Fees,"$10,244.04",7
31100529,New Hampshire Institute Of Art,New Hampshire,,11,Private non-profit,School Tuition & Fees,"$143,811.85",15
31100525,Lindenwood University,Missouri,,298,Private non-profit,School Tuition & Fees,"$2,571,721.53",755
31100484,John Cabot University,,Italy,12,Private non-profit,School Tuition & Fees,"$121,766.62",16
31100390,University Of Warsaw,,Poland,1,Private non-profit,School Tuition & Fees,"$3,954.28",2
31100325,Culver-Stockton College,Missouri,,8,Private non-profit,School Tuition & Fees,"$94,103.24",11
31100189,Universidad Latinoamericana,,Panama,3,Private non-profit,School Tuition & Fees,"$2,535.01",4
31100173,Vesalius College,,Belgium,3,Private non-profit,School Tuition & Fees,"$41,427.12",5
31100119,Grace Evangelical College And Seminary,Maine,,1,Private non-profit,School Tuition & Fees,"$2,600.00",1
31100069,Bangkok University,,Asiatic Countries,10,Private non-profit,School Tuition & Fees,"$35,307.21",27
31100019,College Of The Atlantic,Maine,,2,Private non-profit,School Tuition & Fees,"$24,294.60",2
31077162,University Of Santo Tomas,,Philippines,5,Private non-profit,School Tuition & Fees,"$10,607.36",9
31076322,Michigan Jewish Institute,Michigan,,1,Private non-profit,School Tuition & Fees,"$10,090.00",2
31069762,Saint Joseph College - Cavite City,,Philippines,1,Private non-profit,School Tuition & Fees,"$1,360.10",1
31066062,Silliman University,,Philippines,4,Private non-profit,School Tuition & Fees,"$4,878.22",7
31065010,Thomas M Cooley Law School,Florida,,12,Private non-profit,School Tuition & Fees,"$213,797.55",24
31064910,Touro College South,Florida,,1,Private non-profit,School Tuition & Fees,"$8,730.00",4
31064710,Beacon College,Florida,,4,Private non-profit,School Tuition & Fees,"$82,470.93",8
31064610,Robert E Webber Institute For Worship Studies,Florida,,2,Private non-profit,School Tuition & Fees,"$6,174.20",3
31064162,San Beda College,,Philippines,1,Private non-profit,School Tuition & Fees,"$1,676.53",2
31064110,Remington College - Online Heathrow (Orl),Florida,,22,Private non-profit,School Tuition & Fees,"$134,867.50",79
31063810,Gordon-Conwell Theological Seminary,Florida,,8,Private non-profit,School Tuition & Fees,"$62,429.87",25
