Facility Code,Name of Institution,State,Country,Number of Trainees,Profit Status,Type of Payment,Tuition and Fees Cost,Number of payments
149A1432,Borough Of Manhattan Community College,New York,,429,Public,School Tuition & Fees,"$1,786,837.45",964
149A1405,Los Angeles City College,California,,235,Public,School Tuition & Fees,"$67,888.13",452
149A0435,Clark State Community College,Ohio,,162,Public,School Tuition & Fees,"$464,916.55",341
149A0405,Saddleback College,California,,501,Public,School Tuition & Fees,"$250,623.85","1,231"
148A0132,Ulster County Community College,New York,,74,Public,School Tuition & Fees,"$264,095.66",218
119K7143,Texas A And M University Corpus Christi,Texas,,547,Public,School Tuition & Fees,"$3,683,572.62","1,341"
119K5143,West Texas A&M University,Texas,,268,Public,School Tuition & Fees,"$1,469,152.94",687
119H3143,Ut Hlth Sci Ctr At Houston,Texas,,68,Public,School Tuition & Fees,"$384,397.59",112
119G3143,Lamar University,Texas,,434,Public,School Tuition & Fees,"$1,959,894.37","1,130"
119G2143,University Of Texas At San Antonio,Texas,,"1,531",Public,School Tuition & Fees,"$9,969,313.39","3,110"
119F8443,Sam Houston State University,Texas,,580,Public,School Tuition & Fees,"$3,745,379.60","1,317"
119F1443,Lamar State College Orange,Texas,,45,Public,School Tuition & Fees,"$112,001.43",84
119E6143,University Of Texas At Brownsville Tsc,Texas,,332,Public,School Tuition & Fees,"$1,340,493.69",799
119E1143,Tx Tech Univ Hlth Sci Ctr Sch Of Allied Hlth,Texas,,35,Public,School Tuition & Fees,"$245,024.46",79
119D9143,Texas State University San Marcos,Texas,,"1,336",Public,School Tuition & Fees,"$9,393,577.17","3,043"
119D8143,Texas A And M University Commerce,Texas,,365,Public,School Tuition & Fees,"$1,495,726.01",815
119D1110,Eastern Florida State College,Florida,,666,Public,School Tuition & Fees,"$1,187,447.90","1,524"
119D0110,South Florida State College,Florida,,79,Public,School Tuition & Fees,"$175,879.11",211
119C7110,Pensacola State College,Florida,,926,Public,School Tuition & Fees,"$1,713,543.11","2,251"
119C0110,Seminole State College Of Florida,Florida,,577,Public,School Tuition & Fees,"$1,092,073.77","1,366"
119B9110,Polk State College,Florida,,248,Public,School Tuition & Fees,"$531,940.19",605
119B8110,Florida Southwestern State College,Florida,,371,Public,School Tuition & Fees,"$770,741.74",899
119B7110,Santa Fe College,Florida,,534,Public,School Tuition & Fees,"$1,278,550.03","1,308"
119B3232,Suny Albany,New York,,162,Public,School Tuition & Fees,"$979,692.83",381
119B2132,Suny Fashion Institute Of Technology,New York,,61,Public,School Tuition & Fees,"$270,674.12",109
119A9138,Pennsylvania College Of Technology,Pennsylvania,,287,Public,School Tuition & Fees,"$2,200,531.60",524
119A9110,Northwest Florida State College,Florida,,"1,039",Public,School Tuition & Fees,"$1,834,477.27","2,233"
119A7110,Daytona State College,Florida,,619,Public,School Tuition & Fees,"$1,367,308.43","1,630"
119A6143,Ut Hlth Sci Ctr At San Antonio,Texas,,128,Public,School Tuition & Fees,"$808,521.65",212
119A5110,Indian River State College,Florida,,465,Public,School Tuition & Fees,"$977,605.58","1,280"
119A4132,Cuny  Graduate School & University Center,New York,,25,Public,School Tuition & Fees,"$79,312.99",39
119A3132,York College Of Cuny,New York,,75,Public,School Tuition & Fees,"$336,153.51",169
119A2143,Sul Ross State University,Texas,,36,Public,School Tuition & Fees,"$165,623.13",87
119A2132,Suny Maritime College,New York,,62,Public,School Tuition & Fees,"$423,571.11",135
119A1132,Suny College At Purchase,New York,,26,Public,School Tuition & Fees,"$160,114.35",61
119A0132,Alfred State - Suny College Of Technology,New York,,84,Public,School Tuition & Fees,"$401,483.16",203
118A0132,Lehman College - Cuny,New York,,117,Public,School Tuition & Fees,"$467,741.82",276
38633145,"Yestermorrow, Inc",Vermont,,4,Private non-profit,School Tuition & Fees,"$39,439.00",6
38554532,Word Of Life Bible Institute,New York,,7,Private non-profit,School Tuition & Fees,"$56,337.50",14
38403732,Fedcap Career Design School,New York,,1,Private non-profit,School Tuition & Fees,"$5,192.00",2
38143910,"Chapman School Of Seamanship, Inc.",Florida,,17,Private non-profit,School Tuition & Fees,"$126,850.00",21
38133222,Mclaren Regional Medical Center,Michigan,,1,Private non-profit,School Tuition & Fees,"$3,000.00",1
38012841,Cornerstone Bible Institute,South Dakota,,1,Private non-profit,School Tuition & Fees,"$3,255.04",1
38011021,North Bennet Street School,Massachusetts,,8,Private non-profit,School Tuition & Fees,"$151,979.11",9
35953736,Rhema Bible Training College,Oklahoma,,12,Private non-profit,School Tuition & Fees,"$29,928.25",50
35953536,Heartland Baptist Bible College,Oklahoma,,5,Private non-profit,School Tuition & Fees,"$8,511.00",5
35946540,Cathedral Bible College Suspended,South Carolina,,2,Private non-profit,School Tuition & Fees,"$4,070.00",4
35903638,The Real Estate School Of The Lancaster County Association Of Realtors,Pennsylvania,,1,Private non-profit,School Tuition & Fees,$210.00,1
35903438,Institute For Caregiver Education,Pennsylvania,,1,Private non-profit,School Tuition & Fees,"$16,420.00",1
35819921,Boston University'S Center For Digital Imaging Arts,Massachusetts,,3,Private non-profit,School Tuition & Fees,"$31,213.46",3
35802132,Art Students League Of New York,New York,,3,Private non-profit,School Tuition & Fees,"$11,188.30",4
35801005,Ntma Training Centers Of Southern California,California,,17,Private non-profit,School Tuition & Fees,"$218,738.23",17
35800705,Ntma Training Centers Of Southern California (Ontario),California,,17,Private non-profit,School Tuition & Fees,"$213,300.00",17
35766707,Yale New Haven Sponsor Hospital Program,Connecticut,,7,Private non-profit,School Tuition & Fees,"$6,765.00",7
35702201,Jeremiah'S Hope Academy,Alabama,,1,Private non-profit,School Tuition & Fees,$764.80,1
35606925,"St. Louis County Fire Academy, Inc.",Missouri,,9,Private non-profit,School Tuition & Fees,"$43,260.00",9
35595825,New Tribes Mission Missionary Training Center,Missouri,,1,Private non-profit,School Tuition & Fees,"$3,046.00",1
35587325,World Revival School Of Ministry,Missouri,,2,Private non-profit,School Tuition & Fees,"$4,590.00",6
35573935,Advanced Technical Intelligence Center,Ohio,,13,Private non-profit,School Tuition & Fees,"$111,196.38",13
35571435,Pittsburgh Institute Of Aeronautics-Youngstown-Warren Campus,Ohio,,11,Private non-profit,School Tuition & Fees,"$70,174.77",16
35564935,School Of Diagnostic Imaging Cchs,Ohio,,1,Private non-profit,School Tuition & Fees,$520.00,1
35552332,Marion S. Whelan School Of Practical Nursing (Geneva General Hospital),New York,,1,Private non-profit,School Tuition & Fees,"$1,715.00",1
35549535,Summa Health System St Thomas Hosp Paramedic Edu,Ohio,,1,Private non-profit,School Tuition & Fees,"$4,325.00",1
35549135,Central School Of Practical Nursing Inc,Ohio,,7,Private non-profit,School Tuition & Fees,"$55,290.15",11
35531005,Gemological Institute Of America,California,,16,Private non-profit,School Tuition & Fees,"$290,241.03",18
35529635,Hobart Institute Of Welding Technology,Ohio,,45,Private non-profit,School Tuition & Fees,"$632,563.96",49
35521025,Urshan College,Missouri,,1,Private non-profit,School Tuition & Fees,"$8,745.00",3
35496710,Reformation Bible College,Florida,,3,Private non-profit,School Tuition & Fees,"$18,220.00",4
35495710,Step Medical Teaching-Learning,Florida,,1,Private non-profit,School Tuition & Fees,"$2,119.00",1
35488210,Star Center,Florida,,7,Private non-profit,School Tuition & Fees,"$24,800.00",9
35481310,"Zoe University, Incorporated",Florida,,2,Private non-profit,School Tuition & Fees,"$2,463.40",19
35480810,Charis Bible College - Jacksonville,Florida,,7,Private non-profit,School Tuition & Fees,"$11,889.00",18
35449310,Mayo School Of Health Sciences,Florida,,2,Private non-profit,School Tuition & Fees,"$6,191.40",3
35437847,Wilderness Awareness School,Washington,,8,Private non-profit,School Tuition & Fees,"$31,312.50",8
35426347,Pacific Maritime Institute,Washington,,11,Private non-profit,School Tuition & Fees,"$72,437.50",31
35356632,American Musical And Dramatic Academy,New York,,8,Private non-profit,School Tuition & Fees,"$157,257.43",18
35308038,Precision Manufacturing Institute,Pennsylvania,,6,Private non-profit,School Tuition & Fees,"$70,266.08",6
35306238,Center For Emergency Med Of Western Pa,Pennsylvania,,3,Private non-profit,School Tuition & Fees,"$12,925.42",5
35301338,Pittsburgh Filmmakers,Pennsylvania,,2,Private non-profit,School Tuition & Fees,"$9,435.86",2
35300038,Good Fellowship Ambulance & Ems Training Institute,Pennsylvania,,11,Private non-profit,School Tuition & Fees,"$41,886.19",17
35160422,School Of Missionary Aviation Technology,Michigan,,2,Private non-profit,School Tuition & Fees,"$38,396.62",2
35160322,Great Lakes Boat Building School,Michigan,,2,Private non-profit,School Tuition & Fees,"$8,267.00",2
35140905,Dell'Arte School Of Physical Theatre,California,,1,Private non-profit,School Tuition & Fees,"$12,750.00",1
35138510,Landmark Baptist College,Florida,,1,Private non-profit,School Tuition & Fees,"$1,650.00",1
35134243,The Methodist Hosp Spiritual Care Ed,Texas,,1,Private non-profit,School Tuition & Fees,$213.12,2
35126643,Hendrick Med Ctr School Of Radiography,Texas,,2,Private non-profit,School Tuition & Fees,"$6,076.84",2
35124143,Associated Locksmiths Of America (Aloa) Trng Ctr,Texas,,2,Private non-profit,School Tuition & Fees,"$5,045.00",9
35123243,Covenant Sch Of Nursing,Texas,,4,Private non-profit,School Tuition & Fees,"$9,072.51",5
35123143,North Texas Inst For Career Development,Texas,,2,Private non-profit,School Tuition & Fees,"$6,000.00",2
35119501,Montgomery Bible Institute And Theological Center,Alabama,,1,Private non-profit,School Tuition & Fees,"$1,998.00",2
35110343,Charis Bible College,Texas,,1,Private non-profit,School Tuition & Fees,"$2,100.00",2
35106943,Professional Development Institute,Texas,,3,Private non-profit,School Tuition & Fees,"$6,818.91",3
35106543,Southern Bible Institute,Texas,,2,Private non-profit,School Tuition & Fees,"$2,452.50",4
35102639,International Yacht Restoration School,Rhodes Island,,16,Private non-profit,School Tuition & Fees,"$214,662.50",23
35102443,Methodist Hospitals Of Dallas Ems Biocare Edu,Texas,,4,Private non-profit,School Tuition & Fees,"$13,000.00",4
35100232,Cap 21 Musical Theatre Conservatory,New York,,2,Private non-profit,School Tuition & Fees,"$33,698.31",3
35100032,East Hill Flying Club Inc,New York,,1,Private non-profit,School Tuition & Fees,"$6,053.50",5
35077236,Victory Bible College,Oklahoma,,2,Private non-profit,School Tuition & Fees,"$3,687.60",7
35075643,Valley Grande Inst For Academic Studies,Texas,,4,Private non-profit,School Tuition & Fees,"$67,322.06",5
35061513,Joseph Business School,Illinois,,1,Private non-profit,School Tuition & Fees,"$2,825.00",1
35061413,Able Career Institute-National Able Network,Illinois,,11,Private non-profit,School Tuition & Fees,"$88,300.00",12
35061313,Illinois Careerpath Institute,Illinois,,1,Private non-profit,School Tuition & Fees,"$10,870.33",6
35060813,Northwestern Illinois Public Safety Training Academy,Illinois,,1,Private non-profit,School Tuition & Fees,"$3,995.00",1
35060513,Northwestern Institute Of Health And Technology,Illinois,,6,Private non-profit,School Tuition & Fees,"$26,286.36",9
35059013,Charis Bible College,Illinois,,1,Private non-profit,School Tuition & Fees,"$3,856.00",1
35058913,State Career College,Illinois,,1,Private non-profit,School Tuition & Fees,"$13,900.00",1
35058613,Swedish American Emergency Medical Services,Illinois,,1,Private non-profit,School Tuition & Fees,$300.00,1
35052310,Shands Jacksonville School Of Radiologic Technology,Florida,,1,Private non-profit,School Tuition & Fees,"$2,500.00",1
35052121,Ems Academy,Massachusetts,,9,Private non-profit,School Tuition & Fees,"$7,290.00",9
35051510,"St Vincent'S Medical Center, Schools Of Medical Science",Florida,,1,Private non-profit,School Tuition & Fees,"$1,000.00",1
35042443,Baptist Hospitals Of Southeast Texas,Texas,,1,Private non-profit,School Tuition & Fees,"$5,696.97",3
35038407,New Britain Emergency Medical Services Academy,Connecticut,,9,Private non-profit,School Tuition & Fees,"$23,807.50",17
35033043,Christ For The Nations Institute,Texas,,30,Private non-profit,School Tuition & Fees,"$137,835.50",61
35032706,"Colorado School For Family Therapy, The",Colorado,,2,Private non-profit,School Tuition & Fees,"$15,026.14",6
35031509,The Vets Group,District of Columbia,,66,Private non-profit,School Tuition & Fees,"$799,791.52",250
35030446,Center For Employment Training,Virginia,,5,Private non-profit,School Tuition & Fees,"$43,408.20",5
35030406,The Rolf Institute,Colorado,,1,Private non-profit,School Tuition & Fees,"$1,785.00",1
35029622,National Personal Training Institute,Michigan,,11,Private non-profit,School Tuition & Fees,"$51,654.40",12
35028643,Valley Baptist Medical Center,Texas,,2,Private non-profit,School Tuition & Fees,"$12,547.00",3
35024918,United Theological Seminary And Bible College,Louisiana,,1,Private non-profit,School Tuition & Fees,$750.00,1
35024818,Louisiana Shooters Unlimited,Louisiana,,36,Private non-profit,School Tuition & Fees,"$244,008.03",49
35022820,Umbc Training Centers,Maryland,,51,Private non-profit,School Tuition & Fees,"$232,308.67",82
35022618,United Theological Seminary And Bible College,Louisiana,,7,Private non-profit,School Tuition & Fees,"$11,162.50",21
35022118,World Evangelism Bible College,Louisiana,,4,Private non-profit,School Tuition & Fees,"$4,960.00",8
35020720,Pittsburgh Institute Of Aeronautics,Maryland,,20,Private non-profit,School Tuition & Fees,"$162,439.18",29
35018946,Cayce/Reilly School Of Massotherapy,Virginia,,14,Private non-profit,School Tuition & Fees,"$124,790.19",42
35016743,Texas Bible College,Texas,,3,Private non-profit,School Tuition & Fees,"$10,046.00",5
35015411,House Of Prayer Bible Seminary - Hephzibah,Georgia,,1,Private non-profit,School Tuition & Fees,"$2,400.00",1
35015111,House Of Prayer Bible Seminary - Hinesville,Georgia,,36,Private non-profit,School Tuition & Fees,"$173,900.04",71
35014911,Helms College,Georgia,,7,Private non-profit,School Tuition & Fees,"$67,285.00",23
35014106,"Centered Life: Education, Counseling & Spiritual Care",Colorado,,1,Private non-profit,School Tuition & Fees,"$3,600.00",2
35013423,Summit Academy Oic,Minnesota,,1,Private non-profit,School Tuition & Fees,"$3,240.00",2
35012314,St. Mary'S Medical Center Ems Training Institute,Indiana,,1,Private non-profit,School Tuition & Fees,"$4,600.00",1
35011943,Texas Baptist Institute Seminary,Texas,,1,Private non-profit,School Tuition & Fees,$520.00,1
35011914,Chimney Safety Institute Of America,Indiana,,4,Private non-profit,School Tuition & Fees,"$8,769.40",5
35010829,New England Ems Institute,New Hampshire,,5,Private non-profit,School Tuition & Fees,"$5,869.81",6
35010613,Romeoville Fire Academy,Illinois,,5,Private non-profit,School Tuition & Fees,"$8,995.00",6
35010340,Greenville Presbyterian Theological Seminary,South Carolina,,1,Private non-profit,School Tuition & Fees,"$2,703.00",2
35009905,Westmed College San Jose,California,,5,Private non-profit,School Tuition & Fees,"$88,951.64",5
35009846,Fredericksburg Bible Institute & Seminary,Virginia,,1,Private non-profit,School Tuition & Fees,"$1,380.00",1
35009805,University Of San Diego Professional & Continuing Education,California,,5,Private non-profit,School Tuition & Fees,"$30,795.06",17
35009705,Center For Employment Training (El Centro),California,,6,Private non-profit,School Tuition & Fees,"$52,795.60",6
